stress_group,case_name,stress_value,beta_true,phase_true_deg,rho,route_name,K_phi,P_phi,sep_factor,theta_sep_deg,snr_db,raw_success_rate,tol_success_rate_abs01,tol_success_rate_rel025,rmse_deg,mean_pair_sep_error,mean_pair_center_error,snr90_abs01,snr90_abs01_label,snr90_rel025,snr90_rel025_label,failure_rate,mean_beta_hat,std_beta_hat,mean_beta_error,mean_abs_beta_error,mean_phi_hat_deg,std_phi_hat_deg,mean_phi_error_deg,mean_abs_phi_error_deg,q_grid_hit_boundary_rate,angle_swap_rate,objective_true_rank_median,objective_true_rank_p90,objective_margin_true_vs_best,mean_alpha_hat,mean_sigma2_hat,model_mismatch_flag
beta_phase_combo,case_4_beta0p1_phase0,4,0.1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,4,1,0.48,0.31,0.08143969213,0.1076867047,0.046075,NaN,NaN,NaN,NaN,0.52,0.143,0.07107038764,0.043,0.043,0,0,0,0,1,0,13,22.5,3.462930444e-07,837.9828793,0.4799135992,true
beta_phase_combo,case_4_beta0p1_phase0,4,0.1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,8,1,0.5,0.31,0.07943329031,0.1066142492,0.04385,NaN,NaN,NaN,NaN,0.5,0.117,0.03756327994,0.017,0.017,0,0,0,0,1,0,12,20,1.600032377e-07,871.0486959,0.1909154703,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,center_real,28,38,10,0.2637754449,-4,0.01,0,0,1.615809136,2.016224555,1.262754449,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,center_real,28,38,10,0.2637754449,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,center_real,28,38,10,0.2637754449,4,0.05,0,0,0.8976239527,1.062224555,0.6865508899,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,center_real,28,38,10,0.2637754449,8,0.06,0,0,0.3056484305,0.3953912217,0.2084955507,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,min_den_fb,28,38,10,0.2637754449,-4,0.01,0,0,1.615809136,2.016224555,1.262754449,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,min_den_fb,28,38,10,0.2637754449,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,min_den_fb,28,38,10,0.2637754449,4,0.05,0,0,0.8976239527,1.062224555,0.6865508899,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,min_den_fb,28,38,10,0.2637754449,8,0.06,0,0,0.3056484305,0.3953912217,0.2084955507,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,0,0,0.1485442903,0.1347489182,0.12895,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,483,495,0.004141244682,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,0,1,0,0,0.1457824894,0.1199489182,0.12925,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,490,495,0.004186417711,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,4,1,0,0,0.1423176385,0.1046744271,0.129475,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,490,495,0.004192142867,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,0,0,0.1406347828,0.09644993603,0.129725,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,490,495,0.004192988845,NaN,NaN,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,-4,1,0.39,0.22,0.1011136401,0.1211183204,0.062,NaN,NaN,NaN,NaN,0.61,0.333,0.3515835605,0.233,0.233,104.4,88.84053129,14.4,90,1,0.09,1553,1565.5,0.0001695756478,1547.391354,2.54441502,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,0,1,0.45,0.31,0.0927843655,0.1036387403,0.06135,NaN,NaN,NaN,NaN,0.55,0.169,0.2872960146,0.069,0.069,10.8,42.74763151,-79.2,90,1,0.03,1551,1559,0.0001687922103,733.7400753,1.01335171,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,4,1,0.58,0.48,0.07620327815,0.08365508899,0.0465,NaN,NaN,NaN,NaN,0.42,0.118,0.111696016,0.018,0.018,0,0,-90,90,1,0.01,1551,1559,0.0001684964246,735.1229043,0.4046857859,true
beta_phase_combo,case_5_beta0p1_phase90,5,0.1,90,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,8,1,0.63,0.59,0.07102379188,0.08062245551,0.03895,NaN,NaN,NaN,NaN,0.37,0.102,0.014,0.002,0.002,0,0,-90,90,1,0,1553,1558,0.0001684094918,746.9710022,0.1628624531,true
