stress_group,case_name,stress_value,beta_true,phase_true_deg,rho,route_name,K_phi,P_phi,sep_factor,theta_sep_deg,snr_db,raw_success_rate,tol_success_rate_abs01,tol_success_rate_rel025,rmse_deg,mean_pair_sep_error,mean_pair_center_error,snr90_abs01,snr90_abs01_label,snr90_rel025,snr90_rel025_label,failure_rate,mean_beta_hat,std_beta_hat,mean_beta_error,mean_abs_beta_error,mean_phi_hat_deg,std_phi_hat_deg,mean_phi_error_deg,mean_abs_phi_error_deg,q_grid_hit_boundary_rate,angle_swap_rate,objective_true_rank_median,objective_true_rank_p90,objective_margin_true_vs_best,mean_alpha_hat,mean_sigma2_hat,model_mismatch_flag
amplitude_ratio,beta_1,1,1,0,1,center_real,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
amplitude_ratio,beta_1,1,1,0,1,center_real,28,38,10,0.2637754449,8,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
amplitude_ratio,beta_1,1,1,0,1,min_den_fb,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
amplitude_ratio,beta_1,1,1,0,1,min_den_fb,28,38,10,0.2637754449,8,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
amplitude_ratio,beta_1,1,1,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,0.98,0.89,0.04122445667,0.06522856229,0.0006,-4,<= -4 dB,0,0 dB,0.02,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,4,1.015087531e-06,NaN,NaN,false
amplitude_ratio,beta_1,1,1,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,1,1,0.01880086099,0.03181227753,0,-4,<= -4 dB,0,0 dB,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,1,1.305253115e-07,NaN,NaN,false
amplitude_ratio,beta_1,1,1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,-4,1,0.44,0.34,0.1261353416,0.1222020356,0.0758,NaN,NaN,NaN,NaN,0.56,0.685,0.5428397554,-0.315,0.553,34.2,70.61416289,-34.2,34.2,1,0,17.5,58,2.128068096e-06,4988.319944,9.951192965,false
amplitude_ratio,beta_1,1,1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,0,1,0.21,0.12,0.1537080806,0.1200816796,0.12425,NaN,NaN,NaN,NaN,0.79,0.232,0.1690443729,-0.768,0.768,1.8,17.90977387,-1.8,1.8,1,0,9,34.5,8.355689383e-07,2597.409259,3.956005496,false
amplitude_ratio,beta_1,1,1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,4,1,0.16,0.1,0.180111351,0.1485541352,0.146975,NaN,NaN,NaN,NaN,0.84,0.189,0.1567769116,-0.811,0.811,0,0,0,0,1,0,8,21,4.033618358e-07,2636.161233,1.573828566,false
amplitude_ratio,beta_1,1,1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,8,1,0.21,0.08,0.188730364,0.1597520996,0.150125,NaN,NaN,NaN,NaN,0.79,0.205,0.1538668255,-0.795,0.795,0,0,0,0,1,0,6,13.5,1.208113474e-07,2574.843097,0.6255755473,false
amplitude_ratio,beta_0p8,0.8,0.8,0,1,center_real,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p8,0.8,0.8,0,1,center_real,28,38,10,0.2637754449,8,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p8,0.8,0.8,0,1,min_den_fb,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p8,0.8,0.8,0,1,min_den_fb,28,38,10,0.2637754449,8,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p8,0.8,0.8,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,0.93,0.78,0.04319458744,0.0621744911,0.014725,-4,<= -4 dB,0,0 dB,0.07,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,44.5,51,5.566631711e-05,NaN,NaN,true
amplitude_ratio,beta_0p8,0.8,0.8,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,0.99,0.98,0.02724955286,0.03524796441,0.014925,-4,<= -4 dB,0,0 dB,0.01,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,45,46,5.451298416e-05,NaN,NaN,true
amplitude_ratio,beta_0p8,0.8,0.8,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,-4,1,0.55,0.41,0.1042256721,0.1044275445,0.054425,NaN,NaN,NaN,NaN,0.45,0.554,0.3910038363,-0.246,0.364,66.6,86.90477547,-66.6,66.6,1,0.09,19,67,2.379470565e-06,4925.118438,8.046031269,true
amplitude_ratio,beta_0p8,0.8,0.8,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,0,1,0.58,0.2,0.1037882891,0.08373880423,0.0759,NaN,NaN,NaN,NaN,0.42,0.302,0.2345122598,-0.498,0.52,1.8,17.90977387,-1.8,1.8,1,0.02,12,37.5,9.376914829e-07,1876.879592,3.201844299,true
amplitude_ratio,beta_0p8,0.8,0.8,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,4,1,0.43,0.07,0.1191519542,0.09418575084,0.09345,NaN,NaN,NaN,NaN,0.57,0.219,0.1254551713,-0.581,0.581,0,0,0,0,1,0,8,13.5,3.022761174e-07,2006.95556,1.27534864,true
amplitude_ratio,beta_0p8,0.8,0.8,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,8,1,0.33,0.03,0.1327799502,0.09258167965,0.10925,NaN,NaN,NaN,NaN,0.67,0.17,0.1004987562,-0.63,0.63,0,0,0,0,1,0,8,12,1.129885679e-07,2157.647321,0.5077612363,true
amplitude_ratio,beta_0p5,0.5,0.5,0,1,center_real,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p5,0.5,0.5,0,1,center_real,28,38,10,0.2637754449,8,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p5,0.5,0.5,0,1,min_den_fb,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p5,0.5,0.5,0,1,min_den_fb,28,38,10,0.2637754449,8,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p5,0.5,0.5,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,0.84,0.41,0.06017764435,0.0636989822,0.044225,4,4 dB,NaN,NaN,0.16,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,166.5,172,0.0004868263268,NaN,NaN,true
amplitude_ratio,beta_0p5,0.5,0.5,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,0.92,0.64,0.05252605184,0.04238466907,0.043725,4,4 dB,NaN,NaN,0.08,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,164,169,0.000487668466,NaN,NaN,true
amplitude_ratio,beta_0p5,0.5,0.5,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,-4,1,0.51,0.17,0.1218039292,0.1059194021,0.082425,NaN,NaN,NaN,NaN,0.49,0.615,0.6431757147,0.115,0.483,27,64.27285586,-27,27,1,0.23,21,78,2.340989732e-06,2791.736096,5.596454172,true
amplitude_ratio,beta_0p5,0.5,0.5,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,0,1,0.34,0.03,0.1305859272,0.1226816796,0.09455,NaN,NaN,NaN,NaN,0.66,0.15,0.05744562647,-0.35,0.35,0,0,0,0,1,0,12,30,8.345199756e-07,1535.505871,2.228185125,true
amplitude_ratio,beta_0p5,0.5,0.5,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,4,1,0.14,0.02,0.1549387045,0.1484245551,0.11505,NaN,NaN,NaN,NaN,0.86,0.135,0.04769696007,-0.365,0.365,0,0,0,0,1,0,9,18.5,3.121534628e-07,1574.035838,0.8854974511,true
amplitude_ratio,beta_0p5,0.5,0.5,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,8,1,0.12,0.01,0.1442063488,0.1358010818,0.111125,NaN,NaN,NaN,NaN,0.88,0.127,0.04439594576,-0.373,0.373,0,0,0,0,1,0,8,12,1.474239271e-07,1594.180628,0.3527066004,true
amplitude_ratio,beta_0p3,0.3,0.3,0,1,center_real,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p3,0.3,0.3,0,1,center_real,28,38,10,0.2637754449,8,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p3,0.3,0.3,0,1,min_den_fb,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p3,0.3,0.3,0,1,min_den_fb,28,38,10,0.2637754449,8,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p3,0.3,0.3,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,0.54,0,0.08023518849,0.05870203559,0.071,NaN,NaN,NaN,NaN,0.46,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,267,267,0.001259406927,NaN,NaN,true
amplitude_ratio,beta_0p3,0.3,0.3,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,0.53,0,0.0778537618,0.05467557286,0.0717,NaN,NaN,NaN,NaN,0.47,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,267,267,0.001276245418,NaN,NaN,true
amplitude_ratio,beta_0p3,0.3,0.3,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,-4,1,0.42,0.21,0.106342325,0.09957754449,0.0639,NaN,NaN,NaN,NaN,0.58,0.541,0.5849948718,0.241,0.427,34.2,70.61416289,-34.2,34.2,1,0.2,23.5,67.5,2.362310679e-06,2210.297451,4.215887294,true
amplitude_ratio,beta_0p3,0.3,0.3,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,0,1,0.71,0.45,0.07918866402,0.08244491101,0.04675,NaN,NaN,NaN,NaN,0.29,0.173,0.2009253593,-0.127,0.205,0,0,0,0,1,0.01,15,33.5,8.614178506e-07,1155.914868,1.678435805,true
amplitude_ratio,beta_0p3,0.3,0.3,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,4,1,0.59,0.21,0.08815760776,0.09481533093,0.057675,NaN,NaN,NaN,NaN,0.41,0.148,0.1609223415,-0.152,0.2,0,0,0,0,1,0,12,20,3.2340695e-07,1186.251309,0.6688197645,true
amplitude_ratio,beta_0p3,0.3,0.3,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,8,1,0.64,0.26,0.08008384034,0.08584287542,0.05185,NaN,NaN,NaN,NaN,0.36,0.122,0.0575847202,-0.178,0.178,0,0,0,0,1,0,10,14,1.263467818e-07,1209.043483,0.2656952029,true
amplitude_ratio,beta_0p1,0.1,0.1,0,1,center_real,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p1,0.1,0.1,0,1,center_real,28,38,10,0.2637754449,8,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p1,0.1,0.1,0,1,min_den_fb,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p1,0.1,0.1,0,1,min_den_fb,28,38,10,0.2637754449,8,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
amplitude_ratio,beta_0p1,0.1,0.1,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,0,0,0.1194014202,0.08438975806,0.1076,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,400,419,0.00290773358,NaN,NaN,true
amplitude_ratio,beta_0p1,0.1,0.1,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,0,0,0.1117882306,0.04433466907,0.10795,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,400,405.5,0.0029326185,NaN,NaN,true
amplitude_ratio,beta_0p1,0.1,0.1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,-4,1,0.43,0.18,0.09261165351,0.1097622136,0.058775,NaN,NaN,NaN,NaN,0.57,0.336,0.3456935059,0.236,0.236,32.4,69.15374176,-32.4,32.4,1,0.04,24,88,2.690272026e-06,1028.188143,3.0279537,true
amplitude_ratio,beta_0p1,0.1,0.1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,0,1,0.41,0.23,0.08713094261,0.1195356869,0.050675,NaN,NaN,NaN,NaN,0.59,0.156,0.1505456741,0.056,0.056,1.8,17.90977387,-1.8,1.8,1,0.01,18,39.5,9.00385363e-07,835.6048019,1.20769234,true
amplitude_ratio,beta_0p1,0.1,0.1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,4,1,0.47,0.32,0.0801416498,0.1100591602,0.0444,NaN,NaN,NaN,NaN,0.53,0.135,0.05172040216,0.035,0.035,0,0,0,0,1,0,13.5,21,2.992786644e-07,846.4012966,0.4791523559,true
amplitude_ratio,beta_0p1,0.1,0.1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,8,1,0.5,0.27,0.07870232378,0.1061887403,0.045425,NaN,NaN,NaN,NaN,0.5,0.124,0.0512249939,0.024,0.024,0,0,0,0,1,0,12,19.5,1.877316927e-07,862.4691681,0.1909241527,true
phase_offset,phase_0,0,1,0,1,center_real,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
phase_offset,phase_0,0,1,0,1,center_real,28,38,10,0.2637754449,8,0.01,0,0,1.346619647,1.776224555,1.012245551,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
phase_offset,phase_0,0,1,0,1,min_den_fb,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
phase_offset,phase_0,0,1,0,1,min_den_fb,28,38,10,0.2637754449,8,0.01,0,0,1.346619647,1.776224555,1.012245551,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
phase_offset,phase_0,0,1,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,0.97,0.93,0.03423235265,0.05135407119,0.000875,-4,<= -4 dB,-4,<= -4 dB,0.03,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,6,1.013301403e-06,NaN,NaN,false
phase_offset,phase_0,0,1,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,1,1,0.01508083228,0.02533880423,0,-4,<= -4 dB,-4,<= -4 dB,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,1,1.215837316e-07,NaN,NaN,false
phase_offset,phase_0,0,1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,-4,1,0.48,0.32,0.1247793025,0.1161255089,0.076825,NaN,NaN,NaN,NaN,0.52,0.657,0.5036377667,-0.343,0.537,41.4,75.74985149,-41.4,41.4,1,0,15,72,2.303998996e-06,5078.352225,9.943422449,false
phase_offset,phase_0,0,1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,0,1,0.28,0.14,0.1454207304,0.1083837152,0.1131,NaN,NaN,NaN,NaN,0.72,0.268,0.2248910847,-0.732,0.74,0,0,0,0,1,0,9.5,35.5,8.730428545e-07,2387.289817,3.95680986,false
phase_offset,phase_0,0,1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,4,1,0.28,0.15,0.1557177116,0.1202316796,0.122575,NaN,NaN,NaN,NaN,0.72,0.236,0.1578100124,-0.764,0.764,1.8,17.90977387,-1.8,1.8,1,0,6,15,3.068565189e-07,2465.467996,1.573381029,false
phase_offset,phase_0,0,1,0,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,8,1,0.21,0.12,0.1754838118,0.1454520996,0.137875,NaN,NaN,NaN,NaN,0.79,0.236,0.1682379268,-0.764,0.764,0,0,0,0,1,0,6,14,1.184696602e-07,2466.491387,0.6266925561,false
phase_offset,phase_30,30,1,30,1,center_real,28,38,10,0.2637754449,-4,0.01,0,0,1.615039818,2.151224555,1.204745551,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_30,30,1,30,1,center_real,28,38,10,0.2637754449,8,0.15,0.14,0.07,0.06134461033,0.09360538561,0.02164970338,NaN,NaN,NaN,NaN,0.86,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_30,30,1,30,1,min_den_fb,28,38,10,0.2637754449,-4,0.01,0,0,1.615039818,2.151224555,1.204745551,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_30,30,1,30,1,min_den_fb,28,38,10,0.2637754449,8,0.15,0.14,0.07,0.06134461033,0.09360538561,0.02164970338,NaN,NaN,NaN,NaN,0.86,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_30,30,1,30,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,0.99,0.88,0.04096298922,0.0665244911,0.0004,-4,<= -4 dB,0,0 dB,0.01,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,3,9.263886534e-07,NaN,NaN,true
phase_offset,phase_30,30,1,30,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,1,1,0.01702048557,0.02858575084,0,-4,<= -4 dB,0,0 dB,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,1,1.253155341e-07,NaN,NaN,true
phase_offset,phase_30,30,1,30,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,-4,1,0.43,0.31,0.1352472492,0.1277,0.0811,NaN,NaN,NaN,NaN,0.57,0.664,0.5554313639,-0.336,0.58,43.2,76.87496341,13.2,58.8,1,0,2475,2501.5,0.0003122291408,4827.660132,9.30695671,true
phase_offset,phase_30,30,1,30,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,0,1,0.21,0.09,0.1633934804,0.1331061707,0.12865,NaN,NaN,NaN,NaN,0.79,0.233,0.2005268062,-0.767,0.771,0,0,-30,30,1,0,2472,2490,0.0003120915382,2328.617966,3.708530224,true
phase_offset,phase_30,30,1,30,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,4,1,0.18,0.11,0.1727265342,0.1375786263,0.140525,NaN,NaN,NaN,NaN,0.82,0.204,0.1666853323,-0.796,0.8,0,0,-30,30,1,0,2469,2486,0.0003119465446,2405.246263,1.490743322,true
phase_offset,phase_30,30,1,30,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,8,1,0.2,0.08,0.1914686326,0.1650765907,0.147375,NaN,NaN,NaN,NaN,0.8,0.229,0.1626622267,-0.771,0.771,0,0,-30,30,1,0,2468,2478.5,0.0003118559251,2323.208331,0.6039411171,true
phase_offset,phase_60,60,1,60,1,center_real,28,38,10,0.2637754449,-4,0.01,0,0,0.5027566102,0.5812245551,0.4102544493,8,8 dB,8,8 dB,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_60,60,1,60,1,center_real,28,38,10,0.2637754449,8,1,1,1,0.02619342261,0.03542544493,0.01453517797,8,8 dB,8,8 dB,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_60,60,1,60,1,min_den_fb,28,38,10,0.2637754449,-4,0.01,0,0,0.5062420791,0.5862245551,0.4127544493,8,8 dB,8,8 dB,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_60,60,1,60,1,min_den_fb,28,38,10,0.2637754449,8,1,1,1,0.02616321319,0.03537544493,0.01451017797,8,8 dB,8,8 dB,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_60,60,1,60,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,0.99,0.92,0.03587282226,0.05395,0.000575,-4,<= -4 dB,-4,<= -4 dB,0.01,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,1,8.008970763e-07,NaN,NaN,true
phase_offset,phase_60,60,1,60,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,1,1,0.01670122339,0.02617754449,0,-4,<= -4 dB,-4,<= -4 dB,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,1,3.799592802e-07,NaN,NaN,true
phase_offset,phase_60,60,1,60,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,-4,1,0.32,0.24,0.1463889852,0.1355826335,0.094725,NaN,NaN,NaN,NaN,0.68,0.707,0.548863371,-0.293,0.559,75.6,88.84053129,15.6,85.2,1,0,8128,8151,0.001436824221,8485.092348,7.555835693,true
phase_offset,phase_60,60,1,60,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,0,1,0.45,0.32,0.1385619254,0.1130653309,0.0921,NaN,NaN,NaN,NaN,0.55,0.439,0.3864957956,-0.561,0.619,14.4,48.83277588,-45.6,64.8,1,0,8121,8142.5,0.001440652545,1951.413867,3.047945772,true
phase_offset,phase_60,60,1,60,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,4,1,0.4,0.27,0.1514995968,0.1205316796,0.106375,NaN,NaN,NaN,NaN,0.6,0.414,0.3733684507,-0.586,0.646,7.2,35.2726523,-52.8,62.4,1,0,8121,8132,0.001442035698,1899.423777,1.257120316,true
phase_offset,phase_60,60,1,60,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,8,1,0.45,0.27,0.1639150657,0.1341326974,0.1165,NaN,NaN,NaN,NaN,0.55,0.383,0.3464260383,-0.617,0.659,7.2,35.2726523,-52.8,62.4,1,0,8124,8130,0.001442638259,2412.535851,0.5447136437,true
phase_offset,phase_90,90,1,90,1,center_real,28,38,10,0.2637754449,-4,0.11,0.08,0.06,0.07858133933,0.06648421225,0.04974959552,0,0 dB,4,4 dB,0.92,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_90,90,1,90,1,center_real,28,38,10,0.2637754449,8,1,1,1,0.01332943066,0.01934484705,0.005655978853,0,0 dB,4,4 dB,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_90,90,1,90,1,min_den_fb,28,38,10,0.2637754449,-4,0.11,0.08,0.06,0.07847531716,0.0660296668,0.04997686824,0,0 dB,4,4 dB,0.92,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_90,90,1,90,1,min_den_fb,28,38,10,0.2637754449,8,1,1,1,0.01333899287,0.01924382925,0.005680978853,0,0 dB,4,4 dB,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
phase_offset,phase_90,90,1,90,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,1,0.97,0.03363485867,0.05694592881,0.000875,-4,<= -4 dB,-4,<= -4 dB,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,5,1.231555626e-06,NaN,NaN,true
phase_offset,phase_90,90,1,90,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,1,1,0.0169541004,0.02686940211,0,-4,<= -4 dB,-4,<= -4 dB,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,1,3.868450291e-07,NaN,NaN,true
phase_offset,phase_90,90,1,90,1,covfit_rank1_complex_gain_grid,28,38,10,0.2637754449,-4,1,0.4,0.29,0.1417534736,0.1394775445,0.0871,NaN,NaN,NaN,NaN,0.6,0.98,0.613025285,-0.02,0.546,70.2,87.79498847,-19.8,90,1,0,18385.5,18404.5,0.004266634202,3261.218129,5.160846917,true
