scenario_name,snr_db,mc,target_count,beta,rho,phase,pair_sep,true_az1,true_az2,true_el1,true_el2,coarse_peak_count,coarseAz,coarseEl,selectedCenterAz,selectedCenterColumn,center_error_to_pair_center,center_error_to_strong_target,delta_theta1,delta_theta2,target1_inside_R15,target2_inside_R15,both_inside_R15,target1_inside_R20,target2_inside_R20,both_inside_R20,rangeIdx,dopplerIdx,cfar_detected_flag,cfarCount,cfarBestMetric,two_coarse_peaks_out_of_scope,route_used,confidence_flag,success,false_high,boundary_missed,low_confidence,boundary_unreliable,center_selection_success,runtime_sec,executed_level2_music,executed_refocus,executed_level2_rank1,executed_2dmusic,executed_pair_local,enhance_thetaCenter_deg,enhance_elAssumed_deg,weak_target_truth_flag,anti_phase_truth_flag,large_el_truth_flag
single_target_sanity,16,24,1,1,NaN,0,NaN,0,NaN,0,NaN,1,-0.000193190303542058,0.001352128652302,0,1,0,0,0,NaN,1,1,1,1,1,1,48,12,1,21,32669.0115012718,0,level2_rank1_fallback,medium,1,0,0,0,0,1,0.0509391,1,1,1,0,0,0,0.001352128652302,0,0,0
single_target_sanity,16,25,1,1,NaN,0,NaN,0,NaN,0,NaN,1,-0.000542226320453753,-2.1581279462116e-05,0,1,0,0,0,NaN,1,1,1,1,1,1,48,12,1,19,32637.9016635231,0,level2_rank1_fallback,medium,1,0,0,0,0,1,0.0498095,1,1,1,0,0,0,-2.1581279462116e-05,0,0,0
single_target_sanity,16,26,1,1,NaN,0,NaN,0,NaN,0,NaN,1,0.000243022394160694,0.000822280971384944,0,1,0,0,0,NaN,1,1,1,1,1,1,48,12,1,22,32704.2293618309,0,level2_rank1_fallback,medium,1,0,0,0,0,1,0.0490244,1,1,1,0,0,0,0.000822280971384944,0,0,0
single_target_sanity,16,27,1,1,NaN,0,NaN,0,NaN,0,NaN,1,0.00135869538367067,-0.000341495625147944,0,1,0,0,0,NaN,1,1,1,1,1,1,48,12,1,20,32833.9158456805,0,low_confidence,low,1,0,0,1,0,1,0.2913877,1,1,1,1,0,0,-0.000341495625147944,0,0,0
single_target_sanity,16,28,1,1,NaN,0,NaN,0,NaN,0,NaN,1,0.000184210563629629,-0.0022380249157163,0,1,0,0,0,NaN,1,1,1,1,1,1,48,12,1,19,32699.2513996624,0,low_confidence,low,1,0,0,1,0,1,0.28571,1,1,1,1,0,0,-0.0022380249157163,0,0,0
single_target_sanity,16,29,1,1,NaN,0,NaN,0,NaN,0,NaN,1,-0.000340752462750939,-0.000846873801018762,0,1,0,0,0,NaN,1,1,1,1,1,1,48,12,1,19,32675.8828588929,0,low_confidence,low,1,0,0,1,0,1,0.2983935,1,1,1,1,0,0,-0.000846873801018762,0,0,0
single_target_sanity,16,30,1,1,NaN,0,NaN,0,NaN,0,NaN,1,0.000129770649626648,0.000458395877079343,0,1,0,0,0,NaN,1,1,1,1,1,1,48,12,1,23,32721.1030153001,0,low_confidence,low,1,0,0,1,0,1,0.2878007,1,1,1,1,0,0,0.000458395877079343,0,0,0
close_coherent_pair,8,1,2,1,1,0,0.263775444933353,-0.600637722466676,-0.336862277533324,0,0,1,-0.466232572925792,0.00577425481087514,0,1,0.46875,0.600637722466672,-0.600637722466672,-0.336862277533328,1,1,1,1,1,1,48,12,1,12,129462.099265906,0,level2_rank1_fallback,medium,1,0,0,0,0,1,0.0421441,1,1,1,0,0,0,0.00577425481087514,0,0,0
close_coherent_pair,8,2,2,1,1,0,0.263775444933353,-0.600637722466676,-0.336862277533324,0,0,1,-0.465960258730371,-0.00470729903244346,0,1,0.46875,0.600637722466672,-0.600637722466672,-0.336862277533328,1,1,1,1,1,1,48,12,1,12,129612.518055865,0,level2_rank1_fallback,medium,1,0,0,0,0,1,0.045774,1,1,1,0,0,0,-0.00470729903244346,0,0,0
close_coherent_pair,8,3,2,1,1,0,0.263775444933353,-0.600637722466676,-0.336862277533324,0,0,1,-0.468974902556426,-0.000283336059867972,0,1,0.46875,0.600637722466672,-0.600637722466672,-0.336862277533328,1,1,1,1,1,1,48,12,1,12,130088.264297782,0,low_confidence,low,0,0,0,1,0,1,0.3030291,1,1,1,1,0,0,-0.000283336059867972,0,0,0
