total_trials,old_callable,route_agreement_rate,status_agreement_rate,confidence_agreement_rate,success_gap_new_minus_old,false_high_gap_new_minus_old,boundary_missed_gap_new_minus_old,mean_az_diff_when_both_success,mean_el_diff_when_both_success
120,0,0,0,0,0.0833333333333333,0.025,0,NaN,NaN
