obs_id,chunk_id,total_chunks,run_tag,scenario_name,center_az,trial_id,quant_mode,stage_name,elapsed_sec,num_candidates,num_topK,score_lanes_assumed,comment
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,,build_step11_input,0.0109027,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,,build_candidate_score_pack,1.2037872,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_large_el_pair_t0020,110,120,formal_tps30,large_el_pair,0,20,,build_step11_input,0.006786,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_large_el_pair_t0020,110,120,formal_tps30,large_el_pair,0,20,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_large_el_pair_t0020,110,120,formal_tps30,large_el_pair,0,20,,build_candidate_score_pack,1.0651642,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_strong_coherent_t0020,110,120,formal_tps30,strong_coherent,4,20,,build_step11_input,0.0071362,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_strong_coherent_t0020,110,120,formal_tps30,strong_coherent,4,20,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_strong_coherent_t0020,110,120,formal_tps30,strong_coherent,4,20,,build_candidate_score_pack,1.0152593,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_near_tie_close_sep_t0020,110,120,formal_tps30,near_tie_close_sep,4,20,,build_step11_input,0.0073505,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_near_tie_close_sep_t0020,110,120,formal_tps30,near_tie_close_sep,4,20,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_near_tie_close_sep_t0020,110,120,formal_tps30,near_tie_close_sep,4,20,,build_candidate_score_pack,1.3969386,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_low_margin_score_gap_t0020,110,120,formal_tps30,low_margin_score_gap,4,20,,build_step11_input,0.0088324,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_low_margin_score_gap_t0020,110,120,formal_tps30,low_margin_score_gap,4,20,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_low_margin_score_gap_t0020,110,120,formal_tps30,low_margin_score_gap,4,20,,build_candidate_score_pack,1.219026,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,8,20,,build_step11_input,0.007512,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,8,20,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,8,20,,build_candidate_score_pack,1.0658213,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_large_el_pair_t0020,110,120,formal_tps30,large_el_pair,8,20,,build_step11_input,0.0068088,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_large_el_pair_t0020,110,120,formal_tps30,large_el_pair,8,20,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_large_el_pair_t0020,110,120,formal_tps30,large_el_pair,8,20,,build_candidate_score_pack,1.325726,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_strong_coherent_t0020,110,120,formal_tps30,strong_coherent,15,20,,build_step11_input,0.0084122,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_strong_coherent_t0020,110,120,formal_tps30,strong_coherent,15,20,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_strong_coherent_t0020,110,120,formal_tps30,strong_coherent,15,20,,build_candidate_score_pack,1.3009624,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_near_tie_close_sep_t0020,110,120,formal_tps30,near_tie_close_sep,15,20,,build_step11_input,0.0075294,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_near_tie_close_sep_t0020,110,120,formal_tps30,near_tie_close_sep,15,20,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_near_tie_close_sep_t0020,110,120,formal_tps30,near_tie_close_sep,15,20,,build_candidate_score_pack,1.1008602,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_low_margin_score_gap_t0020,110,120,formal_tps30,low_margin_score_gap,15,20,,build_step11_input,0.0068427,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_low_margin_score_gap_t0020,110,120,formal_tps30,low_margin_score_gap,15,20,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_low_margin_score_gap_t0020,110,120,formal_tps30,low_margin_score_gap,15,20,,build_candidate_score_pack,1.1761003,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,double_baseline,score_recompute,0.5943793,7353,10,NaN,Step12 quantized score recompute
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,double_baseline,ranking_compare,0.2744209,7353,10,NaN,ranking and topK comparison
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,float32_all,score_recompute,0.505054,7353,10,NaN,Step12 quantized score recompute
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,float32_all,ranking_compare,0.2473972,7353,10,NaN,ranking and topK comparison
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,combined_int16,score_recompute,0.4742362,7353,10,NaN,Step12 quantized score recompute
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,combined_int16,ranking_compare,0.2100946,7353,10,NaN,ranking and topK comparison
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,combined_int18,score_recompute,0.4225746,7353,10,NaN,Step12 quantized score recompute
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,combined_int18,ranking_compare,0.2113294,7353,10,NaN,ranking and topK comparison
cp00p00_weak_secondary_t0020,110,120,formal_tps30,weak_secondary,0,20,combined_int24,score_recompute,0.430524,7353,10,NaN,Step12 quantized score recompute
