obs_id,chunk_id,total_chunks,run_tag,scenario_name,center_az,trial_id,quant_mode,stage_name,elapsed_sec,num_candidates,num_topK,score_lanes_assumed,comment
cp00p00_strong_coherent_t0014,44,120,formal_tps30,strong_coherent,0,14,,build_step11_input,0.0090848,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_strong_coherent_t0014,44,120,formal_tps30,strong_coherent,0,14,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_strong_coherent_t0014,44,120,formal_tps30,strong_coherent,0,14,,build_candidate_score_pack,0.8784655,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_near_tie_close_sep_t0014,44,120,formal_tps30,near_tie_close_sep,0,14,,build_step11_input,0.0063839,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_near_tie_close_sep_t0014,44,120,formal_tps30,near_tie_close_sep,0,14,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_near_tie_close_sep_t0014,44,120,formal_tps30,near_tie_close_sep,0,14,,build_candidate_score_pack,0.8772369,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_low_margin_score_gap_t0014,44,120,formal_tps30,low_margin_score_gap,0,14,,build_step11_input,0.0062339,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_low_margin_score_gap_t0014,44,120,formal_tps30,low_margin_score_gap,0,14,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_low_margin_score_gap_t0014,44,120,formal_tps30,low_margin_score_gap,0,14,,build_candidate_score_pack,1.0566735,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_weak_secondary_t0014,44,120,formal_tps30,weak_secondary,4,14,,build_step11_input,0.0067331,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_weak_secondary_t0014,44,120,formal_tps30,weak_secondary,4,14,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_weak_secondary_t0014,44,120,formal_tps30,weak_secondary,4,14,,build_candidate_score_pack,1.0366827,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_large_el_pair_t0014,44,120,formal_tps30,large_el_pair,4,14,,build_step11_input,0.0064145,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_large_el_pair_t0014,44,120,formal_tps30,large_el_pair,4,14,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_large_el_pair_t0014,44,120,formal_tps30,large_el_pair,4,14,,build_candidate_score_pack,0.9965285,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_strong_coherent_t0014,44,120,formal_tps30,strong_coherent,8,14,,build_step11_input,0.0067821,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_strong_coherent_t0014,44,120,formal_tps30,strong_coherent,8,14,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_strong_coherent_t0014,44,120,formal_tps30,strong_coherent,8,14,,build_candidate_score_pack,0.8543048,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_near_tie_close_sep_t0014,44,120,formal_tps30,near_tie_close_sep,8,14,,build_step11_input,0.0068827,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_near_tie_close_sep_t0014,44,120,formal_tps30,near_tie_close_sep,8,14,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_near_tie_close_sep_t0014,44,120,formal_tps30,near_tie_close_sep,8,14,,build_candidate_score_pack,0.9659847,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_low_margin_score_gap_t0014,44,120,formal_tps30,low_margin_score_gap,8,14,,build_step11_input,0.0057872,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_low_margin_score_gap_t0014,44,120,formal_tps30,low_margin_score_gap,8,14,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_low_margin_score_gap_t0014,44,120,formal_tps30,low_margin_score_gap,8,14,,build_candidate_score_pack,0.9152123,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_weak_secondary_t0014,44,120,formal_tps30,weak_secondary,15,14,,build_step11_input,0.0079765,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_weak_secondary_t0014,44,120,formal_tps30,weak_secondary,15,14,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_weak_secondary_t0014,44,120,formal_tps30,weak_secondary,15,14,,build_candidate_score_pack,0.8427163,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_large_el_pair_t0014,44,120,formal_tps30,large_el_pair,15,14,,build_step11_input,0.0062096,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_large_el_pair_t0014,44,120,formal_tps30,large_el_pair,15,14,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_large_el_pair_t0014,44,120,formal_tps30,large_el_pair,15,14,,build_candidate_score_pack,0.9008208,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_strong_coherent_t0014,44,120,formal_tps30,strong_coherent,0,14,double_baseline,score_recompute,0.3720256,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0014,44,120,formal_tps30,strong_coherent,0,14,double_baseline,ranking_compare,0.1823001,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0014,44,120,formal_tps30,strong_coherent,0,14,float32_all,score_recompute,0.3409938,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0014,44,120,formal_tps30,strong_coherent,0,14,float32_all,ranking_compare,0.1643801,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0014,44,120,formal_tps30,strong_coherent,0,14,combined_int16,score_recompute,0.3295818,7353,10,NaN,Step12 quantized score recompute
