stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,27.8052831,0.34756603875,0.4238707,0.5384768,80
ranking_compare,14.470314,0.180878925,0.2281579,0.3234507,80
build_candidate_score_pack,9.324626,0.9324626,1.0566735,1.0566735,10
build_step11_input,0.0684883,0.00684883,0.0090848,0.0090848,10
run_step11_backend,0,0,0,0,10
