stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,25.9454101,0.32431762625,0.3596728,0.3727356,80
ranking_compare,13.3576847,0.16697105875,0.1868359,0.2059377,80
build_candidate_score_pack,8.4379026,0.84379026,0.9063836,0.9063836,10
build_step11_input,0.0674004,0.00674004,0.0103825,0.0103825,10
run_step11_backend,0,0,0,0,10
