obs_id,chunk_id,total_chunks,run_tag,scenario_name,center_az,trial_id,quant_mode,stage_name,elapsed_sec,num_candidates,num_topK,score_lanes_assumed,comment
cp00p00_strong_coherent_t0013,43,120,formal_tps30,strong_coherent,0,13,,build_step11_input,0.0118,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_strong_coherent_t0013,43,120,formal_tps30,strong_coherent,0,13,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_strong_coherent_t0013,43,120,formal_tps30,strong_coherent,0,13,,build_candidate_score_pack,0.8663192,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_near_tie_close_sep_t0013,43,120,formal_tps30,near_tie_close_sep,0,13,,build_step11_input,0.0059903,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_near_tie_close_sep_t0013,43,120,formal_tps30,near_tie_close_sep,0,13,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_near_tie_close_sep_t0013,43,120,formal_tps30,near_tie_close_sep,0,13,,build_candidate_score_pack,0.9504773,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_low_margin_score_gap_t0013,43,120,formal_tps30,low_margin_score_gap,0,13,,build_step11_input,0.0062127,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_low_margin_score_gap_t0013,43,120,formal_tps30,low_margin_score_gap,0,13,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_low_margin_score_gap_t0013,43,120,formal_tps30,low_margin_score_gap,0,13,,build_candidate_score_pack,0.8495256,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_weak_secondary_t0013,43,120,formal_tps30,weak_secondary,4,13,,build_step11_input,0.0073932,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_weak_secondary_t0013,43,120,formal_tps30,weak_secondary,4,13,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_weak_secondary_t0013,43,120,formal_tps30,weak_secondary,4,13,,build_candidate_score_pack,1.0495153,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_large_el_pair_t0013,43,120,formal_tps30,large_el_pair,4,13,,build_step11_input,0.0085351,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_large_el_pair_t0013,43,120,formal_tps30,large_el_pair,4,13,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_large_el_pair_t0013,43,120,formal_tps30,large_el_pair,4,13,,build_candidate_score_pack,0.8835533,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_strong_coherent_t0013,43,120,formal_tps30,strong_coherent,8,13,,build_step11_input,0.0058599,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_strong_coherent_t0013,43,120,formal_tps30,strong_coherent,8,13,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_strong_coherent_t0013,43,120,formal_tps30,strong_coherent,8,13,,build_candidate_score_pack,0.8312653,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_near_tie_close_sep_t0013,43,120,formal_tps30,near_tie_close_sep,8,13,,build_step11_input,0.0065612,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_near_tie_close_sep_t0013,43,120,formal_tps30,near_tie_close_sep,8,13,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_near_tie_close_sep_t0013,43,120,formal_tps30,near_tie_close_sep,8,13,,build_candidate_score_pack,0.9036423,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_low_margin_score_gap_t0013,43,120,formal_tps30,low_margin_score_gap,8,13,,build_step11_input,0.0063844,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_low_margin_score_gap_t0013,43,120,formal_tps30,low_margin_score_gap,8,13,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_low_margin_score_gap_t0013,43,120,formal_tps30,low_margin_score_gap,8,13,,build_candidate_score_pack,1.0096484,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_weak_secondary_t0013,43,120,formal_tps30,weak_secondary,15,13,,build_step11_input,0.0080375,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_weak_secondary_t0013,43,120,formal_tps30,weak_secondary,15,13,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_weak_secondary_t0013,43,120,formal_tps30,weak_secondary,15,13,,build_candidate_score_pack,0.8893474,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_large_el_pair_t0013,43,120,formal_tps30,large_el_pair,15,13,,build_step11_input,0.0059438,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_large_el_pair_t0013,43,120,formal_tps30,large_el_pair,15,13,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_large_el_pair_t0013,43,120,formal_tps30,large_el_pair,15,13,,build_candidate_score_pack,0.8164182,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_strong_coherent_t0013,43,120,formal_tps30,strong_coherent,0,13,double_baseline,score_recompute,0.3692083,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0013,43,120,formal_tps30,strong_coherent,0,13,double_baseline,ranking_compare,0.17268,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0013,43,120,formal_tps30,strong_coherent,0,13,float32_all,score_recompute,0.3425721,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0013,43,120,formal_tps30,strong_coherent,0,13,float32_all,ranking_compare,0.1668021,7353,10,NaN,ranking and topK comparison
