stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,27.0384487,0.33798060875,0.3892477,0.4806126,80
ranking_compare,13.7808748,0.172260935,0.1973924,0.2152469,80
build_candidate_score_pack,9.0497123,0.90497123,1.0495153,1.0495153,10
build_step11_input,0.0727181,0.00727181,0.0118,0.0118,10
run_step11_backend,0,0,0,0,10
