route_name,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_count,tol_success_count,tol_success_count_rel,raw_success_rate,tol_success_rate,tol_success_rate_rel,rmse_deg,rmse_valid_count,mean_num_peaks,snr90_db,snr90_rel_db,lambda2_proto6_array,lambda2_proto6_beam,lambda2_proto8_array,lambda2_proto8_beam,root_dist_proto6_array,root_dist_proto6_beam,root_dist_proto8_array,root_dist_proto8_beam,cond_number_complex,cond_number_real,max_imag_part_rel
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,22,200,200,200,1.000000,1.000000,1.000000,0.014874,200,2.000000,14.000000,14.000000,14.688831,15.396332,14.688831,1164.018478,0.001441,0.001378,0.001441,0.031998,1.128220e+04,1.128220e+04,4.796375e-17
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,24,200,200,200,1.000000,1.000000,1.000000,0.012404,200,2.000000,14.000000,14.000000,22.771042,23.887209,22.771042,1298.270591,0.001182,0.001134,0.001182,0.031997,1.798178e+04,1.798178e+04,4.782178e-17
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,26,200,200,200,1.000000,1.000000,1.000000,0.009368,200,2.000000,14.000000,14.000000,35.595587,37.341361,35.595587,1400.531858,0.000935,0.000899,0.000935,0.031997,2.845982e+04,2.845982e+04,4.766374e-17
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,28,200,200,200,1.000000,1.000000,1.000000,0.007486,200,2.000000,14.000000,14.000000,56.043444,58.780075,56.043444,1472.199999,0.000739,0.000711,0.000739,0.031997,4.511904e+04,4.511904e+04,4.782449e-17
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,14,200,126,107,1.000000,0.630000,0.535000,0.083101,200,2.000000,16.000000,18.000000,2.116900,2.220000,2.116900,533.648789,0.006066,0.005758,0.006066,0.030058,1.792596e+03,1.792596e+03,4.741290e-17
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,16,200,189,173,1.000000,0.945000,0.865000,0.052519,200,2.000000,16.000000,18.000000,2.839577,2.974723,2.839577,762.548864,0.004441,0.004224,0.004441,0.030053,2.845166e+03,2.845166e+03,4.742754e-17
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,18,200,198,196,1.000000,0.990000,0.980000,0.035905,200,2.000000,16.000000,18.000000,4.014077,4.207437,4.014077,1042.411972,0.003369,0.003226,0.003369,0.030049,4.524113e+03,4.524113e+03,4.732756e-17
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,20,200,200,199,1.000000,1.000000,0.995000,0.025967,200,2.000000,16.000000,18.000000,5.891411,6.179122,5.891411,1355.000730,0.002519,0.002409,0.002519,0.030049,7.145977e+03,7.145977e+03,4.781907e-17
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,22,200,200,200,1.000000,1.000000,1.000000,0.019685,200,2.000000,16.000000,18.000000,8.844173,9.268840,8.844173,1672.728669,0.002003,0.001920,0.002003,0.030048,1.132740e+04,1.132740e+04,4.766872e-17
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,24,200,200,200,1.000000,1.000000,1.000000,0.016116,200,2.000000,16.000000,18.000000,13.518539,14.162609,13.518539,1964.487134,0.001577,0.001513,0.001577,0.030048,1.790142e+04,1.790142e+04,4.779286e-17
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,26,200,200,200,1.000000,1.000000,1.000000,0.013490,200,2.000000,16.000000,18.000000,20.917539,21.919997,20.917539,2208.175080,0.001228,0.001177,0.001228,0.030047,2.846924e+04,2.846924e+04,4.760460e-17
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,28,200,200,200,1.000000,1.000000,1.000000,0.009568,200,2.000000,16.000000,18.000000,32.579066,34.132540,32.579066,2395.245676,0.000943,0.000905,0.000943,0.030047,4.491544e+04,4.491544e+04,4.759405e-17
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,14,200,31,12,1.000000,0.155000,0.060000,0.118940,200,2.000000,20.000000,20.000000,1.637560,1.715768,1.637560,574.693427,0.009021,0.008567,0.009021,0.034315,1.796375e+03,1.796375e+03,4.691934e-17
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,16,200,116,72,1.000000,0.580000,0.360000,0.080897,200,2.000000,20.000000,20.000000,2.099846,2.201038,2.099846,847.177026,0.006348,0.006055,0.006348,0.034318,2.848547e+03,2.848547e+03,4.717407e-17
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,18,200,179,146,1.000000,0.895000,0.730000,0.055326,200,2.000000,20.000000,20.000000,2.812594,2.946938,2.812594,1212.419045,0.004499,0.004281,0.004499,0.034314,4.511653e+03,4.511653e+03,4.707738e-17
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,20,200,198,192,1.000000,0.990000,0.960000,0.037141,200,2.000000,20.000000,20.000000,3.964689,4.154571,3.964689,1660.008270,0.003339,0.003180,0.003339,0.034309,7.135651e+03,7.135651e+03,4.710838e-17
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,22,200,200,200,1.000000,1.000000,1.000000,0.026942,200,2.000000,20.000000,20.000000,5.775174,6.058731,5.775174,2167.731900,0.002603,0.002494,0.002603,0.034309,1.137175e+04,1.137175e+04,4.691789e-17
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,24,200,200,199,1.000000,1.000000,0.995000,0.020933,200,2.000000,20.000000,20.000000,8.643144,9.055492,8.643144,2687.508018,0.001984,0.001895,0.001984,0.034307,1.793819e+04,1.793819e+04,4.725197e-17
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,26,200,200,200,1.000000,1.000000,1.000000,0.015914,200,2.000000,20.000000,20.000000,13.250688,13.881364,13.250688,3158.977916,0.001551,0.001486,0.001551,0.034307,2.849456e+04,2.849456e+04,4.722933e-17
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,28,200,200,200,1.000000,1.000000,1.000000,0.013497,200,2.000000,20.000000,20.000000,20.456190,21.441431,20.456190,3559.844507,0.001218,0.001168,0.001218,0.034307,4.512452e+04,4.512452e+04,4.716157e-17
proto6_beamspace_root_music,10,0.280000,12.860000,13.140000,14,200,1,1,1.000000,0.005000,0.005000,0.152133,200,2.000000,22.000000,22.000000,1.366693,1.430942,1.366693,600.243501,0.012645,0.011873,0.012645,0.000000,1.796097e+03,1.796097e+03,4.675205e-17
proto6_beamspace_root_music,10,0.280000,12.860000,13.140000,16,200,37,10,1.000000,0.185000,0.050000,0.110964,200,2.000000,22.000000,22.000000,1.662516,1.743231,1.662516,906.837724,0.008577,0.008101,0.008577,0.000000,2.843748e+03,2.843748e+03,4.682613e-17
proto6_beamspace_root_music,10,0.280000,12.860000,13.140000,18,200,123,50,1.000000,0.615000,0.250000,0.081557,200,2.000000,22.000000,22.000000,2.129322,2.230410,2.129322,1336.107419,0.005999,0.005674,0.005999,0.000000,4.499214e+03,4.499214e+03,4.661761e-17
