route_name,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_count,tol_success_count,tol_success_count_rel,raw_success_rate,tol_success_rate,tol_success_rate_rel,rmse_deg,rmse_valid_count,mean_num_peaks,snr90_db,snr90_rel_db,mean_fft_center_error_deg,std_fft_center_error_deg,mean_fwhm_fft_deg,std_fwhm_fft_deg,mean_raw_search_ratio_4e,mean_piecewise_search_ratio_4e,mean_piecewise_span_ratio_4e,mean_theta_search_4e_deg,mean_routeB_beam_span_4e_deg,lambda2_over_noise_array,lambda2_over_noise_beam,root_dist_array_mean,root_dist_beam_mean
proto6_array_root_music,9,0.311111,12.844444,13.155556,22,200,200,200,1.000000,1.000000,1.000000,0.027327,200,2.000000,20.000000,20.000000,0.010658,0.131234,1.938649,0.107261,1.869411,1.303882,1.260420,1.622609,2.352783,5.770739,6.054231,0.002590,0.002481
proto6_array_root_music,9,0.311111,12.844444,13.155556,24,200,200,199,1.000000,1.000000,0.995000,0.020864,200,2.000000,20.000000,20.000000,0.002844,0.115995,1.941592,0.079817,1.872249,1.304450,1.260968,1.623315,2.353807,8.646798,9.059502,0.001989,0.001902
proto6_array_root_music,9,0.311111,12.844444,13.155556,26,200,200,200,1.000000,1.000000,1.000000,0.015780,200,2.000000,20.000000,20.000000,0.004869,0.087809,1.938401,0.069202,1.869173,1.303835,1.260373,1.622550,2.352697,13.254290,13.884338,0.001544,0.001479
proto6_array_root_music,9,0.311111,12.844444,13.155556,28,200,200,200,1.000000,1.000000,1.000000,0.013477,200,2.000000,20.000000,20.000000,-0.004301,0.067660,1.932590,0.053172,1.863569,1.302714,1.259290,1.621155,2.350675,20.455220,21.438998,0.001220,0.001171
proto6_array_root_music,10,0.280000,12.860000,13.140000,14,200,0,0,1.000000,0.000000,0.000000,0.153186,200,2.000000,22.000000,22.000000,-2.052788,21.149045,2.188920,0.820991,2.345271,1.364735,1.319244,1.528503,2.216330,1.365721,1.430115,0.012653,0.011876
proto6_array_root_music,10,0.280000,12.860000,13.140000,16,200,29,2,1.000000,0.145000,0.010000,0.112620,200,2.000000,22.000000,22.000000,-0.131979,12.692348,2.140986,0.772347,2.293914,1.361167,1.315795,1.524507,2.210536,1.661980,1.742432,0.008572,0.008095
proto6_array_root_music,10,0.280000,12.860000,13.140000,18,200,113,39,1.000000,0.565000,0.195000,0.084440,200,2.000000,22.000000,22.000000,0.000857,0.361645,1.985167,0.193668,2.126965,1.354514,1.309364,1.517056,2.199731,2.126914,2.227937,0.005994,0.005668
proto6_array_root_music,10,0.280000,12.860000,13.140000,20,200,176,117,1.000000,0.880000,0.585000,0.057207,200,2.000000,22.000000,22.000000,0.008479,0.174431,1.955576,0.126822,2.095260,1.349010,1.304043,1.510891,2.190792,2.876734,3.013726,0.004502,0.004297
proto6_array_root_music,10,0.280000,12.860000,13.140000,22,200,200,188,1.000000,1.000000,0.940000,0.035201,200,2.000000,22.000000,22.000000,-0.000020,0.153473,1.935417,0.104804,2.073661,1.344732,1.299908,1.506100,2.183845,4.079601,4.275817,0.003232,0.003078
proto6_array_root_music,10,0.280000,12.860000,13.140000,24,200,200,199,1.000000,1.000000,0.995000,0.027323,200,2.000000,22.000000,22.000000,-0.008016,0.116140,1.942011,0.087172,2.080726,1.346145,1.301274,1.507683,2.186140,5.948532,6.234095,0.002534,0.002422
proto6_array_root_music,10,0.280000,12.860000,13.140000,26,200,200,200,1.000000,1.000000,1.000000,0.019838,200,2.000000,22.000000,22.000000,0.006565,0.083978,1.942363,0.067903,2.081104,1.346221,1.301347,1.507767,2.186262,8.902864,9.337122,0.001968,0.001883
proto6_array_root_music,10,0.280000,12.860000,13.140000,28,200,200,200,1.000000,1.000000,1.000000,0.015094,200,2.000000,22.000000,22.000000,-0.003112,0.069839,1.932351,0.056037,2.070377,1.344075,1.299273,1.505364,2.182778,13.618344,14.283692,0.001562,0.001499
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,14,200,199,199,1.000000,0.995000,0.995000,0.045598,200,2.000000,14.000000,14.000000,-2.849347,24.348154,2.300695,0.733778,1.725521,1.261958,1.219893,2.019133,2.927743,3.022733,3.170808,0.004277,0.004076
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,16,200,200,200,1.000000,1.000000,1.000000,0.033011,200,2.000000,14.000000,14.000000,-2.107174,14.663796,2.144794,0.518973,1.608596,1.243887,1.202424,1.990219,2.885818,4.318340,4.526839,0.003181,0.003031
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,18,200,200,200,1.000000,1.000000,1.000000,0.026575,200,2.000000,14.000000,14.000000,-0.349792,4.358732,1.979246,0.210318,1.484435,1.224203,1.183396,1.958725,2.840151,6.347570,6.656174,0.002429,0.002323
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,20,200,200,200,1.000000,1.000000,1.000000,0.019140,200,2.000000,14.000000,14.000000,-0.004069,0.187952,1.975256,0.161504,1.481442,1.225034,1.184200,1.960055,2.842079,9.591816,10.058360,0.001908,0.001828
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,22,200,200,200,1.000000,1.000000,1.000000,0.015428,200,2.000000,14.000000,14.000000,0.005232,0.139771,1.961268,0.118530,1.470951,1.223216,1.182442,1.957145,2.837860,14.683124,15.388589,0.001449,0.001387
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,24,200,200,200,1.000000,1.000000,1.000000,0.012223,200,2.000000,14.000000,14.000000,-0.013451,0.106130,1.955799,0.081865,1.466849,1.223293,1.182517,1.957269,2.838040,22.770571,23.886060,0.001187,0.001139
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,26,200,200,200,1.000000,1.000000,1.000000,0.009388,200,2.000000,14.000000,14.000000,-0.001409,0.091105,1.936898,0.069305,1.452673,1.220499,1.179816,1.952799,2.831558,35.597220,37.341357,0.000933,0.000897
proto6_beamspace_root_music,7,0.400000,12.800000,13.200000,28,200,200,200,1.000000,1.000000,1.000000,0.007537,200,2.000000,14.000000,14.000000,0.000112,0.070255,1.939422,0.053385,1.454566,1.220913,1.180216,1.953461,2.832519,56.034221,58.773783,0.000738,0.000710
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,14,200,127,108,1.000000,0.635000,0.540000,0.082621,200,2.000000,16.000000,18.000000,-3.585886,19.629310,2.275865,0.688884,1.950741,1.303727,1.260270,1.825218,2.646566,2.117695,2.220870,0.006082,0.005778
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,16,200,189,173,1.000000,0.945000,0.865000,0.052673,200,2.000000,16.000000,18.000000,-1.226544,12.914942,2.123890,0.648275,1.820477,1.282705,1.239948,1.795787,2.603891,2.839106,2.974215,0.004446,0.004229
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,18,200,198,196,1.000000,0.990000,0.980000,0.035779,200,2.000000,16.000000,18.000000,-0.013382,0.213478,2.008090,0.217132,1.721220,1.274137,1.231666,1.783792,2.586498,4.014771,4.208456,0.003363,0.003219
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,20,200,200,199,1.000000,1.000000,0.995000,0.025840,200,2.000000,16.000000,18.000000,-0.001005,0.200772,1.978505,0.165773,1.695862,1.268793,1.226500,1.776310,2.575649,5.884152,6.171816,0.002527,0.002416
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,22,200,200,200,1.000000,1.000000,1.000000,0.019602,200,2.000000,16.000000,18.000000,-0.011063,0.130628,1.954390,0.099815,1.675191,1.265038,1.222870,1.771054,2.568028,8.848037,9.273019,0.001998,0.001915
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,24,200,200,200,1.000000,1.000000,1.000000,0.016046,200,2.000000,16.000000,18.000000,0.014719,0.105439,1.940837,0.087321,1.663574,1.262715,1.220624,1.767801,2.563311,13.520833,14.165605,0.001578,0.001514
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,26,200,200,200,1.000000,1.000000,1.000000,0.013562,200,2.000000,16.000000,18.000000,0.009112,0.089663,1.939271,0.070927,1.662233,1.262447,1.220365,1.767425,2.562766,20.909958,21.911205,0.001224,0.001173
proto6_beamspace_root_music,8,0.350000,12.825000,13.175000,28,200,200,200,1.000000,1.000000,1.000000,0.009546,200,2.000000,16.000000,18.000000,0.001980,0.075385,1.940347,0.056750,1.663155,1.262631,1.220543,1.767683,2.563141,32.577842,34.129025,0.000942,0.000904
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,14,200,31,12,1.000000,0.155000,0.060000,0.117508,200,2.000000,20.000000,20.000000,-0.923287,23.466408,2.368851,1.578362,2.284249,1.333211,1.288771,1.659107,2.405705,1.639351,1.717461,0.009050,0.008600
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,16,200,114,71,1.000000,0.570000,0.355000,0.081369,200,2.000000,20.000000,20.000000,-2.111048,11.324806,2.063943,0.350372,1.990231,1.322430,1.278349,1.645691,2.386251,2.098007,2.199231,0.006364,0.006068
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,18,200,179,148,1.000000,0.895000,0.740000,0.055028,200,2.000000,20.000000,20.000000,-0.163206,2.461154,1.988897,0.190836,1.917865,1.313363,1.269584,1.634407,2.369890,2.813067,2.947237,0.004498,0.004282
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,20,200,198,192,1.000000,0.990000,0.960000,0.037033,200,2.000000,20.000000,20.000000,0.012715,0.165862,1.953348,0.142058,1.883585,1.306717,1.263160,1.626137,2.357898,3.963295,4.153928,0.003353,0.003195
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,22,200,200,200,1.000000,1.000000,1.000000,0.027075,200,2.000000,20.000000,20.000000,0.010658,0.131234,1.938649,0.107261,1.869411,1.303882,1.260420,1.622609,2.352783,5.770739,6.054231,0.002590,0.002481
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,24,200,200,199,1.000000,1.000000,0.995000,0.020748,200,2.000000,20.000000,20.000000,0.002844,0.115995,1.941592,0.079817,1.872249,1.304450,1.260968,1.623315,2.353807,8.646798,9.059502,0.001989,0.001902
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,26,200,200,200,1.000000,1.000000,1.000000,0.015729,200,2.000000,20.000000,20.000000,0.004869,0.087809,1.938401,0.069202,1.869173,1.303835,1.260373,1.622550,2.352697,13.254290,13.884338,0.001544,0.001479
proto6_beamspace_root_music,9,0.311111,12.844444,13.155556,28,200,200,200,1.000000,1.000000,1.000000,0.013457,200,2.000000,20.000000,20.000000,-0.004301,0.067660,1.932590,0.053172,1.863569,1.302714,1.259290,1.621155,2.350675,20.455220,21.438998,0.001220,0.001171
proto6_beamspace_root_music,10,0.280000,12.860000,13.140000,14,200,1,1,1.000000,0.005000,0.005000,0.152286,200,2.000000,22.000000,22.000000,-2.052788,21.149045,2.188920,0.820991,2.345271,1.364735,1.319244,1.528503,2.216330,1.365721,1.430115,0.012653,0.011876
proto6_beamspace_root_music,10,0.280000,12.860000,13.140000,16,200,38,10,1.000000,0.190000,0.050000,0.110789,200,2.000000,22.000000,22.000000,-0.131979,12.692348,2.140986,0.772347,2.293914,1.361167,1.315795,1.524507,2.210536,1.661980,1.742432,0.008572,0.008095
proto6_beamspace_root_music,10,0.280000,12.860000,13.140000,18,200,124,49,1.000000,0.620000,0.245000,0.081511,200,2.000000,22.000000,22.000000,0.000857,0.361645,1.985167,0.193668,2.126965,1.354514,1.309364,1.517056,2.199731,2.126914,2.227937,0.005994,0.005668
proto6_beamspace_root_music,10,0.280000,12.860000,13.140000,20,200,179,129,1.000000,0.895000,0.645000,0.055315,200,2.000000,22.000000,22.000000,0.008479,0.174431,1.955576,0.126822,2.095260,1.349010,1.304043,1.510891,2.190792,2.876734,3.013726,0.004502,0.004297
proto6_beamspace_root_music,10,0.280000,12.860000,13.140000,22,200,200,190,1.000000,1.000000,0.950000,0.034458,200,2.000000,22.000000,22.000000,-0.000020,0.153473,1.935417,0.104804,2.073661,1.344732,1.299908,1.506100,2.183845,4.079601,4.275817,0.003232,0.003078
proto6_beamspace_root_music,10,0.280000,12.860000,13.140000,24,200,200,200,1.000000,1.000000,1.000000,0.027000,200,2.000000,22.000000,22.000000,-0.008016,0.116140,1.942011,0.087172,2.080726,1.346145,1.301274,1.507683,2.186140,5.948532,6.234095,0.002534,0.002422
proto6_beamspace_root_music,10,0.280000,12.860000,13.140000,26,200,200,200,1.000000,1.000000,1.000000,0.019684,200,2.000000,22.000000,22.000000,0.006565,0.083978,1.942363,0.067903,2.081104,1.346221,1.301347,1.507767,2.186262,8.902864,9.337122,0.001968,0.001883
proto6_beamspace_root_music,10,0.280000,12.860000,13.140000,28,200,200,200,1.000000,1.000000,1.000000,0.015031,200,2.000000,22.000000,22.000000,-0.003112,0.069839,1.932351,0.056037,2.070377,1.344075,1.299273,1.505364,2.182778,13.618344,14.283692,0.001562,0.001499
