stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,26.2190311,0.32773788875,0.3844483,0.4547564,80
ranking_compare,13.3695955,0.16711994375,0.1994134,0.2575212,80
build_candidate_score_pack,8.5157349,0.85157349,0.9412955,0.9412955,10
build_step11_input,0.0672749,0.00672749,0.0086564,0.0086564,10
run_step11_backend,0,0,0,0,10
