case_type,trial_index,scenario_name,quant_mode,metric_name,metric_value,topK_miss_count,argmax_changed_flag,score_gap_norm_baseline,score_gap_rel_error,max_clip_rate,note
max_topK_miss_count,64,hard_phase,double_baseline,topK_miss_count,0,0,0,0.00253762461940047,0,0,see trial CSV for full fields
argmax_changed_largest_baseline_gap,64,hard_phase,combined_int14,score_gap_norm_baseline,0.00253762461940047,0,1,0.00253762461940047,0.0112131824542325,0,see trial CSV for full fields
max_score_gap_rel_error,424,low_snr_hard,combined_int14,score_gap_rel_error,0.074428713738091,0,1,0.000131922525774949,0.074428713738091,0,see trial CSV for full fields
policy_changed_sample,NaN,,,same_policy_flag,NaN,NaN,0,NaN,NaN,NaN,no matching sample
max_clip_or_overflow_sample,64,hard_phase,double_baseline,max_clip_rate,0,0,0,0.00253762461940047,0,0,see trial CSV for full fields
