case_type,trial_index,scenario_name,quant_mode,metric_name,metric_value,topK_miss_count,argmax_changed_flag,score_gap_norm_baseline,score_gap_rel_error,max_clip_rate,note
max_topK_miss_count,24,easy_noncoherent,double_baseline,topK_miss_count,0,0,0,0.00182215407178682,0,0,see trial CSV for full fields
argmax_changed_largest_baseline_gap,504,medium_beta_coherent,combined_int16,score_gap_norm_baseline,0.000477019452428223,0,1,0.000477019452428223,0.00788341013958,0,see trial CSV for full fields
max_score_gap_rel_error,144,low_snr_hard,combined_int14,score_gap_rel_error,0.133675762615155,0,0,0.000140942033940855,0.133675762615155,0,see trial CSV for full fields
policy_changed_sample,NaN,,,same_policy_flag,NaN,NaN,0,NaN,NaN,NaN,no matching sample
max_clip_or_overflow_sample,24,easy_noncoherent,double_baseline,max_clip_rate,0,0,0,0.00182215407178682,0,0,see trial CSV for full fields
