stage,case_name,el_b_deg,el_mismatch_deg,snr_db,route_name,raw_success_rate,az_tol_success_rate_abs01,el_tol_success_rate_abs05,joint_tol_success_rate,az_rmse_deg,el_rmse_deg,pair_2d_rmse,peak_count_mean,degraded_rate,route_failure_reason,mean_objective_true_pair,mean_objective_best,objective_margin,objective_true_rank_median,el_common_est_mean,el_common_est_error
A,elB_2,2,0,0,level3_oracle_el_rank1_covfit_upper_bound,1,1,1,1,0.02,0,0.02,2,0,ok,0.000153625675438977,0.000153586832362786,3.88430761901338e-08,2,NaN,NaN
A,elB_2,2,0,8,level2_rank1_fallback_baseline,1,0,0,0,0.120800794251309,1.4142135623731,1.41940945749294,2,1,az_error,0.00155667425391453,1.56269262321086e-06,0.00155511156129132,NaN,NaN,NaN
A,elB_2,2,0,8,level2_el_bank_baseline,1,0.25,0,0,0.100609643752465,2.59154794669636,2.59402060768325,2,1,az_error,0.00105784103767607,1.62135637948182e-07,0.00105767890203812,NaN,NaN,NaN
A,elB_2,2,0,8,level3_2d_fbss_music_grid,1,1,1,1,0.0118877224666764,0,0.0118877224666764,5,0,ok,NaN,NaN,NaN,NaN,NaN,NaN
A,elB_2,2,0,8,level3_common_el_rank1_covfit,1,1,0,0,0.0918877224666765,1,1.00421280291585,2,1,el_error,7.42268079636397e-05,7.41460905324612e-05,8.071743117847e-08,3,1,NaN
A,elB_2,2,0,8,level3_pair_el_local_rank1_covfit,1,1,1,1,0.0118877224666764,0,0.0118877224666764,2,0,ok,2.21929952265233e-05,2.21770227575834e-05,1.59724689399787e-08,2,NaN,NaN
A,elB_2,2,0,8,level3_oracle_el_rank1_covfit_upper_bound,1,1,1,1,0,0,0,2,0,ok,2.2165264022163e-05,2.2165264022163e-05,0,1,NaN,NaN
A,elB_2,2,0,16,level2_rank1_fallback_baseline,1,0,0,0,0.12113861145177,1.4142135623731,1.41942407976147,2,1,az_error,0.00155553649064618,1.32741607988918e-06,0.00155420907456629,NaN,NaN,NaN
A,elB_2,2,0,16,level2_el_bank_baseline,1,0.15,0,0,0.103881326005574,4.73481632252575,4.73643590409327,2,1,az_error,0.000981049712198943,1.45839913892232e-08,0.000981035128207554,NaN,NaN,NaN
A,elB_2,2,0,16,level3_2d_fbss_music_grid,1,1,1,1,0.0118877224666764,0,0.0118877224666764,5,0,ok,NaN,NaN,NaN,NaN,NaN,NaN
A,elB_2,2,0,16,level3_common_el_rank1_covfit,1,1,0,0,0.0918877224666765,1,1.00421280291585,2,1,el_error,5.08538252651943e-05,5.08001004219031e-05,5.37248432912654e-08,3,1,NaN
A,elB_2,2,0,16,level3_pair_el_local_rank1_covfit,1,1,1,1,0.0118877224666764,0,0.0118877224666764,2,0,ok,3.33240227877633e-06,3.18173510113773e-06,1.50667177638595e-07,3,NaN,NaN
A,elB_2,2,0,16,level3_oracle_el_rank1_covfit_upper_bound,1,1,1,1,0.02,0,0.02,2,0,ok,3.25006155612673e-06,3.17061952034948e-06,7.9442035777249e-08,2,NaN,NaN
A,elB_5,5,0,0,level2_rank1_fallback_baseline,1,0,0,0,0.141004465429169,3.53553390593274,3.53838124694225,2,1,az_error,0.0016747687740507,9.29791797855159e-07,0.00167383898225284,NaN,NaN,NaN
A,elB_5,5,0,0,level2_el_bank_baseline,1,0,0,0,0.137935970582779,3.64121093250729,3.64388422664879,2,1,az_error,0.001666264080236,1.40959032542989e-07,0.00166612312120345,NaN,NaN,NaN
A,elB_5,5,0,0,level3_2d_fbss_music_grid,1,1,1,1,0.0118877224666764,0,0.0118877224666764,2,0,ok,NaN,NaN,NaN,NaN,NaN,NaN
A,elB_5,5,0,0,level3_common_el_rank1_covfit,1,0,0,0,0.192318041168202,2.54950975679639,2.55675306374291,2,1,az_error,0.00321217168219643,0.00319604528650462,1.61263956918053e-05,36,2,NaN
A,elB_5,5,0,0,level3_pair_el_local_rank1_covfit,1,1,1,1,0.0687756511573126,0,0.0687756511573126,2,0,ok,0.00019047117789934,0.000173113523522222,1.73576543771184e-05,39,NaN,NaN
A,elB_5,5,0,0,level3_oracle_el_rank1_covfit_upper_bound,1,1,1,1,0.0316227766016838,0,0.0316227766016838,2,0,ok,0.000189750631421541,0.000175166419217527,1.4584212204014e-05,13,NaN,NaN
A,elB_5,5,0,8,level2_rank1_fallback_baseline,1,0,0,0,0.137445122791749,3.53553390593274,3.53823397926084,2,1,az_error,0.00168677250874528,4.60736281197774e-07,0.00168631177246408,NaN,NaN,NaN
A,elB_5,5,0,8,level2_el_bank_baseline,1,0,0,0,0.137891568611856,3.9418687024056,3.94442148640177,2,1,az_error,0.00194155073081894,0,0.00194155073081894,NaN,NaN,NaN
A,elB_5,5,0,8,level3_2d_fbss_music_grid,1,1,1,1,0.0118877224666764,0,0.0118877224666764,2,0,ok,NaN,NaN,NaN,NaN,NaN,NaN
A,elB_5,5,0,8,level3_common_el_rank1_covfit,1,1,0,0,0.074617991405866,2.54950975679639,2.5506014672311,2,1,el_error,0.00333385403005708,0.00333176663374284,2.08739631423751e-06,12,2,NaN
A,elB_5,5,0,8,level3_pair_el_local_rank1_covfit,1,1,1,1,0.023266240466494,0,0.023266240466494,2,0,ok,1.85806323313876e-05,1.32965579178138e-05,5.28407441357376e-06,23,NaN,NaN
A,elB_5,5,0,8,level3_oracle_el_rank1_covfit_upper_bound,1,1,1,1,0.0282842712474619,0,0.0282842712474619,2,0,ok,1.80989264421576e-05,1.32246579123693e-05,4.87426852978834e-06,12,NaN,NaN
A,elB_5,5,0,16,level2_rank1_fallback_baseline,1,0,0,0,0.137296723186742,3.53553390593274,3.5382301914787,2,1,az_error,0.00168493016657563,5.278467904835e-07,0.00168440231978515,NaN,NaN,NaN
A,elB_5,5,0,16,level2_el_bank_baseline,1,0,0,0,0.140021449414748,4.52221576204075,4.52448808988638,2,1,az_error,0.00198449058653405,0,0.00198449058653405,NaN,NaN,NaN
A,elB_5,5,0,16,level3_2d_fbss_music_grid,1,1,1,1,0.0118877224666764,0,0.0118877224666764,2,0,ok,NaN,NaN,NaN,NaN,NaN,NaN
A,elB_5,5,0,16,level3_common_el_rank1_covfit,1,1,0,0,0.0681122775333236,2.54950975679639,2.55041943263275,2,1,el_error,0.0033524920405297,0.00335248034126787,1.16992618284101e-08,4,2,NaN
A,elB_5,5,0,16,level3_pair_el_local_rank1_covfit,1,1,1,1,0.00811227753332364,0,0.00811227753332364,2,0,ok,2.44795920617511e-06,2.44795920617511e-06,0,1,NaN,NaN
A,elB_5,5,0,16,level3_oracle_el_rank1_covfit_upper_bound,1,1,1,1,0,0,0,2,0,ok,2.39151654335724e-06,2.39151654335724e-06,0,1,NaN,NaN
A,elB_10,10,0,0,level2_rank1_fallback_baseline,1,0,0,0,0.144326920230095,7.07106781186548,7.07255110335323,2,1,az_error,0.0018422813773194,1.56570020672962e-06,0.00184071567711267,NaN,NaN,NaN
A,elB_10,10,0,0,level2_el_bank_baseline,1,0,0,0,0.150756521678518,6.87780856849654,6.87950494442227,2,1,az_error,0.00209176671825305,8.34044140621113e-07,0.00209093267411243,NaN,NaN,NaN
A,elB_10,10,0,0,level3_2d_fbss_music_grid,1,1,1,1,0.0101766151598257,0,0.0101766151598257,2,0,ok,NaN,NaN,NaN,NaN,NaN,NaN
A,elB_10,10,0,0,level3_common_el_rank1_covfit,1,0,0,0,0.100216533267285,5,5.00100423450532,2,1,az_error,0.0121343696040798,0.0121003406905825,3.40289134972745e-05,41,5,NaN
A,elB_10,10,0,0,level3_pair_el_local_rank1_covfit,1,1,1,1,0.0408143240392104,0,0.0408143240392104,2,0,ok,0.000280420260307102,0.000257422574816585,2.29976854905171e-05,41,NaN,NaN
A,elB_10,10,0,0,level3_oracle_el_rank1_covfit_upper_bound,1,1,1,1,0.04,0,0.04,2,0,ok,0.000280886225468708,0.000257441627844905,2.34445976238028e-05,12,NaN,NaN
