stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,26.7718202,0.3346477525,0.4263151,0.6438126,80
ranking_compare,13.583734,0.169796675,0.2144853,0.3595364,80
build_candidate_score_pack,8.1158137,0.81158137,0.8830272,0.8830272,10
build_step11_input,0.0654915,0.00654915,0.008661,0.008661,10
run_step11_backend,0,0,0,0,10
