selected_config_id,selected_config_name,selection_reason,validation_safety_pass,validation_complexity_pass,validation_policy_degeneracy_pass,stage2_adaptive_pass_flag,recommended_next_step,calibration_fixed_success,calibration_adaptive_success,calibration_fixed_rmse,calibration_adaptive_rmse,calibration_fixed_mean_num_pairs,calibration_adaptive_mean_num_pairs,calibration_pair_count_ratio,calibration_adaptive_full_grid_match_rate,calibration_adaptive_topK_miss_rate,calibration_adaptive_boundary_hit_rate,calibration_policy_degeneracy_flag,validation_fixed_success,validation_adaptive_success,validation_fixed_rmse,validation_adaptive_rmse,validation_fixed_mean_num_pairs,validation_adaptive_mean_num_pairs,validation_pair_count_ratio,validation_adaptive_full_grid_match_rate,validation_adaptive_topK_miss_rate,validation_adaptive_boundary_hit_rate,validation_policy_degeneracy_flag
5,C05_easy_very_aggressive,calibration_safety_and_non_degenerate_min_candidate_count,1,1,1,1,use_step11_5_stage2_as_positive_adaptive_enhancement,1,1,0.0788148409441511,0.0572647286860925,19623.24,14094,0.718230017061403,1,0,0,0,1,1,0.0743030112985544,0.0527528990404958,18558,13242.6,0.713579049466537,1,0,0,0
