config_name,split_name,run_phase,scenario_name,adaptive_policy_name,adaptive_confidence,adaptive_boundary_flag,failure_reason,row_id,config_id,trial_id,seed,bias_case_id,az_center_bias_deg,el_center_bias_deg,truth_az1,truth_az2,truth_el1,truth_el2,true_orientation,full_success,fixed_success,adaptive_success,full_rmse,fixed_rmse,adaptive_rmse,full_num_pairs,fixed_num_pairs,adaptive_num_pairs,adaptive_num_pairs_coarse,adaptive_num_pairs_refine,adaptive_vs_fixed_pair_count_ratio,fixed_full_grid_match,adaptive_full_grid_match,fixed_topK_miss,adaptive_topK_miss,fixed_boundary_hit,adaptive_boundary_hit,H_norm,gap_13,gap_17,boundary_risk,cond_risk,U_search,U_confidence,adaptive_topK,az_window_scale,el_window_scale
C09_gap_low,validation,config_scan,strong_coherent,EASY,high,,,165,9,4,20612613,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.995390837080066,0.00236195601234197,0.00799895737259482,0,0.0161804396345576,0.025,0.352431902886663,2,0.65,0.65
C10_easy_top1_window075,validation,config_scan,strong_coherent,NORMAL,medium,,,166,10,4,20612613,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995390837080066,0.00236195601234197,0.00799895737259482,0,0.0161804396345576,0.163242863992573,0.405602235191498,3,1,1
C11_default_plus_low_conf,validation,config_scan,strong_coherent,NORMAL,medium,,,167,11,4,20612613,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995390837080066,0.00236195601234197,0.00799895737259482,0,0.0161804396345576,0.163242863992573,0.405602235191498,3,1,1
C12_balanced_candidate,validation,config_scan,strong_coherent,NORMAL,medium,,,168,12,4,20612613,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995390837080066,0.00236195601234197,0.00799895737259482,0,0.0161804396345576,0.163242863992573,0.405602235191498,3,1,1
C01_normal_only_control,calibration,config_scan,strong_coherent,NORMAL,medium,,,169,1,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.675,0.60179839057717,3,1,1
C02_easy_conservative,calibration,config_scan,strong_coherent,EASY,high,,,170,2,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,12974,7353,5621,0.648764876487649,1,1,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.025,0.35179839057717,2,0.75,0.75
C03_easy_moderate,calibration,config_scan,strong_coherent,EASY,high,,,171,3,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.025,0.35179839057717,2,0.65,0.65
C04_easy_aggressive,calibration,config_scan,strong_coherent,EASY,high,,,172,4,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,11126,7353,3773,0.556355635563556,1,0,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.025,0.35179839057717,1,0.65,0.65
C05_easy_very_aggressive,calibration,config_scan,strong_coherent,EASY,high,,,173,5,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0140712472794703,131461,19998,9729,7353,2376,0.486498649864986,1,1,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.025,0.35179839057717,1,0.6,0.6
C06_no_window_expand,calibration,config_scan,strong_coherent,EASY,high,,,174,6,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.025,0.35179839057717,2,0.65,0.65
C07_topK_only,calibration,config_scan,strong_coherent,EASY,high,,,175,7,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,12974,7353,5621,0.648764876487649,1,1,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.025,0.35179839057717,2,0.75,0.75
C08_safe_default,calibration,config_scan,strong_coherent,EASY,high,,,176,8,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,12974,7353,5621,0.648764876487649,1,1,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.025,0.35179839057717,2,0.75,0.75
C09_gap_low,calibration,config_scan,strong_coherent,EASY,high,,,177,9,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.025,0.35179839057717,2,0.65,0.65
C10_easy_top1_window075,calibration,config_scan,strong_coherent,EASY,high,,,178,10,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,11126,7353,3773,0.556355635563556,1,1,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.025,0.35179839057717,1,0.75,0.75
C11_default_plus_low_conf,calibration,config_scan,strong_coherent,NORMAL,medium,,,179,11,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.025,0.35179839057717,3,1,1
C12_balanced_candidate,calibration,config_scan,strong_coherent,EASY,high,,,180,12,5,20612614,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0588387627334228,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.99454083025212,0.00402889449910917,0.00861847290466536,0,0.0148363999557136,0.025,0.35179839057717,2,0.7,0.7
C01_normal_only_control,validation,config_scan,strong_coherent,NORMAL,medium,,,181,1,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.675,0.602432804952615,3,1,1
C02_easy_conservative,validation,config_scan,strong_coherent,NORMAL,medium,,,182,2,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.16513324887717,0.406330208366912,3,1,1
C03_easy_moderate,validation,config_scan,strong_coherent,NORMAL,medium,,,183,3,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.16513324887717,0.406330208366912,3,1,1
C04_easy_aggressive,validation,config_scan,strong_coherent,NORMAL,medium,,,184,4,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.16513324887717,0.406330208366912,3,1,1
C05_easy_very_aggressive,validation,config_scan,strong_coherent,EASY,high,,,185,5,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0140712472794703,131461,19998,9729,7353,2376,0.486498649864986,1,1,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.16513324887717,0.406330208366912,1,0.6,0.6
C06_no_window_expand,validation,config_scan,strong_coherent,NORMAL,medium,,,186,6,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.16513324887717,0.406330208366912,3,1,1
C07_topK_only,validation,config_scan,strong_coherent,NORMAL,medium,,,187,7,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.16513324887717,0.406330208366912,3,1,1
C08_safe_default,validation,config_scan,strong_coherent,NORMAL,medium,,,188,8,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.292599936657878,0.455355857513338,3,1,1
C09_gap_low,validation,config_scan,strong_coherent,EASY,high,,,189,9,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.025,0.352432804952615,2,0.65,0.65
C10_easy_top1_window075,validation,config_scan,strong_coherent,NORMAL,medium,,,190,10,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.16513324887717,0.406330208366912,3,1,1
C11_default_plus_low_conf,validation,config_scan,strong_coherent,NORMAL,medium,,,191,11,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.16513324887717,0.406330208366912,3,1,1
C12_balanced_candidate,validation,config_scan,strong_coherent,NORMAL,medium,,,192,12,6,20612615,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.99539341441136,0.00235323115902844,0.00798393009832339,0,0.0161804396345576,0.16513324887717,0.406330208366912,3,1,1
C01_normal_only_control,calibration,config_scan,strong_coherent,NORMAL,medium,,,193,1,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.675,0.601804923601799,3,1,1
C02_easy_conservative,calibration,config_scan,strong_coherent,EASY,high,,,194,2,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,12974,7353,5621,0.648764876487649,1,1,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.025,0.351804923601799,2,0.75,0.75
C03_easy_moderate,calibration,config_scan,strong_coherent,EASY,high,,,195,3,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.025,0.351804923601799,2,0.65,0.65
C04_easy_aggressive,calibration,config_scan,strong_coherent,EASY,high,,,196,4,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,11126,7353,3773,0.556355635563556,1,0,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.025,0.351804923601799,1,0.65,0.65
C05_easy_very_aggressive,calibration,config_scan,strong_coherent,EASY,high,,,197,5,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0140712472794703,131461,19998,9729,7353,2376,0.486498649864986,1,1,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.025,0.351804923601799,1,0.6,0.6
C06_no_window_expand,calibration,config_scan,strong_coherent,EASY,high,,,198,6,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.025,0.351804923601799,2,0.65,0.65
C07_topK_only,calibration,config_scan,strong_coherent,EASY,high,,,199,7,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,12974,7353,5621,0.648764876487649,1,1,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.025,0.351804923601799,2,0.75,0.75
C08_safe_default,calibration,config_scan,strong_coherent,EASY,high,,,200,8,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,12974,7353,5621,0.648764876487649,1,1,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.025,0.351804923601799,2,0.75,0.75
C09_gap_low,calibration,config_scan,strong_coherent,EASY,high,,,201,9,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.025,0.351804923601799,2,0.65,0.65
C10_easy_top1_window075,calibration,config_scan,strong_coherent,EASY,high,,,202,10,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,11126,7353,3773,0.556355635563556,1,1,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.025,0.351804923601799,1,0.75,0.75
C11_default_plus_low_conf,calibration,config_scan,strong_coherent,NORMAL,medium,,,203,11,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.025,0.351804923601799,3,1,1
C12_balanced_candidate,calibration,config_scan,strong_coherent,EASY,high,,,204,12,7,20612616,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0588387627334228,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.994559496036774,0.00402305736340632,0.00862222007225523,0,0.0148363999557136,0.025,0.351804923601799,2,0.7,0.7
C01_normal_only_control,validation,config_scan,strong_coherent,NORMAL,medium,,,205,1,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.675,0.602441902965529,3,1,1
C02_easy_conservative,validation,config_scan,strong_coherent,NORMAL,medium,,,206,2,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.163976771690749,0.405894507461971,3,1,1
C03_easy_moderate,validation,config_scan,strong_coherent,NORMAL,medium,,,207,3,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.163976771690749,0.405894507461971,3,1,1
C04_easy_aggressive,validation,config_scan,strong_coherent,NORMAL,medium,,,208,4,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.163976771690749,0.405894507461971,3,1,1
C05_easy_very_aggressive,validation,config_scan,strong_coherent,EASY,high,,,209,5,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0140712472794703,131461,19998,9729,7353,2376,0.486498649864986,1,1,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.163976771690749,0.405894507461971,1,0.6,0.6
C06_no_window_expand,validation,config_scan,strong_coherent,NORMAL,medium,,,210,6,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.163976771690749,0.405894507461971,3,1,1
C07_topK_only,validation,config_scan,strong_coherent,NORMAL,medium,,,211,7,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.163976771690749,0.405894507461971,3,1,1
C08_safe_default,validation,config_scan,strong_coherent,NORMAL,medium,,,212,8,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.291732578768061,0.455031356337861,3,1,1
C09_gap_low,validation,config_scan,strong_coherent,EASY,high,,,213,9,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.025,0.35244190296553,2,0.65,0.65
C10_easy_top1_window075,validation,config_scan,strong_coherent,NORMAL,medium,,,214,10,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.163976771690749,0.405894507461971,3,1,1
C11_default_plus_low_conf,validation,config_scan,strong_coherent,NORMAL,medium,,,215,11,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.163976771690749,0.405894507461971,3,1,1
C12_balanced_candidate,validation,config_scan,strong_coherent,NORMAL,medium,,,216,12,8,20612617,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995419408733972,0.0023585687460427,0.00794935897704994,0,0.0161804396345576,0.163976771690749,0.405894507461971,3,1,1
C01_normal_only_control,calibration,config_scan,strong_coherent,NORMAL,medium,,,217,1,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.675,0.601805671481095,3,1,1
C02_easy_conservative,calibration,config_scan,strong_coherent,EASY,high,,,218,2,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,12974,7353,5621,0.648764876487649,1,1,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.025,0.351805671481095,2,0.75,0.75
C03_easy_moderate,calibration,config_scan,strong_coherent,EASY,high,,,219,3,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.025,0.351805671481095,2,0.65,0.65
C04_easy_aggressive,calibration,config_scan,strong_coherent,EASY,high,,,220,4,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,11126,7353,3773,0.556355635563556,1,0,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.025,0.351805671481095,1,0.65,0.65
C05_easy_very_aggressive,calibration,config_scan,strong_coherent,EASY,high,,,221,5,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0140712472794703,131461,19998,9729,7353,2376,0.486498649864986,1,1,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.025,0.351805671481095,1,0.6,0.6
C06_no_window_expand,calibration,config_scan,strong_coherent,EASY,high,,,222,6,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.025,0.351805671481095,2,0.65,0.65
C07_topK_only,calibration,config_scan,strong_coherent,EASY,high,,,223,7,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,12974,7353,5621,0.648764876487649,1,1,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.025,0.351805671481095,2,0.75,0.75
C08_safe_default,calibration,config_scan,strong_coherent,EASY,high,,,224,8,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,12974,7353,5621,0.648764876487649,1,1,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.025,0.351805671481095,2,0.75,0.75
C09_gap_low,calibration,config_scan,strong_coherent,EASY,high,,,225,9,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.036304269721343,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.025,0.351805671481095,2,0.65,0.65
C10_easy_top1_window075,calibration,config_scan,strong_coherent,EASY,high,,,226,10,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,11126,7353,3773,0.556355635563556,1,1,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.025,0.351805671481095,1,0.75,0.75
C11_default_plus_low_conf,calibration,config_scan,strong_coherent,NORMAL,medium,,,227,11,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.025,0.351805671481095,3,1,1
C12_balanced_candidate,calibration,config_scan,strong_coherent,EASY,high,,,228,12,9,20612618,1,0,0,7.365,8.635,10.125,10.495,1,1,1,1,0.0543139024560002,0.0543139024560002,0.0588387627334228,131461,19998,13667,7353,6314,0.683418341834183,1,0,0,0,0,0,0.994561632834761,0.00402548229957308,0.00860666774346293,0,0.0148363999557136,0.025,0.351805671481095,2,0.7,0.7
C01_normal_only_control,validation,config_scan,strong_coherent,NORMAL,medium,,,229,1,10,20612619,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995422763539087,0.00234114311415738,0.00794676014490584,0,0.0161804396345576,0.675,0.60244307714732,3,1,1
C02_easy_conservative,validation,config_scan,strong_coherent,NORMAL,medium,,,230,2,10,20612619,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995422763539087,0.00234114311415738,0.00794676014490584,0,0.0161804396345576,0.167752325265902,0.407347817634205,3,1,1
C03_easy_moderate,validation,config_scan,strong_coherent,NORMAL,medium,,,231,3,10,20612619,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995422763539087,0.00234114311415738,0.00794676014490584,0,0.0161804396345576,0.167752325265902,0.407347817634205,3,1,1
C04_easy_aggressive,validation,config_scan,strong_coherent,NORMAL,medium,,,232,4,10,20612619,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995422763539087,0.00234114311415738,0.00794676014490584,0,0.0161804396345576,0.167752325265902,0.407347817634205,3,1,1
C05_easy_very_aggressive,validation,config_scan,strong_coherent,EASY,high,,,233,5,10,20612619,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0140712472794703,131461,19998,9729,7353,2376,0.486498649864986,1,1,0,0,0,0,0.995422763539087,0.00234114311415738,0.00794676014490584,0,0.0161804396345576,0.167752325265902,0.407347817634205,1,0.6,0.6
C06_no_window_expand,validation,config_scan,strong_coherent,NORMAL,medium,,,234,6,10,20612619,1,0,0,7.365,8.635,10.495,10.125,-1,1,1,1,0.0543139024560002,0.0543139024560002,0.0543139024560002,131461,19998,19998,7353,12645,1,1,1,0,0,0,0,0.995422763539087,0.00234114311415738,0.00794676014490584,0,0.0161804396345576,0.167752325265902,0.407347817634205,3,1,1
