stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,36.7361539,0.45920192375,0.6003257,1.0697462,80
ranking_compare,19.0930059,0.23866257375,0.3411086,0.592071,80
build_candidate_score_pack,10.4416149,1.04416149,1.5483776,1.5483776,10
build_step11_input,0.0915503,0.00915503,0.0206675,0.0206675,10
run_step11_backend,0,0,0,0,10
