obs_id,chunk_id,total_chunks,run_tag,scenario_name,center_az,trial_id,quant_mode,stage_name,elapsed_sec,num_candidates,num_topK,score_lanes_assumed,comment
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,,build_step11_input,0.0481176,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,,build_candidate_score_pack,1.4682881,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,,build_step11_input,0.0186904,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,,build_candidate_score_pack,1.1454663,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,,build_step11_input,0.012562,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,,build_candidate_score_pack,1.1988331,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_weak_secondary_t0021,51,120,formal_tps30,weak_secondary,4,21,,build_step11_input,0.0176211,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_weak_secondary_t0021,51,120,formal_tps30,weak_secondary,4,21,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_weak_secondary_t0021,51,120,formal_tps30,weak_secondary,4,21,,build_candidate_score_pack,1.2316632,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_large_el_pair_t0021,51,120,formal_tps30,large_el_pair,4,21,,build_step11_input,0.0375422,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_large_el_pair_t0021,51,120,formal_tps30,large_el_pair,4,21,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_large_el_pair_t0021,51,120,formal_tps30,large_el_pair,4,21,,build_candidate_score_pack,1.250822,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,8,21,,build_step11_input,0.0083893,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,8,21,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,8,21,,build_candidate_score_pack,1.0255569,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,8,21,,build_step11_input,0.0069663,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,8,21,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,8,21,,build_candidate_score_pack,1.0865288,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,8,21,,build_step11_input,0.0086042,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,8,21,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,8,21,,build_candidate_score_pack,1.2881631,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_weak_secondary_t0021,51,120,formal_tps30,weak_secondary,15,21,,build_step11_input,0.0079911,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_weak_secondary_t0021,51,120,formal_tps30,weak_secondary,15,21,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_weak_secondary_t0021,51,120,formal_tps30,weak_secondary,15,21,,build_candidate_score_pack,1.0605246,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_large_el_pair_t0021,51,120,formal_tps30,large_el_pair,15,21,,build_step11_input,0.0070429,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_large_el_pair_t0021,51,120,formal_tps30,large_el_pair,15,21,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_large_el_pair_t0021,51,120,formal_tps30,large_el_pair,15,21,,build_candidate_score_pack,1.00001,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,double_baseline,score_recompute,0.4373774,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,double_baseline,ranking_compare,0.4044965,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,float32_all,score_recompute,0.6361462,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,float32_all,ranking_compare,0.3035871,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,combined_int16,score_recompute,0.701515,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,combined_int16,ranking_compare,0.2319642,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,combined_int18,score_recompute,0.5240437,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,combined_int18,ranking_compare,0.2248652,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,combined_int24,score_recompute,0.4600606,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,combined_int24,ranking_compare,0.2758276,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,mixed_Z16_G24_Rz24,score_recompute,0.53466,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,mixed_Z16_G24_Rz24,ranking_compare,0.2786443,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,combined_int14,score_recompute,0.5883278,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,combined_int14,ranking_compare,0.3039678,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,W_int18_G24_Z16,score_recompute,0.641248,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0021,51,120,formal_tps30,strong_coherent,0,21,W_int18_G24_Z16,ranking_compare,0.2857578,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,double_baseline,score_recompute,0.4729743,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,double_baseline,ranking_compare,0.2074331,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,float32_all,score_recompute,0.4115214,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,float32_all,ranking_compare,0.2174947,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,combined_int16,score_recompute,0.5033348,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,combined_int16,ranking_compare,0.2880514,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,combined_int18,score_recompute,0.5758506,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,combined_int18,ranking_compare,0.2487047,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,combined_int24,score_recompute,0.4845615,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,combined_int24,ranking_compare,0.2544185,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,mixed_Z16_G24_Rz24,score_recompute,0.4531291,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,mixed_Z16_G24_Rz24,ranking_compare,0.2101714,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,combined_int14,score_recompute,0.4153508,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,combined_int14,ranking_compare,0.2125456,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,W_int18_G24_Z16,score_recompute,0.5043963,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0021,51,120,formal_tps30,near_tie_close_sep,0,21,W_int18_G24_Z16,ranking_compare,0.2947605,7353,10,NaN,ranking and topK comparison
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,double_baseline,score_recompute,0.5508629,7353,10,NaN,Step12 quantized score recompute
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,double_baseline,ranking_compare,0.2637164,7353,10,NaN,ranking and topK comparison
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,float32_all,score_recompute,0.4590916,7353,10,NaN,Step12 quantized score recompute
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,float32_all,ranking_compare,0.2449496,7353,10,NaN,ranking and topK comparison
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,combined_int16,score_recompute,0.4404026,7353,10,NaN,Step12 quantized score recompute
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,combined_int16,ranking_compare,0.2072501,7353,10,NaN,ranking and topK comparison
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,combined_int18,score_recompute,0.4184919,7353,10,NaN,Step12 quantized score recompute
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,combined_int18,ranking_compare,0.2120767,7353,10,NaN,ranking and topK comparison
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,combined_int24,score_recompute,0.4142417,7353,10,NaN,Step12 quantized score recompute
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,combined_int24,ranking_compare,0.2088755,7353,10,NaN,ranking and topK comparison
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,mixed_Z16_G24_Rz24,score_recompute,0.4241482,7353,10,NaN,Step12 quantized score recompute
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,mixed_Z16_G24_Rz24,ranking_compare,0.308052,7353,10,NaN,ranking and topK comparison
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,combined_int14,score_recompute,0.5620353,7353,10,NaN,Step12 quantized score recompute
cp00p00_low_margin_score_gap_t0021,51,120,formal_tps30,low_margin_score_gap,0,21,combined_int14,ranking_compare,0.2326714,7353,10,NaN,ranking and topK comparison
