case_type,trial_index,scenario_name,quant_mode,metric_name,metric_value,topK_miss_count,argmax_changed_flag,score_gap_norm_baseline,score_gap_rel_error,max_clip_rate,note
max_topK_miss_count,1069,near_tie_close_sep,combined_int16,topK_miss_count,1,1,1,0.000566425299443317,0.00266706706770555,0,see trial CSV for full fields
argmax_changed_largest_baseline_gap,589,low_margin_score_gap,combined_int14,score_gap_norm_baseline,0.00158881364369144,0,1,0.00158881364369144,0.000510868375860306,0,see trial CSV for full fields
max_score_gap_rel_error,229,large_el_pair,combined_int14,score_gap_rel_error,0.0663481315456079,0,0,0.00034359980316562,0.0663481315456079,0,see trial CSV for full fields
policy_changed_sample,NaN,,,same_policy_flag,NaN,NaN,0,NaN,NaN,NaN,no matching sample
max_clip_or_overflow_sample,109,weak_secondary,double_baseline,max_clip_rate,0,0,0,0.000632167316089669,0,0,see trial CSV for full fields
