stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,23.8296095,0.29787011875,0.3188266,0.3509462,80
ranking_compare,12.1921063,0.15240132875,0.1659672,0.190334,80
build_candidate_score_pack,7.6267387,0.76267387,0.8600801,0.8600801,10
build_step11_input,0.0628144,0.00628144,0.0105274,0.0105274,10
run_step11_backend,0,0,0,0,10
