trial_index,rng_seed,scenario_name,SNR_dB,az_sep_deg,beta,rho,phase_deg,az_truth,el_truth,route_name,status,confidence,az_est,el_est,success,false_high,boundary_missed,reject_reason,light_route_name,light_status,light_confidence,music_peak_count,music_peak_sep_deg,music_peak2_ratio,music_reliable_flag,common_el_proxy_flag,common_el_proxy_failure_reason,refocus_score,refocus_score_gap,refocus_best_az_pair,refocus_truth_az_error,refocus_candidate_correct_but_rejected,truth_pair_in_refocus_top1,truth_pair_in_refocus_top3,truth_pair_in_refocus_top5,rank1_score,rank1_score_gap,rank1_residual,rank1_best_az_pair,rank1_truth_az_error,rank1_route_reliable,rank1_candidate_correct_but_rejected,truth_pair_in_rank1_top1,truth_pair_in_rank1_top3,truth_pair_in_rank1_top5,low_cost_boundary_flag,boundary_unreliable_flag,final_step87_route,final_confidence_flag,final_failure_reason,rank1_failure_reason,runtime_sec
571,910272,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.66769350732731,0,0,refocus_sharpness_below_proxy_gate,1.08520847887278e-05,0.0215439978623308,[-0.44 0.44],0.039999999999992,1,1,1,1,1.08520847887278e-05,0.0215439978623308,1.08520847887278e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1943766
572,910273,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.77855595024286,0,0,refocus_sharpness_below_proxy_gate,1.15308245111306e-05,0.00397378405112674,[-0.44 0.44],0.039999999999992,1,1,1,1,1.15308245111306e-05,0.00397378405112674,1.15308245111306e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.189936
573,910274,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.778120682001439,0,0,refocus_sharpness_below_proxy_gate,1.12402112238742e-05,0.00367474087413285,[-0.46 0.46],0.0600000000000023,1,0,1,1,1.12402112238742e-05,0.00367474087413285,1.12402112238742e-05,[-0.46 0.46],0.0600000000000023,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1953856
574,910275,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.612143304344715,0,0,refocus_sharpness_below_proxy_gate,1.06994473296855e-05,0.05218986254579,[-0.44 0.44],0.039999999999992,1,1,1,1,1.06994473296855e-05,0.05218986254579,1.06994473296855e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1901711
575,910276,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.904282026264398,0,0,refocus_sharpness_below_proxy_gate,1.10981261971257e-05,0.0260394851231912,[-0.44 0.44],0.039999999999992,1,1,1,1,1.10981261971257e-05,0.0260394851231912,1.10981261971257e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1935989
576,910277,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.593609051629589,0,0,refocus_sharpness_below_proxy_gate,1.14526386100518e-05,0.0146378055655725,[-0.44 0.44],0.039999999999992,1,1,1,1,1.14526386100518e-05,0.0146378055655725,1.14526386100518e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1931792
577,910278,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.7,0.591289913845708,0,0,refocus_sharpness_below_proxy_gate,1.07986594610659e-05,0.0254724411749635,[-0.44 0.44],0.039999999999992,1,1,1,1,1.07986594610659e-05,0.0254724411749635,1.07986594610659e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1899918
578,910279,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.44334977016735,0,0,refocus_sharpness_below_proxy_gate,1.08044160273911e-05,0.0395615436136637,[-0.44 0.44],0.039999999999992,1,1,1,1,1.08044160273911e-05,0.0395615436136637,1.08044160273911e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1912409
579,910280,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.726539794616271,0,0,refocus_sharpness_below_proxy_gate,1.12747112159324e-05,0.0439733412654131,[-0.44 0.44],0.039999999999992,1,1,1,1,1.12747112159324e-05,0.0439733412654131,1.12747112159324e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1964404
580,910281,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.774591428594286,0,0,refocus_sharpness_below_proxy_gate,1.13107191358939e-05,0.022519583542204,[-0.44 0.44],0.039999999999992,1,1,1,1,1.13107191358939e-05,0.022519583542204,1.13107191358939e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1964603
581,910282,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.585347535877125,0,0,refocus_sharpness_below_proxy_gate,1.13139392641883e-05,0.0237986112837036,[-0.44 0.44],0.039999999999992,1,1,1,1,1.13139392641883e-05,0.0237986112837036,1.13139392641883e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.196909
582,910283,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.804041067530942,0,0,refocus_sharpness_below_proxy_gate,1.12748604793218e-05,0.00985586000939788,[-0.44 0.44],0.039999999999992,1,1,1,1,1.12748604793218e-05,0.00985586000939788,1.12748604793218e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1926737
583,910284,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.619312142880651,0,0,refocus_sharpness_below_proxy_gate,1.09618487406348e-05,0.04172471055417,[-0.44 0.44],0.039999999999992,1,1,1,1,1.09618487406348e-05,0.04172471055417,1.09618487406348e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1910031
584,910285,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.728247283838731,0,0,refocus_sharpness_below_proxy_gate,1.13751978221826e-05,0.00774847761682774,[-0.44 0.44],0.039999999999992,1,1,1,1,1.13751978221826e-05,0.00774847761682774,1.13751978221826e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1921403
585,910286,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.66,0.32398697781643,0,0,refocus_sharpness_below_proxy_gate,1.11502897280674e-05,0.0414724343898424,[-0.44 0.44],0.039999999999992,1,1,1,1,1.11502897280674e-05,0.0414724343898424,1.11502897280674e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1955184
586,910287,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.66,0.857975136557387,0,0,refocus_sharpness_below_proxy_gate,1.14912538663218e-05,0.013011953986329,[-0.44 0.44],0.039999999999992,1,1,1,1,1.14912538663218e-05,0.013011953986329,1.14912538663218e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1968481
587,910288,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.783670333634821,0,0,refocus_sharpness_below_proxy_gate,1.16107447061856e-05,0.045859339750121,[-0.44 0.44],0.039999999999992,1,1,1,1,1.16107447061856e-05,0.045859339750121,1.16107447061856e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1930404
588,910289,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.961549397960351,0,0,refocus_sharpness_below_proxy_gate,1.16056434010252e-05,0.00891849978663598,[-0.44 0.44],0.039999999999992,1,1,1,1,1.16056434010252e-05,0.00891849978663598,1.16056434010252e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1928225
589,910290,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.812784858628182,0,0,refocus_sharpness_below_proxy_gate,1.08989975669396e-05,0.0115344993851905,[-0.44 0.44],0.039999999999992,1,1,1,1,1.08989975669396e-05,0.0115344993851905,1.08989975669396e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1933213
590,910291,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.76021555278698,0,0,refocus_sharpness_below_proxy_gate,1.09268764726205e-05,0.00974527956120741,[-0.46 0.46],0.0600000000000023,1,0,1,1,1.09268764726205e-05,0.00974527956120741,1.09268764726205e-05,[-0.46 0.46],0.0600000000000023,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1947687
591,910292,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.7,0.584602005923107,0,0,refocus_sharpness_below_proxy_gate,1.10112689479313e-05,0.0535704704103207,[-0.44 0.44],0.039999999999992,1,1,1,1,1.10112689479313e-05,0.0535704704103207,1.10112689479313e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1936402
592,910293,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.925348123739145,0,0,refocus_sharpness_below_proxy_gate,1.13278884266323e-05,0.0280173234835999,[-0.44 0.44],0.039999999999992,1,1,1,1,1.13278884266323e-05,0.0280173234835999,1.13278884266323e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1908847
593,910294,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.844769060920415,0,0,refocus_sharpness_below_proxy_gate,1.12686305772163e-05,0.0150050012290082,[-0.44 0.44],0.039999999999992,1,1,1,1,1.12686305772163e-05,0.0150050012290082,1.12686305772163e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.196859
594,910295,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.430791792676286,0,0,refocus_sharpness_below_proxy_gate,1.13822269023072e-05,0.0105555556088135,[-0.44 0.44],0.039999999999992,1,1,1,1,1.13822269023072e-05,0.0105555556088135,1.13822269023072e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1895541
595,910296,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.7,0.561277936077399,0,0,refocus_sharpness_below_proxy_gate,1.08427447961307e-05,0.0131631918179216,[-0.44 0.44],0.039999999999992,1,1,1,1,1.08427447961307e-05,0.0131631918179216,1.08427447961307e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1953428
596,910297,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.998470611282247,0,0,refocus_sharpness_below_proxy_gate,1.10063848428463e-05,0.0247967162270974,[-0.44 0.44],0.039999999999992,1,1,1,1,1.10063848428463e-05,0.0247967162270974,1.10063848428463e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1888697
597,910298,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.810950881818274,0,0,refocus_sharpness_below_proxy_gate,1.1189734789423e-05,0.0115255092752642,[-0.44 0.44],0.039999999999992,1,1,1,1,1.1189734789423e-05,0.0115255092752642,1.1189734789423e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1918411
598,910299,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.970022421597053,0,0,refocus_sharpness_below_proxy_gate,1.08013019163968e-05,0.0165761711746631,[-0.44 0.44],0.039999999999992,1,1,1,1,1.08013019163968e-05,0.0165761711746631,1.08013019163968e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1934983
599,910300,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.68,0.367065533103536,0,0,refocus_sharpness_below_proxy_gate,1.09393048536565e-05,0.00996396748731416,[-0.44 0.44],0.039999999999992,1,1,1,1,1.09393048536565e-05,0.00996396748731416,1.09393048536565e-05,[-0.44 0.44],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.19109
600,910301,close_coherent_pair,16,0.8,1,1,60,[-0.4 0.4],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.7,0.392467889733083,0,0,refocus_sharpness_below_proxy_gate,1.09671317576849e-05,0.0194268286219646,[-0.46 0.46],0.0600000000000023,1,0,1,1,1.09671317576849e-05,0.0194268286219646,1.09671317576849e-05,[-0.46 0.46],0.0600000000000023,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1945944
601,910302,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.83537351428713e-06,0.13576106142761,[-0.14 0.1],0.0250000000000057,1,1,1,1,1.83537351428713e-06,0.13576106142761,1.83537351428713e-06,[-0.14 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1937187
602,910303,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.76063992357046e-06,0.12622637176692,[-0.08 0.06],0.0649999999999977,1,0,1,1,1.76063992357046e-06,0.12622637176692,1.76063992357046e-06,[-0.08 0.06],0.0649999999999977,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1917835
603,910304,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.13077932619085e-06,0.0449437498667741,[-0.14 0.12],0.0149999999999864,1,1,1,1,3.13077932619085e-06,0.0449437498667741,3.13077932619085e-06,[-0.14 0.12],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1936683
604,910305,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.23726710387118e-06,0.10502342547073,[-0.12 0.08],0.0449999999999875,1,1,1,1,2.23726710387118e-06,0.10502342547073,2.23726710387118e-06,[-0.12 0.08],0.0449999999999875,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1912222
605,910306,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.2386356306128e-06,0.337913699483689,[-0.18 0.16],0.0550000000000068,1,0,1,1,1.2386356306128e-06,0.337913699483689,1.2386356306128e-06,[-0.18 0.16],0.0550000000000068,1,1,0,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1968507
606,910307,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.59106966048467e-07,2.59610767272228,[-0.14 0.12],0.0149999999999864,1,1,1,1,1.59106966048467e-07,2.59610767272228,1.59106966048467e-07,[-0.14 0.12],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.190977
607,910308,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.375566036338e-06,0.309357372796339,[-0.1 0.08],0.0449999999999875,1,1,1,1,1.375566036338e-06,0.309357372796339,1.375566036338e-06,[-0.1 0.08],0.0449999999999875,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1945244
608,910309,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.41096346768699e-06,0.00396305372919591,[-0.16 0.14],0.0349999999999966,1,1,1,1,2.41096346768699e-06,0.00396305372919591,2.41096346768699e-06,[-0.16 0.14],0.0349999999999966,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2235137
609,910310,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,6.34101597852162e-07,0.364453010669799,[-0.14 0.12],0.0149999999999864,1,1,1,1,6.34101597852162e-07,0.364453010669799,6.34101597852162e-07,[-0.14 0.12],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2389222
610,910311,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.17226228135411e-06,0.0633500622454671,[-0.08 0.06],0.0649999999999977,0,0,0,0,3.17226228135411e-06,0.0633500622454671,3.17226228135411e-06,[-0.08 0.06],0.0649999999999977,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2151564
611,910312,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.34325812226325e-06,0.120935818347771,[-0.2 0.16],0.0749999999999886,0,0,0,1,2.34325812226325e-06,0.120935818347771,2.34325812226325e-06,[-0.2 0.16],0.0749999999999886,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.218198
612,910313,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.74430278044161e-06,0.0482493381763339,[-0.14 0.1],0.0250000000000057,1,1,1,1,2.74430278044161e-06,0.0482493381763339,2.74430278044161e-06,[-0.14 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2028727
613,910314,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.70581965895069e-06,0.0234583106096011,[-0.14 0.1],0.0250000000000057,1,1,1,1,1.70581965895069e-06,0.0234583106096011,1.70581965895069e-06,[-0.14 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1967695
614,910315,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.07572948394677e-06,0.0110430216755325,[-0.16 0.14],0.0349999999999966,1,1,1,1,3.07572948394677e-06,0.0110430216755325,3.07572948394677e-06,[-0.16 0.14],0.0349999999999966,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.207597
615,910316,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.54727776116968e-06,0.0174925656297871,[-0.18 0.16],0.0550000000000068,1,0,1,1,2.54727776116968e-06,0.0174925656297871,2.54727776116968e-06,[-0.18 0.16],0.0550000000000068,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2013314
616,910317,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.20280000307586e-06,0.0525157267660905,[-0.1 0.06],0.0649999999999977,1,0,1,1,2.20280000307586e-06,0.0525157267660905,2.20280000307586e-06,[-0.1 0.06],0.0649999999999977,1,1,0,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.192595
617,910318,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.6797869882573e-06,0.0662514177643428,[-0.12 0.1],0.0250000000000057,1,1,1,1,1.6797869882573e-06,0.0662514177643428,1.6797869882573e-06,[-0.12 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1982237
618,910319,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.59335872078799e-06,0.0313641620521594,[-0.18 0.14],0.0550000000000068,1,0,1,1,3.59335872078799e-06,0.0313641620521594,3.59335872078799e-06,[-0.18 0.14],0.0550000000000068,1,0,0,0,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1923549
619,910320,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.34907320413749e-06,0.179880443249003,[-0.12 0.08],0.0449999999999875,1,1,1,1,1.34907320413749e-06,0.179880443249003,1.34907320413749e-06,[-0.12 0.08],0.0449999999999875,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1896996
620,910321,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.96051154638329e-06,0.171122341945914,[-0.14 0.12],0.0149999999999864,1,1,1,1,1.96051154638329e-06,0.171122341945914,1.96051154638329e-06,[-0.14 0.12],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1918108
621,910322,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.09456771561057e-06,0.0242796390739244,[-0.12 0.1],0.0250000000000057,1,1,1,1,2.09456771561057e-06,0.0242796390739244,2.09456771561057e-06,[-0.12 0.1],0.0250000000000057,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1916078
622,910323,medium_beta_pair,8,0.25,0.8,1,0,[-0.125 0.125],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.30349406133262e-06,0.139498108825936,[-0.14 0.12],0.0149999999999864,1,1,1,1,1.30349406133262e-06,0.139498108825936,1.30349406133262e-06,[-0.14 0.12],0.0149999999999864,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1915019
