trial_index,rng_seed,scenario_name,SNR_dB,az_sep_deg,beta,rho,phase_deg,az_truth,el_truth,route_name,status,confidence,az_est,el_est,success,false_high,boundary_missed,reject_reason,light_route_name,light_status,light_confidence,music_peak_count,music_peak_sep_deg,music_peak2_ratio,music_reliable_flag,common_el_proxy_flag,common_el_proxy_failure_reason,refocus_score,refocus_score_gap,refocus_best_az_pair,refocus_truth_az_error,refocus_candidate_correct_but_rejected,truth_pair_in_refocus_top1,truth_pair_in_refocus_top3,truth_pair_in_refocus_top5,rank1_score,rank1_score_gap,rank1_residual,rank1_best_az_pair,rank1_truth_az_error,rank1_route_reliable,rank1_candidate_correct_but_rejected,truth_pair_in_rank1_top1,truth_pair_in_rank1_top3,truth_pair_in_rank1_top5,low_cost_boundary_flag,boundary_unreliable_flag,final_step87_route,final_confidence_flag,final_failure_reason,rank1_failure_reason,runtime_sec
178,909879,close_coherent_pair,8,0.4,1,1,60,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.32,0.51532910076379,0,0,refocus_sharpness_below_proxy_gate,1.32976741395225e-06,0.167615187317063,[-0.22 0.22],0.0200000000000102,1,1,1,1,1.32976741395225e-06,0.167615187317063,1.32976741395225e-06,[-0.22 0.22],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1913312
179,909880,close_coherent_pair,8,0.4,1,1,60,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.22,0.222660295267898,0,0,refocus_sharpness_below_proxy_gate,6.8494439698105e-07,0.337766922782667,[-0.18 0.18],0.0200000000000102,1,1,1,1,6.8494439698105e-07,0.337766922782667,6.8494439698105e-07,[-0.18 0.18],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1903872
180,909881,close_coherent_pair,8,0.4,1,1,60,[-0.2 0.2],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.38,0.19098500549185,0,0,refocus_sharpness_below_proxy_gate,7.32386330817569e-07,0.140528827244612,[-0.24 0.24],0.039999999999992,1,1,1,1,7.32386330817569e-07,0.140528827244612,7.32386330817569e-07,[-0.24 0.24],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1887252
181,909882,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.4576479416459e-07,0.025933274338651,[-0.32 0.32],0.0200000000000102,1,1,1,1,3.4576479416459e-07,0.025933274338651,3.4576479416459e-07,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1888861
182,909883,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.83299301228493e-06,0.031019673105625,[-0.3 0.3],0,1,1,1,1,2.83299301228493e-06,0.031019673105625,2.83299301228493e-06,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1928483
183,909884,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,1537225142.23758,[-0.3 0.3],0,1,1,1,1,0,1537225142.23758,0,[-0.3 0.3],0,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1874541
184,909885,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,7.27632893394706e-07,0.253754244505083,[-0.3 0.3],0,1,1,1,1,7.27632893394706e-07,0.253754244505083,7.27632893394706e-07,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1905691
185,909886,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.45691017757866e-07,0.147798713882127,[-0.28 0.28],0.0200000000000102,1,1,1,1,1.45691017757866e-07,0.147798713882127,1.45691017757866e-07,[-0.28 0.28],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1863727
186,909887,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,7.11717036536912e-09,43.0178993317072,[-0.28 0.28],0.0200000000000102,1,1,1,1,7.11717036536912e-09,43.0178993317072,7.11717036536912e-09,[-0.28 0.28],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1904255
187,909888,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,1547455487.83457,[-0.3 0.3],0,1,1,1,1,0,1547455487.83457,0,[-0.3 0.3],0,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1967326
188,909889,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,7.44830375708075e-07,0.344268373472098,[-0.32 0.32],0.0200000000000102,1,1,1,1,7.44830375708075e-07,0.344268373472098,7.44830375708075e-07,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1889928
189,909890,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,482746200.333265,[-0.3 0.3],0,1,1,1,1,0,482746200.333265,0,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.188848
190,909891,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.44811781041506e-07,0.243885388686228,[-0.28 0.28],0.0200000000000102,1,1,1,1,3.44811781041506e-07,0.243885388686228,3.44811781041506e-07,[-0.28 0.28],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1927914
191,909892,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,478028069.361334,[-0.3 0.3],0,1,1,1,1,0,478028069.361334,0,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1907288
192,909893,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.26724756787145e-06,0.0255607163804356,[-0.3 0.3],0,1,1,1,1,1.26724756787145e-06,0.0255607163804356,1.26724756787145e-06,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1928132
193,909894,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,4.55979428054586e-08,8.43505368278118,[-0.28 0.28],0.0200000000000102,1,1,1,1,4.55979428054586e-08,8.43505368278118,4.55979428054586e-08,[-0.28 0.28],0.0200000000000102,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.2118843
194,909895,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.3199880039329e-07,0.629968335259697,[-0.3 0.3],0,1,1,1,1,2.3199880039329e-07,0.629968335259697,2.3199880039329e-07,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2134541
195,909896,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.04028902634264e-07,2.22420004788445,[-0.3 0.3],0,1,1,1,1,1.04028902634264e-07,2.22420004788445,1.04028902634264e-07,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2165519
196,909897,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,1341419069.43967,[-0.28 0.28],0.0200000000000102,1,1,1,1,0,1341419069.43967,0,[-0.28 0.28],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2198244
197,909898,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,7.30760348397785e-07,0.769275478354249,[-0.28 0.28],0.0200000000000102,1,1,1,1,7.30760348397785e-07,0.769275478354249,7.30760348397785e-07,[-0.28 0.28],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2006722
198,909899,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,6.19864803454684e-07,0.296214131771957,[-0.32 0.32],0.0200000000000102,1,1,1,1,6.19864803454684e-07,0.296214131771957,6.19864803454684e-07,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1875223
199,909900,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,1016583813.22718,[-0.32 0.32],0.0200000000000102,1,1,1,1,0,1016583813.22718,0,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2062311
200,909901,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.52984188635593e-07,0.430160418093178,[-0.32 0.32],0.0200000000000102,1,1,1,1,2.52984188635593e-07,0.430160418093178,2.52984188635593e-07,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2040549
201,909902,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,8.37759500485391e-07,0.0244211935418357,[-0.3 0.3],0,1,1,1,1,8.37759500485391e-07,0.0244211935418357,8.37759500485391e-07,[-0.3 0.3],0,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.2002844
202,909903,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,4.21241546697359e-07,0.043577770162302,[-0.3 0.3],0,1,1,1,1,4.21241546697359e-07,0.043577770162302,4.21241546697359e-07,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1920516
203,909904,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,6.91331253894395e-08,2.2736004716388,[-0.3 0.3],0,1,1,1,1,6.91331253894395e-08,2.2736004716388,6.91331253894395e-08,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1888462
204,909905,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,1.77088710012451e-07,0.329549728566841,[-0.3 0.3],0,1,1,1,1,1.77088710012451e-07,0.329549728566841,1.77088710012451e-07,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1904237
205,909906,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,430187366.051828,[-0.32 0.32],0.0200000000000102,1,1,1,1,0,430187366.051828,0,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1920128
206,909907,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,4.06586118502893e-08,7.16946014374374,[-0.3 0.3],0,1,1,1,1,4.06586118502893e-08,7.16946014374374,4.06586118502893e-08,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1924309
207,909908,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,0,813027568.064233,[-0.3 0.3],0,1,1,1,1,0,813027568.064233,0,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1874008
208,909909,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,2.30802757923344e-07,1.99668551494739,[-0.3 0.3],0,1,1,1,1,2.30802757923344e-07,1.99668551494739,2.30802757923344e-07,[-0.3 0.3],0,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1914479
209,909910,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,3.76891279705312e-07,0.555947564327407,[-0.32 0.32],0.0200000000000102,1,1,1,1,3.76891279705312e-07,0.555947564327407,3.76891279705312e-07,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.187855
210,909911,close_coherent_pair,8,0.6,1,1,0,[-0.3 0.3],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,1,NaN,0,0,0,refocus_sharpness_below_proxy_gate,9.70878763980014e-08,2.06294360322653,[-0.32 0.32],0.0200000000000102,1,1,1,1,9.70878763980014e-08,2.06294360322653,9.70878763980014e-08,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,1,1,boundary_unreliable,low,boundary_unreliable,ok,0.1940778
211,909912,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.5,0.613300750027183,0,0,refocus_sharpness_below_proxy_gate,4.15933020593704e-06,0.0291379189097935,[-0.32 0.32],0.0200000000000102,1,1,1,1,4.15933020593704e-06,0.0291379189097935,4.15933020593704e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2138991
212,909913,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,2,0.52,0.769991196983709,0,0,refocus_sharpness_below_proxy_gate,4.15487877413837e-06,0.0125944160635013,[-0.32 0.32],0.0200000000000102,1,1,1,1,4.15487877413837e-06,0.0125944160635013,4.15487877413837e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,1,boundary_unreliable,low,boundary_unreliable,ok,0.291762
213,909914,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.5,0.471362678551731,0,0,refocus_sharpness_below_proxy_gate,4.16807470916815e-06,0.0502790326620342,[-0.32 0.32],0.0200000000000102,1,1,1,1,4.16807470916815e-06,0.0502790326620342,4.16807470916815e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.221854
214,909915,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,2,0.52,0.702846860401808,0,0,refocus_sharpness_below_proxy_gate,3.95194731748785e-06,0.0552425951636919,[-0.34 0.34],0.039999999999992,1,1,1,1,3.95194731748785e-06,0.0552425951636919,3.95194731748785e-06,[-0.34 0.34],0.039999999999992,1,1,1,1,1,0,1,boundary_unreliable,low,boundary_unreliable,ok,0.2357061
215,909916,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.56,0.304226278745955,0,0,refocus_sharpness_below_proxy_gate,3.94668350643897e-06,0.0187637227076936,[-0.34 0.34],0.039999999999992,1,1,1,1,3.94668350643897e-06,0.0187637227076936,3.94668350643897e-06,[-0.34 0.34],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2143855
216,909917,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.52,0.563927784499546,0,0,refocus_sharpness_below_proxy_gate,4.02808164215345e-06,0.0514637670036083,[-0.32 0.32],0.0200000000000102,1,1,1,1,4.02808164215345e-06,0.0514637670036083,4.02808164215345e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1944005
217,909918,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.5,0.885004347836981,0,0,refocus_sharpness_below_proxy_gate,3.81084364626973e-06,0.114758216682646,[-0.32 0.32],0.0200000000000102,1,1,1,1,3.81084364626973e-06,0.114758216682646,3.81084364626973e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2026364
218,909919,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.52,0.752746817215481,0,0,refocus_sharpness_below_proxy_gate,3.70408638680242e-06,0.145772255050184,[-0.32 0.32],0.0200000000000102,1,1,1,1,3.70408638680242e-06,0.145772255050184,3.70408638680242e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2281043
219,909920,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.5,0.62626785905253,0,0,refocus_sharpness_below_proxy_gate,4.07747055331438e-06,0.00412464849555948,[-0.32 0.32],0.0200000000000102,1,1,1,1,4.07747055331438e-06,0.00412464849555948,4.07747055331438e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2172322
220,909921,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.46,0.935959002016084,0,0,refocus_sharpness_below_proxy_gate,4.39759893739619e-06,0.105045324054786,[-0.28 0.28],0.0200000000000102,1,1,1,1,4.39759893739619e-06,0.105045324054786,4.39759893739619e-06,[-0.28 0.28],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2108137
221,909922,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.5,0.607086071870527,0,0,refocus_sharpness_below_proxy_gate,3.81032003809047e-06,0.0310518896017005,[-0.32 0.32],0.0200000000000102,1,1,1,1,3.81032003809047e-06,0.0310518896017005,3.81032003809047e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.216582
222,909923,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.52,0.570083007440665,0,0,refocus_sharpness_below_proxy_gate,4.47657061873677e-06,0.0276304609646735,[-0.32 0.32],0.0200000000000102,1,1,1,1,4.47657061873677e-06,0.0276304609646735,4.47657061873677e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2104806
223,909924,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.52,0.577892304645148,0,0,refocus_sharpness_below_proxy_gate,3.47004519171671e-06,0.134393970066136,[-0.34 0.34],0.039999999999992,1,1,1,1,3.47004519171671e-06,0.134393970066136,3.47004519171671e-06,[-0.34 0.34],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1970265
224,909925,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.54,0.800776333579588,0,0,refocus_sharpness_below_proxy_gate,4.68109498809572e-06,0.00944282473984936,[-0.34 0.34],0.039999999999992,1,1,1,1,4.68109498809572e-06,0.00944282473984936,4.68109498809572e-06,[-0.34 0.34],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1963767
225,909926,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.54,0.384982061279385,0,0,refocus_sharpness_below_proxy_gate,3.68433254142479e-06,0.0715331178047528,[-0.34 0.34],0.039999999999992,1,1,1,1,3.68433254142479e-06,0.0715331178047528,3.68433254142479e-06,[-0.34 0.34],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.202695
226,909927,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.5,0.874749163913341,0,0,refocus_sharpness_below_proxy_gate,3.99977436556588e-06,0.0169137012393676,[-0.32 0.32],0.0200000000000102,1,1,1,1,3.99977436556588e-06,0.0169137012393676,3.99977436556588e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.1913793
227,909928,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.52,0.630601298872976,0,0,refocus_sharpness_below_proxy_gate,5.16393425770286e-06,0.0200376970177155,[-0.34 0.34],0.039999999999992,1,1,1,1,5.16393425770286e-06,0.0200376970177155,5.16393425770286e-06,[-0.34 0.34],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2061932
228,909929,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],boundary_unreliable,rejected,low,[],[],0,0,0,boundary_unreliable,low_confidence,rejected,low,2,0.52,0.975817489740954,0,0,refocus_sharpness_below_proxy_gate,3.7092980007974e-06,0.0294750429411499,[-0.32 0.32],0.0200000000000102,1,1,1,1,3.7092980007974e-06,0.0294750429411499,3.7092980007974e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,1,boundary_unreliable,low,boundary_unreliable,ok,0.2132191
229,909930,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.48,0.690358219412664,0,0,refocus_sharpness_below_proxy_gate,3.84456012003573e-06,0.0196959586732438,[-0.32 0.32],0.0200000000000102,1,1,1,1,3.84456012003573e-06,0.0196959586732438,3.84456012003573e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2093752
230,909931,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.48,0.898448265447711,0,0,refocus_sharpness_below_proxy_gate,3.63379873209358e-06,0.0787259403471646,[-0.32 0.32],0.0200000000000102,1,1,1,1,3.63379873209358e-06,0.0787259403471646,3.63379873209358e-06,[-0.32 0.32],0.0200000000000102,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2248051
231,909932,close_coherent_pair,8,0.6,1,1,60,[-0.3 0.3],[0 0],low_confidence,rejected,low,[],[],0,0,0,no_reliable_observable_route,low_confidence,rejected,low,2,0.52,0.996364931982545,0,0,refocus_sharpness_below_proxy_gate,4.36409076534254e-06,0.119988632415121,[-0.34 0.34],0.039999999999992,1,1,1,1,4.36409076534254e-06,0.119988632415121,4.36409076534254e-06,[-0.34 0.34],0.039999999999992,1,1,1,1,1,0,0,low_confidence,low,no_reliable_observable_route,ok,0.2034641
