stage,group,case_name,el_b_deg,el_diff_deg,el_mismatch_deg,beta,phi_deg,rho,weak_target_truth_flag,anti_phase_truth_flag,large_el_truth_flag,common_el_truth_flag,snr_db,route_name,raw_success_rate,az_tol_success_rate_abs01,el_tol_success_rate_abs05,joint_tol_success_rate,az_rmse_deg,el_rmse_deg,pair_2d_rmse,peak_count_mean,degraded_rate,route_failure_reason,mean_objective_true_pair,mean_objective_best,objective_margin,objective_true_rank_median,el_hat_mean,el_hat_error_mean,el_hat_error_abs_mean,focused_power_peak_sharpness,lambda1_peak_sharpness,rank1_objective_valley_width_el,rank1_objective_selected_el_rank,el_selection_method,el_common_est_mean,el_common_est_error,recommended_route,confidence_flag,recommended_route_success_rate,weak_target_boundary_rate,anti_phase_boundary_rate,low_confidence_rate
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,8,level2_rank1_fallback,1,1,1,1,0.0289734733039988,0,0.0289734733039988,2,0,ok,1.76230307327661e-07,5.03940932899247e-08,1.25836214037737e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,8,common_el_refocus_power_rank1,1,1,1,1,0.0289734733039988,0,0.0289734733039988,2,0,ok,1.76230307327661e-07,5.03940932899247e-08,1.25836214037737e-07,NaN,0,0,0,0.0791000588667292,0.0794451503042957,NaN,NaN,focused_power,0,0,,,1,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,8,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,8,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,8,dispatch_recommended_route,1,0.96,1,0.96,0.0453686625576301,0,0.0453686625576301,2,0.04,ok,1.88181507194651e-07,4.41898295660378e-08,1.43991677628613e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,music,high,0.96,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,16,level2_music_or_center_real,1,1,1,1,0.0227472482969461,0,0.0227472482969461,2,0,ok,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,16,level2_rank1_fallback,1,1,1,1,0.0198714377093306,0,0.0198714377093306,2,0,ok,1.38333838602014e-07,4.1952013250976e-08,9.63818253510376e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,16,common_el_refocus_power_rank1,1,1,1,1,0.0198714377093306,0,0.0198714377093306,2,0,ok,1.38333838602014e-07,4.1952013250976e-08,9.63818253510376e-08,NaN,0,0,0,0.0795032923969256,0.0795598872290918,NaN,NaN,focused_power,0,0,,,1,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,16,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,16,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,16,dispatch_recommended_route,1,1,1,1,0.0227472482969461,0,0.0227472482969461,2,0,ok,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,music,high,1,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,0,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,0,level2_rank1_fallback,1,1,1,1,0.0358265266960012,0,0.0358265266960012,2,0,ok,4.35211898639146e-07,2.39979901741525e-07,1.9523199689762e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,0,common_el_refocus_power_rank1,1,1,1,1,0.0358265266960012,0,0.0358265266960012,2,0,ok,4.35211898639146e-07,2.39979901741525e-07,1.9523199689762e-07,NaN,0,0,0,0.0768225406690082,0.079001716894909,NaN,NaN,focused_power,0,0,,,1,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,0,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,0,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,0,dispatch_recommended_route,1,1,1,1,0.0358265266960012,0,0.0358265266960012,2,0,ok,4.35211898639146e-07,2.39979901741525e-07,1.9523199689762e-07,NaN,0,0,0,0.0768225406690082,0.079001716894909,NaN,NaN,focused_power,0,0,common_el_refocus_rank1,high,1,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,8,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,8,level2_rank1_fallback,1,1,1,1,0.0246183843173283,0,0.0246183843173283,2,0,ok,8.14406986097862e-08,8.4609046771282e-09,7.2979793932658e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,8,common_el_refocus_power_rank1,1,1,1,1,0.0246183843173283,0,0.0246183843173283,2,0,ok,8.14406986097862e-08,8.4609046771282e-09,7.2979793932658e-08,NaN,0,0,0,0.0790803144731927,0.0794304735674998,NaN,NaN,focused_power,0,0,,,1,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,8,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,8,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,8,dispatch_recommended_route,1,1,1,1,0.0246183843173283,0,0.0246183843173283,2,0,ok,8.14406986097862e-08,8.4609046771282e-09,7.2979793932658e-08,NaN,0,0,0,0.0790803144731927,0.0794304735674998,NaN,NaN,focused_power,0,0,common_el_refocus_rank1,high,1,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,level2_rank1_fallback,1,1,1,1,0.0261428754186612,0,0.0261428754186612,2,0,ok,3.2812643627007e-08,6.79121697684169e-09,2.60214266501653e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,common_el_refocus_power_rank1,1,1,1,1,0.0261428754186612,0,0.0261428754186612,2,0,ok,3.2812643627007e-08,6.79121697684169e-09,2.60214266501653e-08,NaN,0,0,0,0.0795101470988466,0.0795630603233749,NaN,NaN,focused_power,0,0,,,1,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,dispatch_recommended_route,1,1,1,1,0.0261428754186612,0,0.0261428754186612,2,0,ok,3.2812643627007e-08,6.79121697684169e-09,2.60214266501653e-08,NaN,0,0,0,0.0795101470988466,0.0795630603233749,NaN,NaN,focused_power,0,0,common_el_refocus_rank1,high,1,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,0,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,0,level2_rank1_fallback,1,0.92,1,0.92,0.036020661963176,0,0.036020661963176,2,0.08,ok,2.79632946160827e-05,2.57534947651644e-06,2.53879451395663e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.92,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,0,common_el_refocus_power_rank1,1,0.92,1,0.92,0.036020661963176,0,0.036020661963176,2,0.08,ok,2.79632946160827e-05,2.57534947651644e-06,2.53879451395663e-05,NaN,0,0,0,0.0768645755836221,0.0791117628698433,NaN,NaN,focused_power,0,0,,,0.92,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,0,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,0,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,0,dispatch_recommended_route,1,0.92,1,0.92,0.036020661963176,0,0.036020661963176,2,0.08,ok,2.79632946160827e-05,2.57534947651644e-06,2.53879451395663e-05,NaN,0,0,0,0.0768645755836221,0.0791117628698433,NaN,NaN,focused_power,0,0,common_el_refocus_rank1,high,0.92,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,8,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,8,level2_rank1_fallback,1,0.96,1,0.96,0.028508064685937,0,0.028508064685937,2,0.04,ok,2.65084191564655e-05,2.64536461722216e-06,2.38630545392434e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.96,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,8,common_el_refocus_power_rank1,1,0.96,1,0.96,0.028508064685937,0,0.028508064685937,2,0.04,ok,2.65084191564655e-05,2.64536461722216e-06,2.38630545392434e-05,NaN,0,0,0,0.0791124242401151,0.0794443865909998,NaN,NaN,focused_power,0,0,,,0.96,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,8,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,8,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,8,dispatch_recommended_route,1,0.96,1,0.96,0.028508064685937,0,0.028508064685937,2,0.04,ok,2.65084191564655e-05,2.64536461722216e-06,2.38630545392434e-05,NaN,0,0,0,0.0791124242401151,0.0794443865909998,NaN,NaN,focused_power,0,0,common_el_refocus_rank1,high,0.96,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,16,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,16,level2_rank1_fallback,1,0.98,1,0.98,0.0309425614323233,0,0.0309425614323233,2,0.02,ok,2.66688448473245e-05,2.69234430052564e-06,2.39765005467989e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.98,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,16,common_el_refocus_power_rank1,1,0.98,1,0.98,0.0309425614323233,0,0.0309425614323233,2,0.02,ok,2.66688448473245e-05,2.69234430052564e-06,2.39765005467989e-05,NaN,0,0,0,0.0795083185757623,0.0795606575401646,NaN,NaN,focused_power,0,0,,,0.98,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,16,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,16,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.8,0,0,0,0.8,0,1,0,0,0,1,16,dispatch_recommended_route,1,0.98,1,0.98,0.0309425614323233,0,0.0309425614323233,2,0.02,ok,2.66688448473245e-05,2.69234430052564e-06,2.39765005467989e-05,NaN,0,0,0,0.0795083185757623,0.0795606575401646,NaN,NaN,focused_power,0,0,common_el_refocus_rank1,high,0.98,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,level2_rank1_fallback,1,0.78,1,0.78,0.0653354580438741,0,0.0653354580438741,2,0.22,az_error,0.000240401917921251,1.89377294242982e-06,0.000238508144978821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.78,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,common_el_refocus_power_rank1,1,0.78,1,0.78,0.0653354580438741,0,0.0653354580438741,2,0.22,az_error,0.000240401917921251,1.89377294242982e-06,0.000238508144978821,NaN,0,0,0,0.0768043255093843,0.0790679467947034,NaN,NaN,focused_power,0,0,,,0.78,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,dispatch_recommended_route,1,0.78,1,0.78,0.0653354580438741,0,0.0653354580438741,2,0.22,az_error,0.000240401917921251,1.89377294242982e-06,0.000238508144978821,NaN,0,0,0,0.0768043255093843,0.0790679467947034,NaN,NaN,focused_power,0,0,common_el_refocus_rank1,high,0.78,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,level2_rank1_fallback,1,0.7,1,0.7,0.0626031028200707,0,0.0626031028200707,2,0.3,az_error,0.000242752911390792,2.66276945868295e-06,0.000240090141932109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.7,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,common_el_refocus_power_rank1,1,0.7,1,0.7,0.0626031028200707,0,0.0626031028200707,2,0.3,az_error,0.000242752911390792,2.66276945868295e-06,0.000240090141932109,NaN,0,0,0,0.079087486074887,0.0794517710185963,NaN,NaN,focused_power,0,0,,,0.7,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,dispatch_recommended_route,1,0.7,1,0.7,0.0626031028200707,0,0.0626031028200707,2,0.3,az_error,0.000242752911390792,2.66276945868295e-06,0.000240090141932109,NaN,0,0,0,0.079087486074887,0.0794517710185963,NaN,NaN,focused_power,0,0,common_el_refocus_rank1,high,0.7,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,level2_rank1_fallback,1,0.76,1,0.76,0.0628229128902746,0,0.0628229128902746,2,0.24,az_error,0.000240301431970235,2.50768832025109e-06,0.000237793743649984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.76,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,common_el_refocus_power_rank1,1,0.76,1,0.76,0.0628229128902746,0,0.0628229128902746,2,0.24,az_error,0.000240301431970235,2.50768832025109e-06,0.000237793743649984,NaN,0,0,0,0.0795092257469215,0.0795583937303138,NaN,NaN,focused_power,0,0,,,0.76,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,dispatch_recommended_route,1,0.76,1,0.76,0.0628229128902746,0,0.0628229128902746,2,0.24,az_error,0.000240301431970235,2.50768832025109e-06,0.000237793743649984,NaN,0,0,0,0.0795092257469215,0.0795583937303138,NaN,NaN,focused_power,0,0,common_el_refocus_rank1,high,0.76,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,level2_rank1_fallback,1,0.38,1,0.38,0.0864388065354086,0,0.0864388065354086,2,0.62,az_error,0.000623123723641602,1.70613226063294e-07,0.000622953110415539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.38,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,common_el_refocus_power_rank1,1,0.38,1,0.38,0.0864388065354086,0,0.0864388065354086,2,0.62,az_error,0.000623123723641602,1.70613226063294e-07,0.000622953110415539,NaN,0,0,0,0.0767624413162727,0.0790003397326968,NaN,NaN,focused_power,0,0,,,0.38,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,dispatch_recommended_route,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,weak_target_boundary,low,0,1,0,1
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,level2_rank1_fallback,1,0.46,1,0.46,0.0849265188146878,0,0.0849265188146878,2,0.54,az_error,0.000624994759122774,1.58456970693745e-07,0.000624836302152081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.46,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,common_el_refocus_power_rank1,1,0.46,1,0.46,0.0849265188146878,0,0.0849265188146878,2,0.54,az_error,0.000624994759122774,1.58456970693745e-07,0.000624836302152081,NaN,0,0,0,0.079101483699317,0.0794393727240296,NaN,NaN,focused_power,0,0,,,0.46,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,dispatch_recommended_route,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,weak_target_boundary,low,0,1,0,1
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,16,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,16,level2_rank1_fallback,1,0.52,1,0.52,0.0833551165870641,0,0.0833551165870641,2,0.48,az_error,0.000626120517040091,1.67979139764291e-07,0.000625952537900327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.52,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,16,common_el_refocus_power_rank1,1,0.52,1,0.52,0.0833551165870641,0,0.0833551165870641,2,0.48,az_error,0.000626120517040091,1.67979139764291e-07,0.000625952537900327,NaN,0,0,0,0.0795088868695484,0.0795692685012725,NaN,NaN,focused_power,0,0,,,0.52,0,0,0
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,16,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
