stage,group,case_name,el_b_deg,el_diff_deg,el_mismatch_deg,beta,phi_deg,rho,weak_target_truth_flag,anti_phase_truth_flag,large_el_truth_flag,common_el_truth_flag,snr_db,route_name,raw_success_rate,az_tol_success_rate_abs01,el_tol_success_rate_abs05,joint_tol_success_rate,az_rmse_deg,el_rmse_deg,pair_2d_rmse,peak_count_mean,degraded_rate,route_failure_reason,mean_objective_true_pair,mean_objective_best,objective_margin,objective_true_rank_median,el_hat_mean,el_hat_error_mean,el_hat_error_abs_mean,focused_power_peak_sharpness,lambda1_peak_sharpness,rank1_objective_valley_width_el,rank1_objective_selected_el_rank,el_selection_method,el_common_est_mean,el_common_est_error,recommended_route,confidence_flag,recommended_route_success_rate,weak_target_boundary_rate,anti_phase_boundary_rate,low_confidence_rate
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,0,level2_rank1_fallback,1,1,1,1,0.0293734733039988,0,0.0293734733039988,2,0,ok,6.02942740861233e-07,4.36345641290537e-07,1.66597099570695e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,0,common_el_refocus_power_rank1,1,1,1,1,0.0293734733039988,0,0.0293734733039988,2,0,ok,6.02942740861233e-07,4.36345641290537e-07,1.66597099570695e-07,NaN,0,0,0,0.076806374655874,0.0790181353444153,NaN,NaN,focused_power,0,0,,,1,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,0,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,0,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,0,dispatch_recommended_route,1,1,1,1,0.0293734733039988,0,0.0293734733039988,2,0,ok,6.02942740861233e-07,4.36345641290537e-07,1.66597099570695e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,rank1_fallback,medium,1,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,8,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,8,level2_rank1_fallback,1,1,1,1,0.0300224555066647,0,0.0300224555066647,2,0,ok,1.29969375314716e-07,1.55930477844735e-08,1.14376327530243e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,8,common_el_refocus_power_rank1,1,1,1,1,0.0300224555066647,0,0.0300224555066647,2,0,ok,1.29969375314716e-07,1.55930477844735e-08,1.14376327530243e-07,NaN,0,0,0,0.0790949608004661,0.0794351580887349,NaN,NaN,focused_power,0,0,,,1,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,8,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,8,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,8,dispatch_recommended_route,1,1,1,1,0.0300224555066647,0,0.0300224555066647,2,0,ok,1.29969375314716e-07,1.55930477844735e-08,1.14376327530243e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,rank1_fallback,medium,1,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,16,level2_music_or_center_real,1,1,1,1,0.0290286697756379,0,0.0290286697756379,2,0,ok,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,16,level2_rank1_fallback,1,1,1,1,0.0233204199119965,0,0.0233204199119965,2,0,ok,6.54416230474358e-08,1.11996861924606e-08,5.42419368549753e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,16,common_el_refocus_power_rank1,1,1,1,1,0.0233204199119965,0,0.0233204199119965,2,0,ok,6.54416230474358e-08,1.11996861924606e-08,5.42419368549753e-08,NaN,0,0,0,0.0795112978527722,0.0795506555387086,NaN,NaN,focused_power,0,0,,,1,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,16,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,16,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.7,0,0,0,1,0,0.7,0,0,0,1,16,dispatch_recommended_route,1,1,1,1,0.0290286697756379,0,0.0290286697756379,2,0,ok,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,music,high,1,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,0,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,0,level2_rank1_fallback,1,1,1,1,0.0311775444933353,0,0.0311775444933353,2,0,ok,6.33368411327949e-07,3.94798446592272e-07,2.38569964735677e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,0,common_el_refocus_power_rank1,1,1,1,1,0.0311775444933353,0,0.0311775444933353,2,0,ok,6.33368411327949e-07,3.94798446592272e-07,2.38569964735677e-07,NaN,0,0,0,0.0768620787124138,0.0790746424339143,NaN,NaN,focused_power,0,0,,,1,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,0,level3_2d_music,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,0,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,NaN,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,0,dispatch_recommended_route,1,1,1,1,0.0311775444933353,0,0.0311775444933353,2,0,ok,6.33368411327949e-07,3.94798446592272e-07,2.38569964735677e-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,rank1_fallback,medium,1,0,0,0
rho_scan,rho_scan,rho_0.5,0,0,0,1,0,0.5,0,0,0,1,8,level2_music_or_center_real,0.64,0.6,0.64,0.6,0.0562424832087989,0,0.0562424832087989,1.64,0.4,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.6,0,0,0
