sweep_phase,config_name,coarse_config_name,refine_config_name,topK,coarse_az_step,coarse_el_step,fine_az_step,fine_el_step,local_az_half_width,local_el_center_half_width,coarse_el_sep_list_text,fine_el_sep_list_text,full_fine_success,coarse_to_fine_success,full_fine_rmse,coarse_to_fine_rmse,full_fine_worst_case_success,coarse_to_fine_worst_case_success,full_fine_mean_num_pairs,coarse_to_fine_mean_num_pairs,coarse_mean_num_pairs,refine_mean_num_pairs,complexity_reduction_ratio,topK_miss_rate,boundary_hit_rate,el_sep_match_rate_vs_full,full_grid_match_rate,screening_score,screening_pass,final_pass,selected_for_confirmation
screening,coarse_020_030_compact__topK7__refine_mid_compact,coarse_020_030_compact,refine_mid_compact,7,0.2,0.3,0.08,0.12,0.24,0.36,"[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,14973.6666666667,5640,9333.66666666667,8.77947953073173,0.4,0,0.6,0,0.694346877061782,0,0,0
screening,coarse_020_030_compact__topK7__refine_mid_finer,coarse_020_030_compact,refine_mid_finer,7,0.2,0.3,0.04,0.06,0.24,0.36,"[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,38586.0666666667,5640,32946.0666666667,3.40695518762386,0.4,0,0.6,0,0.653236642124159,0,0,0
screening,coarse_020_030_compact__topK7__refine_safe_compact,coarse_020_030_compact,refine_safe_compact,7,0.2,0.3,0.08,0.12,0.32,0.48,"[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,24754.4,5640,19114.4,5.31061144685389,0.4,0,0.6,0,0.672514452724095,0,0,0
screening,coarse_020_030_compact__topK7__refine_safe_fullsep,coarse_020_030_compact,refine_safe_fullsep,7,0.2,0.3,0.08,0.12,0.32,0.48,"[0,0.36,0.48,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,35697.6,5640,30057.6,3.68262852404643,0,0,0.6,0,1.05661579126933,1,0,0
screening,coarse_020_030_compact__topK7__refine_small_compact,coarse_020_030_compact,refine_small_compact,7,0.2,0.3,0.08,0.12,0.16,0.24,"[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,9198.33333333333,5640,3558.33333333333,14.2918282297518,0.4,0,0.6,0,0.71550877878747,0,0,0
screening,coarse_020_030_compact__topK7__refine_stage1_safe,coarse_020_030_compact,refine_stage1_safe,7,0.2,0.3,0.04,0.06,0.32,0.48,"[0,0.36,0.48,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,104605.066666667,5640,98965.0666666667,1.25673644871249,0,0,0.6,0,1.00992442109631,0,0,0
screening,coarse_020_030_minsep__topK10__refine_mid_compact,coarse_020_030_minsep,refine_mid_compact,10,0.2,0.3,0.08,0.12,0.24,0.36,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,20049.1333333333,3960,16089.1333333333,6.55694177969455,0.4,0,0.6,0,0.681670132750216,0,0,0
screening,coarse_020_030_minsep__topK10__refine_mid_finer,coarse_020_030_minsep,refine_mid_finer,10,0.2,0.3,0.04,0.06,0.24,0.36,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,49945.6666666667,3960,45985.6666666667,2.63208019381061,0.4,0,0.6,0,0.642029911716033,0,0,0
screening,coarse_020_030_minsep__topK10__refine_safe_compact,coarse_020_030_minsep,refine_safe_compact,10,0.2,0.3,0.08,0.12,0.32,0.48,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,36172.1333333333,3960,32212.1333333333,3.63431702489209,0.4,0,0.6,0,0.656042280854054,0,0,0
screening,coarse_020_030_minsep__topK10__refine_safe_fullsep,coarse_020_030_minsep,refine_safe_fullsep,10,0.2,0.3,0.08,0.12,0.32,0.48,"[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,54664.4,3960,50704.4,2.40487410453604,0,0,0.6,0,1.03810923459338,1,0,0
screening,coarse_020_030_minsep__topK10__refine_small_compact,coarse_020_030_minsep,refine_small_compact,10,0.2,0.3,0.08,0.12,0.16,0.24,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,10187.6666666667,3960,6227.66666666667,12.9039361319242,0.4,0,0.6,0,0.711072220484421,0,0,0
screening,coarse_020_030_minsep__topK10__refine_stage1_safe,coarse_020_030_minsep,refine_stage1_safe,10,0.2,0.3,0.04,0.06,0.32,0.48,"[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,129761.733333333,3960,125801.733333333,1.01309528335524,0,0,0.6,0,1.00056502934248,0,0,0
screening,coarse_020_030_minsep__topK3__refine_mid_compact,coarse_020_030_minsep,refine_mid_compact,3,0.2,0.3,0.08,0.12,0.24,0.36,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,10362.6666666667,3960,6402.66666666667,12.6860203293875,0.4,0,0.6,0,0.710332540302028,0,0,0
screening,coarse_020_030_minsep__topK3__refine_mid_finer,coarse_020_030_minsep,refine_mid_finer,3,0.2,0.3,0.04,0.06,0.24,0.36,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,30653.3333333333,3960,26693.3333333333,4.28863636363636,0.4,0,0.6,0,0.663231922367874,0,0,0
screening,coarse_020_030_minsep__topK3__refine_safe_compact,coarse_020_030_minsep,refine_safe_compact,3,0.2,0.3,0.08,0.12,0.32,0.48,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,17530.2,3960,13570.2,7.49911581157089,0.4,0,0.6,0,0.687501006061935,0,0,0
screening,coarse_020_030_minsep__topK3__refine_safe_fullsep,coarse_020_030_minsep,refine_safe_fullsep,3,0.2,0.3,0.08,0.12,0.32,0.48,"[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,25284.6,3960,21324.6,5.19925171843731,0,0,0.6,0,1.07159408440314,1,0,0
screening,coarse_020_030_minsep__topK3__refine_small_compact,coarse_020_030_minsep,refine_small_compact,3,0.2,0.3,0.08,0.12,0.16,0.24,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,6293.33333333333,3960,2333.33333333333,20.8889300847458,0.4,0,0.6,0,0.731991619631393,0,0,0
screening,coarse_020_030_minsep__topK3__refine_stage1_safe,coarse_020_030_minsep,refine_stage1_safe,3,0.2,0.3,0.04,0.06,0.32,0.48,"[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,88646.0666666667,3960,84686.0666666667,1.48298740083222,0,0,0.6,0,1.0171137461364,0,0,0
screening,coarse_020_030_minsep__topK5__refine_mid_compact,coarse_020_030_minsep,refine_mid_compact,5,0.2,0.3,0.08,0.12,0.24,0.36,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,13293.6666666667,3960,9333.66666666667,9.88899475940924,0.4,0,0.6,0,0.699515214674076,0,0,0
screening,coarse_020_030_minsep__topK5__refine_mid_finer,coarse_020_030_minsep,refine_mid_finer,5,0.2,0.3,0.04,0.06,0.24,0.36,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,36906.0666666667,3960,32946.0666666667,3.5620430967989,0.4,0,0.6,0,0.655169916964399,0,0,0
screening,coarse_020_030_minsep__topK5__refine_safe_compact,coarse_020_030_minsep,refine_safe_compact,5,0.2,0.3,0.08,0.12,0.32,0.48,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,23074.4,3960,19114.4,5.69726623444163,0.4,0,0.6,0,0.675566651460277,0,0,0
screening,coarse_020_030_minsep__topK5__refine_safe_fullsep,coarse_020_030_minsep,refine_safe_fullsep,5,0.2,0.3,0.08,0.12,0.32,0.48,"[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,34017.6,3960,30057.6,3.86449955317248,0,0,0.6,0,1.05870932614192,1,0,0
screening,coarse_020_030_minsep__topK5__refine_small_compact,coarse_020_030_minsep,refine_small_compact,5,0.2,0.3,0.08,0.12,0.16,0.24,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,7518.33333333333,3960,3558.33333333333,17.4853912657947,0.4,0,0.6,0,0.724267535484226,0,0,0
screening,coarse_020_030_minsep__topK5__refine_stage1_safe,coarse_020_030_minsep,refine_stage1_safe,5,0.2,0.3,0.04,0.06,0.32,0.48,"[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,102925.066666667,3960,98965.0666666667,1.27724959776562,0,0,0.6,0,1.01062757745853,0,0,0
screening,coarse_020_030_minsep__topK7__refine_mid_compact,coarse_020_030_minsep,refine_mid_compact,7,0.2,0.3,0.08,0.12,0.24,0.36,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,16181.4,3960,12221.4,8.12420433337041,0.4,0,0.6,0,0.690978083789122,0,0,0
screening,coarse_020_030_minsep__topK7__refine_mid_finer,coarse_020_030_minsep,refine_mid_finer,7,0.2,0.3,0.04,0.06,0.24,0.36,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,42969.4666666667,3960,39009.4666666667,3.05940497283342,0.4,0,0.6,0,0.648563696826481,0,0,0
screening,coarse_020_030_minsep__topK7__refine_safe_compact,coarse_020_030_minsep,refine_safe_compact,7,0.2,0.3,0.08,0.12,0.32,0.48,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,28825.1333333333,3960,24865.1333333333,4.56063805429058,0.4,0,0.6,0,0.665902560671545,0,0,0
screening,coarse_020_030_minsep__topK7__refine_safe_fullsep,coarse_020_030_minsep,refine_safe_fullsep,7,0.2,0.3,0.08,0.12,0.32,0.48,"[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,43079,3960,39119,3.05162608231389,0,0,0.6,0,1.04845313181635,1,0,0
screening,coarse_020_030_minsep__topK7__refine_small_compact,coarse_020_030_minsep,refine_small_compact,7,0.2,0.3,0.08,0.12,0.16,0.24,"[0,0.36,0.72]","[0,0.36,0.48,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,8612.66666666667,3960,4652.66666666667,15.2636813994891,0.4,0,0.6,0,0.718365929237785,0,0,0
screening,coarse_020_030_minsep__topK7__refine_stage1_safe,coarse_020_030_minsep,refine_stage1_safe,7,0.2,0.3,0.04,0.06,0.32,0.48,"[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.077310897728952,0.0182032989911424,1,1,131461,116154.4,3960,112194.4,1.13177804715103,0,0,0.6,0,1.00537612657668,0,0,0
confirmation,coarse_016_024_compact__topK3__refine_safe_fullsep,coarse_016_024_compact,refine_safe_fullsep,3,0.16,0.24,0.08,0.12,0.32,0.48,"[0,0.36,0.48,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.0765589261213525,0.0765589261213527,1,1,131461,21177.8,10431,10746.8,6.2074908630736,0,0,1,1,1.07929160889806,1,1,1
confirmation,coarse_016_024_minsep__topK3__refine_safe_fullsep,coarse_016_024_minsep,refine_safe_fullsep,3,0.16,0.24,0.08,0.12,0.32,0.48,"[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.0765589261213525,0.0765589261213527,1,1,131461,19161.9,7353,11808.9,6.86054096931933,0,0,1,1,1.08363583621684,1,1,1
confirmation,coarse_016_024_minsep__topK5__refine_safe_fullsep,coarse_016_024_minsep,refine_safe_fullsep,5,0.16,0.24,0.08,0.12,0.32,0.48,"[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.0765589261213525,0.0765589261213527,1,1,131461,21165.7,7353,13812.7,6.21103955928696,0,0,1,1,1.07931642953581,1,1,1
confirmation,coarse_016_024_minsep__topK7__refine_safe_fullsep,coarse_016_024_minsep,refine_safe_fullsep,7,0.16,0.24,0.08,0.12,0.32,0.48,"[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.0765589261213525,0.0765589261213527,1,1,131461,22127.42,7353,14774.42,5.94109028526597,0,0,1,1,1.07738661522917,1,1,1
confirmation,coarse_020_030_compact__topK3__refine_safe_fullsep,coarse_020_030_compact,refine_safe_fullsep,3,0.2,0.3,0.08,0.12,0.32,0.48,"[0,0.36,0.48,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",1,1,0.0765589261213525,0.018545217765351,1,1,131461,20054.4,5640,14414.4,6.55521980213818,0,0,0.56,0,1.08165872585364,1,1,1
