search_method,scenario_name,config_name,coarse_config_name,refine_config_name,sweep_phase,W_method,search_param_mode,full_el_sep_deg_list_text,coarse_el_sep_deg_list_text,fine_el_sep_deg_list_text,topK,coarse_az_step,coarse_el_step,fine_az_step,fine_el_step,local_az_half_width,local_el_center_half_width,az_center_bias_deg,el_center_bias_deg,rho,phase_deg,beta,az_sep_deg,el_sep_deg,snr_db,B,joint_success_rate,az_rmse_mean,el_rmse_mean,combined_rmse_mean,boundary_hit_rate,mean_num_pairs,mean_full_num_pairs,mean_coarse_num_pairs,mean_refine_num_pairs,mean_reduction_ratio_vs_full,full_grid_match_rate,topK_miss_rate,full_success_test_fail_rate,el_sep_match_rate_vs_full,n_trials,overall_joint_success_rate,overall_combined_rmse_mean,worst_case_success,overall_boundary_hit_rate,overall_mean_num_pairs,overall_az_rmse_mean,overall_el_rmse_mean,overall_mean_reduction_ratio_vs_full,overall_full_grid_match_rate,overall_topK_miss_rate,overall_el_sep_match_rate_vs_full
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK3__refine_small_compact,coarse_016_024_compact,refine_small_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",3,0.16,0.24,0.08,0.12,0.16,0.24,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,11656,131461,10431,1225,11.2783973919012,1,0,0,1,3,1,0.0667793005993393,1,0,11889.3333333333,0.0340825817302108,0.0561960354981793,11.0607031433875,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK3__refine_stage1_safe,coarse_016_024_compact,refine_stage1_safe,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",3,0.16,0.24,0.04,0.06,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0150000000000001,0.0269258240356723,0.0308220700148447,0,77190,131461,10431,66759,1.70308330094572,0,0,0,1,3,1,0.0182032989911424,1,0,85374.2666666667,0.010123105625618,0.0143294367171341,1.5522930648281,0,0,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK5__refine_mid_compact,coarse_016_024_compact,refine_mid_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",5,0.16,0.24,0.08,0.12,0.24,0.36,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,13975.3333333333,131461,10431,3544.33333333333,9.4117683127268,1,0,0,1,3,1,0.0667793005993393,1,0,14661.3333333333,0.0340825817302108,0.0561960354981793,8.99153726883356,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK5__refine_mid_finer,coarse_016_024_compact,refine_mid_finer,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",5,0.16,0.24,0.04,0.06,0.24,0.36,0,0,0,0,1,1.27,0.67,30,7,1,0.0150000000000001,0.0269258240356723,0.0308220700148447,0,33696.6666666667,131461,10431,23265.6666666667,3.91932493638604,0,0,0,1,3,1,0.0182032989911424,1,0,38380.1333333333,0.010123105625618,0.0143294367171341,3.48491108682852,0,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK5__refine_safe_compact,coarse_016_024_compact,refine_safe_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",5,0.16,0.24,0.08,0.12,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,17316,131461,10431,6885,7.59730144037457,1,0,0,1,3,1,0.0667793005993393,1,0,18402.4,0.0340825817302108,0.0561960354981793,7.17809685369566,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK5__refine_safe_fullsep,coarse_016_024_compact,refine_safe_fullsep,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",5,0.16,0.24,0.08,0.12,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,21204,131461,10431,10773,6.20649474395764,1,0,0,1,3,1,0.0773108977289522,1,0,22888.8,0.0366556110726745,0.0676875350070355,5.78629355896959,1,0,1
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK5__refine_small_compact,coarse_016_024_compact,refine_small_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",5,0.16,0.24,0.08,0.12,0.16,0.24,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,11889.3333333333,131461,10431,1458.33333333333,11.0592048166796,1,0,0,1,3,1,0.0667793005993393,1,0,12206.6666666667,0.0340825817302108,0.0561960354981793,10.7781520718068,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK5__refine_stage1_safe,coarse_016_024_compact,refine_stage1_safe,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",5,0.16,0.24,0.04,0.06,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0150000000000001,0.0269258240356723,0.0308220700148447,0,84511.3333333333,131461,10431,74080.3333333333,1.56166833314804,0,0,0,1,3,1,0.0182032989911424,1,0,96870.4,0.010123105625618,0.0143294367171341,1.38455306131263,0,0,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK7__refine_mid_compact,coarse_016_024_compact,refine_mid_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",7,0.16,0.24,0.08,0.12,0.24,0.36,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,14334.6666666667,131461,10431,3903.66666666667,9.17122734075951,1,0,0,1,3,1,0.0667793005993393,1,0,15255.8666666667,0.0340825817302108,0.0561960354981793,8.64765157477347,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK7__refine_mid_finer,coarse_016_024_compact,refine_mid_finer,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",7,0.16,0.24,0.04,0.06,0.24,0.36,0,0,0,0,1,1.27,0.67,30,7,1,0.0150000000000001,0.0269258240356723,0.0308220700148447,0,36244.6666666667,131461,10431,25813.6666666667,3.62836280463632,0,0,0,1,3,1,0.0182032989911424,1,0,42541.8666666667,0.010123105625618,0.0143294367171341,3.15321333300095,0,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK7__refine_safe_compact,coarse_016_024_compact,refine_safe_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",7,0.16,0.24,0.08,0.12,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,17784,131461,10431,7353,7.39233733816107,1,0,0,1,3,1,0.0667793005993393,1,0,19308.6,0.0340825817302108,0.0561960354981793,6.84950927020381,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK7__refine_safe_fullsep,coarse_016_024_compact,refine_safe_fullsep,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",7,0.16,0.24,0.08,0.12,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,21906,131461,10431,11475,6.0014344323322,1,0,0,1,3,1,0.0773108977289522,1,0,24304.2,0.0366556110726745,0.0676875350070355,5.45911571989138,1,0,1
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK7__refine_small_compact,coarse_016_024_compact,refine_small_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.36,0.48,0.72]",7,0.16,0.24,0.08,0.12,0.16,0.24,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,12099.3333333333,131461,10431,1668.33333333333,10.8654686095304,1,0,0,1,3,1,0.0667793005993393,1,0,12538,0.0340825817302108,0.0561960354981793,10.4985231939881,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_compact__topK7__refine_stage1_safe,coarse_016_024_compact,refine_stage1_safe,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.48,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",7,0.16,0.24,0.04,0.06,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0150000000000001,0.0269258240356723,0.0308220700148447,0,89894.6666666667,131461,10431,79463.6666666667,1.46266047730347,0,0,0,1,3,1,0.0182032989911424,1,0,107250.066666667,0.010123105625618,0.0143294367171341,1.25494756885406,0,0,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK10__refine_mid_compact,coarse_016_024_minsep,refine_mid_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",10,0.16,0.24,0.08,0.12,0.24,0.36,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,12288,131461,7353,4935,10.6993167374922,1,0,0,1,3,1,0.0667793005993393,1,0,13255.8666666667,0.0340825817302108,0.0561960354981793,9.98673145662604,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK10__refine_mid_finer,coarse_016_024_minsep,refine_mid_finer,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",10,0.16,0.24,0.04,0.06,0.24,0.36,0,0,0,0,1,1.27,0.67,30,7,1,0.0150000000000001,0.0269258240356723,0.0308220700148447,0,40474.6666666667,131461,7353,33121.6666666667,3.2495556135363,0,0,0,1,3,1,0.0182032989911424,1,0,47266.5333333333,0.010123105625618,0.0143294367171341,2.85450433009835,0,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK10__refine_safe_compact,coarse_016_024_minsep,refine_safe_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",10,0.16,0.24,0.08,0.12,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,16252,131461,7353,8899,8.0893839273572,1,0,0,1,3,1,0.0667793005993393,1,0,17637,0.0340825817302108,0.0561960354981793,7.52190472948023,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK10__refine_safe_fullsep,coarse_016_024_minsep,refine_safe_fullsep,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",10,0.16,0.24,0.08,0.12,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,21246,131461,7353,13893,6.18803949179912,1,0,0,1,3,1,0.0773108977289522,1,0,23408.6,0.0366556110726745,0.0676875350070355,5.68640291189667,1,0,1
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK10__refine_small_compact,coarse_016_024_minsep,refine_small_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",10,0.16,0.24,0.08,0.12,0.16,0.24,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,9623.33333333333,131461,7353,2270.33333333333,13.6619020911565,1,0,0,1,3,1,0.0667793005993393,1,0,10119.3333333333,0.0340825817302108,0.0561960354981793,13.0322667473158,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK10__refine_stage1_safe,coarse_016_024_minsep,refine_stage1_safe,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",10,0.16,0.24,0.04,0.06,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0150000000000001,0.0269258240356723,0.0308220700148447,0,104450,131461,7353,97097,1.25886082816352,0,0,0,1,3,1,0.0182032989911424,1,0,120862.333333333,0.010123105625618,0.0143294367171341,1.11523790832667,0,0,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK3__refine_mid_compact,coarse_016_024_minsep,refine_mid_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",3,0.16,0.24,0.08,0.12,0.24,0.36,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,10668.6666666667,131461,7353,3315.66666666667,12.3332522121507,1,0,0,1,3,1,0.0667793005993393,1,0,11328.5333333333,0.0340825817302108,0.0561960354981793,11.6356341472368,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK3__refine_mid_finer,coarse_016_024_minsep,refine_mid_finer,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",3,0.16,0.24,0.04,0.06,0.24,0.36,0,0,0,0,1,1.27,0.67,30,7,1,0.0150000000000001,0.0269258240356723,0.0308220700148447,0,29041.3333333333,131461,7353,21688.3333333333,4.55215977904825,0,0,0,1,3,1,0.0182032989911424,1,0,33530.6666666667,0.010123105625618,0.0143294367171341,3.97420867859317,0,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK3__refine_safe_compact,coarse_016_024_minsep,refine_safe_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",3,0.16,0.24,0.08,0.12,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,13860,131461,7353,6507,9.49703435713101,1,0,0,1,3,1,0.0667793005993393,1,0,14955.6,0.0340825817302108,0.0561960354981793,8.83056400618758,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK3__refine_safe_fullsep,coarse_016_024_minsep,refine_safe_fullsep,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",3,0.16,0.24,0.08,0.12,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,17532,131461,7353,10179,7.51264229669155,1,0,0,1,3,1,0.0773108977289522,1,0,19244.4,0.0366556110726745,0.0676875350070355,6.87719718874219,1,0,1
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK3__refine_small_compact,coarse_016_024_minsep,refine_small_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",3,0.16,0.24,0.08,0.12,0.16,0.24,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,8694.66666666667,131461,7353,1341.66666666667,15.1251029365638,1,0,0,1,3,1,0.0667793005993393,1,0,8993.33333333333,0.0340825817302108,0.0561960354981793,14.6279668120279,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK3__refine_stage1_safe,coarse_016_024_minsep,refine_stage1_safe,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",3,0.16,0.24,0.04,0.06,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0150000000000001,0.0269258240356723,0.0308220700148447,0,77194.6666666667,131461,7353,69841.6666666667,1.71167280822485,0,0,0,1,3,1,0.0182032989911424,1,0,89529.8666666667,0.010123105625618,0.0143294367171341,1.49076649402265,0,0,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK5__refine_mid_compact,coarse_016_024_minsep,refine_mid_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",5,0.16,0.24,0.08,0.12,0.24,0.36,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,11256.6666666667,131461,7353,3903.66666666667,11.6792930806053,1,0,0,1,3,1,0.0667793005993393,1,0,12333.7333333333,0.0340825817302108,0.0561960354981793,10.7076877148286,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK5__refine_mid_finer,coarse_016_024_minsep,refine_mid_finer,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",5,0.16,0.24,0.04,0.06,0.24,0.36,0,0,0,0,1,1.27,0.67,30,7,1,0.0150000000000001,0.0269258240356723,0.0308220700148447,0,33166.6666666667,131461,7353,25813.6666666667,3.96537166681801,0,0,0,1,3,1,0.0182032989911424,1,0,40556.8,0.010123105625618,0.0143294367171341,3.30550122279912,0,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK5__refine_safe_compact,coarse_016_024_minsep,refine_safe_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",5,0.16,0.24,0.08,0.12,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,14706,131461,7353,7353,8.93970717170364,1,0,0,1,3,1,0.0667793005993393,1,0,16455.6666666667,0.0340825817302108,0.0561960354981793,8.04958079869157,0.6,0.4,0.6
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK5__refine_safe_fullsep,coarse_016_024_minsep,refine_safe_fullsep,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.24,0.36,0.48,0.6,0.72]",5,0.16,0.24,0.08,0.12,0.32,0.48,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,18828,131461,7353,11475,6.98266950714164,1,0,0,1,3,1,0.0773108977289522,1,0,21577.1333333333,0.0366556110726745,0.0676875350070355,6.15924450681239,1,0,1
coarse_to_fine,easy_noncoherent,coarse_016_024_minsep__topK5__refine_small_compact,coarse_016_024_minsep,refine_small_compact,screening,greedy_combined_B7,degree_based_el_sep,"[0,0.24,0.36,0.48,0.6,0.72]","[0,0.36,0.72]","[0,0.36,0.48,0.72]",5,0.16,0.24,0.08,0.12,0.16,0.24,0,0,0,0,1,1.27,0.67,30,7,1,0.0206155281280884,0.0559016994374943,0.0595818764390646,0,9021.33333333333,131461,7353,1668.33333333333,14.5730201592481,1,0,0,1,3,1,0.0667793005993393,1,0,9536.53333333333,0.0340825817302108,0.0561960354981793,13.8077701249871,0.6,0.4,0.6
