trial_global_id,trial_id,seed,method_name,method_type,B,beam_count,scenario_name,rho,phase_deg,beta,az_sep_deg,el_sep_deg,snr_db,source_corr_empirical,az_hat_1,az_hat_2,el_hat_1,el_hat_2,az_true_1,az_true_2,el_true_1,el_true_2,raw_success,az_tol_success,el_pair_tol_success,joint_pair_tol_success,az_rmse_deg,el_rmse_deg,az_center_error_deg,az_sep_error_deg,el_center_error_deg,el_sep_error_deg,abs_el_sep_error_deg,estimated_el_sep_deg,true_el_sep_deg,false_el_split,boundary_hit,projection_loss,mean_corr,max_corr,cond_WHW,cond_best_GHG,max_score,num_pairs,tie_count,truth_manifold_corr,N_elem,L,phase_factor,phase_sign,az_bound_min,az_bound_max,el_bound_min,el_bound_max
263,23,20464646,greedy_combined_B7,greedy_combined,7,7,weak_secondary,0.99,150,0.3,0.83,0.37,30,0.990266483255302,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93426.8944240648,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
264,24,20464647,greedy_combined_B7,greedy_combined,7,7,weak_secondary,0.99,150,0.3,0.83,0.37,30,0.989878995959491,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93416.9725035137,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
265,25,20464648,greedy_combined_B7,greedy_combined,7,7,weak_secondary,0.99,150,0.3,0.83,0.37,30,0.989926388035983,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93402.6291744779,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
266,26,20464649,greedy_combined_B7,greedy_combined,7,7,weak_secondary,0.99,150,0.3,0.83,0.37,30,0.990202012799973,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93398.7637234436,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
267,27,20464650,greedy_combined_B7,greedy_combined,7,7,weak_secondary,0.99,150,0.3,0.83,0.37,30,0.990144280023786,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93450.5066391195,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
268,28,20464651,greedy_combined_B7,greedy_combined,7,7,weak_secondary,0.99,150,0.3,0.83,0.37,30,0.989843678217731,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93429.185446645,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
269,29,20464652,greedy_combined_B7,greedy_combined,7,7,weak_secondary,0.99,150,0.3,0.83,0.37,30,0.98985211897246,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93408.1705494677,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
270,30,20464653,greedy_combined_B7,greedy_combined,7,7,weak_secondary,0.99,150,0.3,0.83,0.37,30,0.989868560564446,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93424.2346319991,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
271,1,20465624,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93268.3746077218,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
272,2,20465625,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93235.7498626553,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
273,3,20465626,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93157.6536061518,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
274,4,20465627,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93185.5677320996,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
275,5,20465628,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93178.6050816655,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
276,6,20465629,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93242.3396932712,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
277,7,20465630,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93246.6890371788,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
278,8,20465631,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93321.0757184262,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
279,9,20465632,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93214.9019146353,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
280,10,20465633,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93210.7201068938,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
281,11,20465634,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,0.999999999999999,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93243.2790595392,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
282,12,20465635,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93196.1120755391,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
283,13,20465636,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93223.9991363477,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
284,14,20465637,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93168.795117273,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
285,15,20465638,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93121.8679861954,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
286,16,20465639,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93231.7528204591,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
287,17,20465640,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93227.6060069441,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
288,18,20465641,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93190.9365332799,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
289,19,20465642,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93166.3031910716,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
290,20,20465643,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93159.446050182,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
291,21,20465644,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93236.184354286,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
292,22,20465645,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93216.7219659243,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
293,23,20465646,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93189.5475822918,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
294,24,20465647,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93153.5416938241,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
295,25,20465648,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93222.3433320506,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
296,26,20465649,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93095.9170858022,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
297,27,20465650,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93229.1284162173,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
298,28,20465651,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93325.0323580654,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
299,29,20465652,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93165.3459646906,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
300,30,20465653,greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,7.62,8.34,10.12,10.36,7.585,8.415,10.125,10.495,1,1,1,1,0.0585234995535977,0.0955248658727151,-0.0199999999999996,-0.109999999999999,-0.0700000000000021,-0.130000000000001,0.130000000000001,0.24,0.370000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,93187.3844878669,65379,1,0.348352256811632,2080,64,2,1,6.5,9.5,8.8,11.2
301,1,20561624,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.11812202810677,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,207857.18343508,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
302,2,20561625,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.130140235194949,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,210063.828245617,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
303,3,20561626,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.135029040794498,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,204526.082758378,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
304,4,20561627,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.144562914910586,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,203971.815337875,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
305,5,20561628,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.117083255462556,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,206293.504657529,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
306,6,20561629,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.131317864274035,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,207357.904846501,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
307,7,20561630,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.132231853466405,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,210141.705926648,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
308,8,20561631,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.097235873932959,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,205037.329862467,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
309,9,20561632,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.0452275360423989,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,208101.83543906,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
310,10,20561633,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.146288469862704,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,203962.501525523,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
311,11,20561634,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.103128993034403,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,206688.904649356,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
312,12,20561635,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.133720742345293,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,209952.011788903,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
313,13,20561636,greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,0.119117531693806,7.38,8.66,10,10.48,7.365,8.635,9.975,10.645,1,1,1,1,0.0206155281280884,0.118004237212061,0.0199999999999996,0.0100000000000007,-0.0700000000000021,-0.190000000000003,0.190000000000003,0.479999999999999,0.670000000000002,0,0,0.526167737478049,0.243033547406603,0.251544614610716,9.19378568099996,1.29408323351808,204219.429478361,65379,1,0.114581304303198,2080,64,2,1,6.5,9.5,8.8,11.2
