method_name,method_type,B,beam_count,scenario_name,rho,phase_deg,beta,az_sep_deg,el_sep_deg,snr_db,raw_success_rate,az_tol_success_rate,el_pair_tol_success_rate,joint_success_rate,az_rmse_deg,el_rmse_deg,mean_abs_el_sep_error_deg,false_el_split_rate,boundary_hit_rate,projection_loss,mean_corr,max_corr,cond_WHW,cond_best_GHG,mean_num_pairs,mean_truth_manifold_corr,n_trials,overall_joint_success_rate,overall_az_rmse_deg,overall_el_rmse_deg,worst_case_success
greedy_combined_B7,greedy_combined,7,7,easy_noncoherent,0,0,1,1.27,0.67,30,1,1,1,1,0.0206155281280884,0.118004237212061,0.190000000000003,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,1.26743151358734,65379,0.106970433403977,30,1,0.0380587353101073,0.091542931286135,1
greedy_combined_B7,greedy_combined,7,7,hard_phase,0.99,150,1,0.83,0.37,30,1,1,1,1,0.0320156211871644,0.0743303437365916,0.109999999999999,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,1.80865542184705,65379,0.348352256811632,30,1,0.0380587353101073,0.091542931286135,1
greedy_combined_B7,greedy_combined,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,1,1,1,0.0585234995535977,0.0955248658727151,0.130000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,65379,0.348352256811632,30,1,0.0380587353101073,0.091542931286135,1
greedy_combined_B7,greedy_combined,7,7,strong_coherent,0.99,5,1,1.27,0.37,30,1,1,1,1,0.0206155281280884,0.0743303437365916,0.109999999999999,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,1.28750892641291,65379,0.113023151106789,30,1,0.0380587353101073,0.091542931286135,1
greedy_combined_B7,greedy_combined,7,7,weak_secondary,0.99,150,0.3,0.83,0.37,30,1,1,1,1,0.0585234995535977,0.0955248658727151,0.130000000000001,0,0,0.55678569477829,0.23631945265696,0.253388567370866,8.32058176539474,2.77083697576869,65379,0.348352256811632,30,1,0.0380587353101073,0.091542931286135,1
greedy_combined_B9,greedy_combined,9,9,easy_noncoherent,0,0,1,1.27,0.67,30,1,1,1,1,0.0206155281280884,0.118004237212061,0.190000000000003,0,0,0.526167737478049,0.243033547406603,0.251544614610715,9.19378568099995,1.29408323351808,65379,0.114581304303198,30,1,0.0380587353101073,0.091542931286135,1
greedy_combined_B9,greedy_combined,9,9,hard_phase,0.99,150,1,0.83,0.37,30,1,1,1,1,0.0320156211871644,0.0743303437365916,0.109999999999999,0,0,0.526167737478049,0.243033547406603,0.251544614610715,9.19378568099995,1.81307914655648,65379,0.345890956996228,30,1,0.0380587353101073,0.091542931286135,1
greedy_combined_B9,greedy_combined,9,9,low_snr_hard,1,150,0.3,0.83,0.37,20,1,1,1,1,0.0585234995535977,0.0955248658727151,0.130000000000001,0,0,0.526167737478049,0.243033547406603,0.251544614610715,9.19378568099995,2.75680002838396,65379,0.345890956996228,30,1,0.0380587353101073,0.091542931286135,1
greedy_combined_B9,greedy_combined,9,9,strong_coherent,0.99,5,1,1.27,0.37,30,1,1,1,1,0.0206155281280884,0.0743303437365916,0.109999999999999,0,0,0.526167737478049,0.243033547406603,0.251544614610715,9.19378568099995,1.31036372333519,65379,0.121474611504677,30,1,0.0380587353101073,0.091542931286135,1
greedy_combined_B9,greedy_combined,9,9,weak_secondary,0.99,150,0.3,0.83,0.37,30,1,1,1,1,0.0585234995535977,0.0955248658727151,0.130000000000001,0,0,0.526167737478049,0.243033547406603,0.251544614610715,9.19378568099995,2.75680002838396,65379,0.345890956996228,30,1,0.0380587353101073,0.091542931286135,1
greedy_lowcorr_B25,greedy_lowcorr,25,25,easy_noncoherent,0,0,1,1.27,0.67,30,1,1,1,1,0.0206155281280884,0.107354552767919,0.190000000000001,0,0,0.388797249637357,0.237616497335062,0.275997786060456,4365.51951979457,1.64280761671274,65379,0.188276782729891,30,0.8,0.0627438403966186,0.0824703362623954,0
greedy_lowcorr_B25,greedy_lowcorr,25,25,hard_phase,0.99,150,1,0.83,0.37,30,1,0,1,0,0.13647344063956,0.0820060973342827,0.130000000000001,0,0,0.388797249637357,0.237616497335062,0.275997786060456,4365.51951979457,3.40101946977873,65379,0.190778328105615,30,0.8,0.0627438403966186,0.0824703362623954,0
greedy_lowcorr_B25,greedy_lowcorr,25,25,low_snr_hard,1,150,0.3,0.83,0.37,20,1,1,1,1,0.0680073525436777,0.0743303437365916,0.109999999999999,0,0,0.388797249637357,0.237616497335062,0.275997786060456,4365.51951979457,1.08009404476282,65379,0.190778328105615,30,0.8,0.0627438403966186,0.0824703362623954,0
greedy_lowcorr_B25,greedy_lowcorr,25,25,strong_coherent,0.99,5,1,1.27,0.37,30,1,1,1,1,0.0206155281280884,0.0743303437365916,0.109999999999999,0,0,0.388797249637357,0.237616497335062,0.275997786060456,4365.51951979457,1.64280761671274,65379,0.244621734588149,30,0.8,0.0627438403966186,0.0824703362623954,0
greedy_lowcorr_B25,greedy_lowcorr,25,25,weak_secondary,0.99,150,0.3,0.83,0.37,30,1,1,1,1,0.0680073525436777,0.0743303437365916,0.109999999999999,0,0,0.388797249637357,0.237616497335062,0.275997786060456,4365.51951979457,1.08009404476282,65379,0.190778328105615,30,0.8,0.0627438403966186,0.0824703362623954,0
regular_B7,regular,7,7,easy_noncoherent,0,0,1,1.27,0.67,30,1,1,1,1,0.0206155281280884,0.118004237212061,0.190000000000003,0,0,0.46781993154732,0.635124874608382,0.799958368755896,10978.0174051607,1.22896704909702,65379,0.105861046300154,30,0.606666666666667,0.0776444726429202,0.0830651224316856,0
regular_B7,regular,7,7,hard_phase,0.99,150,1,0.83,0.37,30,1,1,1,1,0.10688779163216,0.0743303437365916,0.109999999999999,0,0,0.46781993154732,0.635124874608382,0.799958368755896,10978.0174051607,1.21226906608377,65379,0.341941733626545,30,0.606666666666667,0.0776444726429202,0.0830651224316856,0
regular_B7,regular,7,7,low_snr_hard,1,150,0.3,0.83,0.37,20,1,0,1,0,0.120933866224479,0.0743303437365916,0.109999999999999,0,0,0.46781993154732,0.635124874608382,0.799958368755896,10978.0174051607,1.20733418074111,65379,0.341941733626545,30,0.606666666666667,0.0776444726429202,0.0830651224316856,0
regular_B7,regular,7,7,strong_coherent,0.99,5,1,1.27,0.37,30,1,1,1,1,0.0206155281280884,0.0743303437365916,0.109999999999999,0,0,0.46781993154732,0.635124874608382,0.799958368755896,10978.0174051607,1.27105873549287,65379,0.102462826431781,30,0.606666666666667,0.0776444726429202,0.0830651224316856,0
regular_B7,regular,7,7,weak_secondary,0.99,150,0.3,0.83,0.37,30,1,0.0333333333333333,1,0.0333333333333333,0.119169649101785,0.0743303437365916,0.109999999999999,0,0,0.46781993154732,0.635124874608382,0.799958368755896,10978.0174051607,1.2145659920465,65379,0.341941733626545,30,0.606666666666667,0.0776444726429202,0.0830651224316856,0
