stage,group,case_name,el_b_deg,el_diff_deg,el_mismatch_deg,beta,phi_deg,rho,weak_target_truth_flag,anti_phase_truth_flag,large_el_truth_flag,common_el_truth_flag,snr_db,route_name,raw_success_rate,az_tol_success_rate_abs01,el_tol_success_rate_abs05,joint_tol_success_rate,az_rmse_deg,el_rmse_deg,pair_2d_rmse,peak_count_mean,degraded_rate,route_failure_reason,mean_objective_true_pair,mean_objective_best,objective_margin,objective_true_rank_median,el_hat_mean,el_hat_error_mean,el_hat_error_abs_mean,focused_power_peak_sharpness,lambda1_peak_sharpness,rank1_objective_valley_width_el,rank1_objective_selected_el_rank,el_selection_method,el_common_est_mean,el_common_est_error,recommended_route,confidence_flag,recommended_route_success_rate,weak_target_boundary_rate,anti_phase_boundary_rate,low_confidence_rate,oracle_dispatch_route,observable_dispatch_route,route_agreement_rate,oracle_dispatch_success_rate,observable_dispatch_success_rate,observable_vs_oracle_success_gap,dispatch_low_confidence_rate,boundary_unreliable_rate,false_high_confidence_rate,false_medium_high_confidence_rate,boundary_missed_rate,route_used_distribution,confidence_flag_distribution,main_failure_reason
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,8,observable_dispatch,0.233333333333333,0.233333333333333,0.233333333333333,0.233333333333333,0.0308090239142899,0,0.0308090239142899,1.23333333333333,0.766666666666667,insufficient_peak_or_pair,1.86108817615345e-07,2.69027760795463e-08,1.59206041535799e-07,NaN,0,0,0,0.0791248624469002,0.0795064256135943,NaN,NaN,focused_power,0,0,low_confidence,low,0.233333333333333,0,0,0.766666666666667,common_el_refocus_power_rank1,low_confidence,0.233333333333333,1,0.233333333333333,-0.766666666666667,0.766666666666667,0,0,0,0,low_confidence:0.767;common_el_refocus_power_rank1:0.233,low:0.767;medium:0.233,boundary_unreliable
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,low_confidence,0.333333333333333,1,0.333333333333333,-0.666666666666667,0.666666666666667,0,0,0,0,common_el_refocus_power_rank1:0.333;low_confidence:0.667,medium:0.333;low:0.667,boundary_unreliable
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,level2_rank1_fallback,1,1,1,1,0.0241632740088863,0,0.0241632740088863,2,0,ok,4.73823785214013e-08,1.15028912007329e-09,4.6232089401328e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,0,0,0,common_el_refocus_power_rank1,low_confidence,0.333333333333333,1,0.333333333333333,-0.666666666666667,0.666666666666667,0,0,0,0,common_el_refocus_power_rank1:0.333;low_confidence:0.667,medium:0.333;low:0.667,boundary_unreliable
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,common_el_refocus_power_rank1,1,1,1,1,0.0241632740088863,0,0.0241632740088863,2,0,ok,4.73823785214013e-08,1.15028912007329e-09,4.6232089401328e-08,NaN,0,0,0,0.0795077575137143,0.0795422460632717,NaN,NaN,focused_power,0,0,,,1,0,0,0,common_el_refocus_power_rank1,low_confidence,0.333333333333333,1,0.333333333333333,-0.666666666666667,0.666666666666667,0,0,0,0,common_el_refocus_power_rank1:0.333;low_confidence:0.667,medium:0.333;low:0.667,boundary_unreliable
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,level3_2d_music,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,low_confidence,0.333333333333333,1,0.333333333333333,-0.666666666666667,0.666666666666667,0,0,0,0,common_el_refocus_power_rank1:0.333;low_confidence:0.667,medium:0.333;low:0.667,boundary_unreliable
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,low_confidence,0.333333333333333,1,0.333333333333333,-0.666666666666667,0.666666666666667,0,0,0,0,common_el_refocus_power_rank1:0.333;low_confidence:0.667,medium:0.333;low:0.667,boundary_unreliable
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,oracle_label_dispatch,1,1,1,1,0.0241632740088863,0,0.0241632740088863,2,0,ok,4.73823785214013e-08,1.15028912007329e-09,4.6232089401328e-08,NaN,0,0,0,0.0795077575137143,0.0795422460632717,NaN,NaN,focused_power,0,0,common_el_refocus_power_rank1,high,1,0,0,0,common_el_refocus_power_rank1,low_confidence,0.333333333333333,1,0.333333333333333,-0.666666666666667,0.666666666666667,0,0,0,0,common_el_refocus_power_rank1:0.333;low_confidence:0.667,medium:0.333;low:0.667,boundary_unreliable
beta_scan,beta_scan,beta_1,0,0,0,1,0,1,0,0,0,1,16,observable_dispatch,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.0263775444933353,0,0.0263775444933353,1.33333333333333,0.666666666666667,insufficient_peak_or_pair,4.41947272604501e-08,3.45086736021986e-09,4.07438599002302e-08,NaN,0,0,0,0.0795176430407776,0.0795511744062078,NaN,NaN,focused_power,0,0,low_confidence,low,0.333333333333333,0,0,0.666666666666667,common_el_refocus_power_rank1,low_confidence,0.333333333333333,1,0.333333333333333,-0.666666666666667,0.666666666666667,0,0,0,0,common_el_refocus_power_rank1:0.333;low_confidence:0.667,medium:0.333;low:0.667,boundary_unreliable
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,level2_rank1_fallback,1,0.766666666666667,1,0.766666666666667,0.0578205507745336,0,0.0578205507745336,2,0.233333333333333,az_error,0.000231733519703152,1.98104978774509e-06,0.000229752469915407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.766666666666667,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,common_el_refocus_power_rank1,1,0.766666666666667,1,0.766666666666667,0.0578205507745336,0,0.0578205507745336,2,0.233333333333333,az_error,0.000231733519703152,1.98104978774509e-06,0.000229752469915407,NaN,0,0,0,0.0768554750270221,0.07905901302856,NaN,NaN,focused_power,0,0,,,0.766666666666667,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,level3_2d_music,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,oracle_label_dispatch,1,0.766666666666667,1,0.766666666666667,0.0578205507745336,0,0.0578205507745336,2,0.233333333333333,az_error,0.000231733519703152,1.98104978774509e-06,0.000229752469915407,NaN,0,0,0,0.0768554750270221,0.07905901302856,NaN,NaN,focused_power,0,0,common_el_refocus_power_rank1,high,0.766666666666667,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,0,observable_dispatch,1,0.766666666666667,1,0.766666666666667,0.0578205507745336,0,0.0578205507745336,2,0.233333333333333,az_error,0.000231733519703152,1.98104978774509e-06,0.000229752469915407,NaN,0,0,0,0.0768554750270221,0.07905901302856,NaN,NaN,focused_power,0,0,common_el_refocus_power_rank1,medium,0.766666666666667,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,level2_rank1_fallback,1,0.766666666666667,1,0.766666666666667,0.0588778525323349,0,0.0588778525323349,2,0.233333333333333,az_error,0.000240722956907037,2.55891433703826e-06,0.000238164042569999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.766666666666667,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,common_el_refocus_power_rank1,1,0.766666666666667,1,0.766666666666667,0.0588778525323349,0,0.0588778525323349,2,0.233333333333333,az_error,0.000240722956907037,2.55891433703826e-06,0.000238164042569999,NaN,0,0,0,0.0790925265295867,0.0794407559592088,NaN,NaN,focused_power,0,0,,,0.766666666666667,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,level3_2d_music,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,oracle_label_dispatch,1,0.766666666666667,1,0.766666666666667,0.0588778525323349,0,0.0588778525323349,2,0.233333333333333,az_error,0.000240722956907037,2.55891433703826e-06,0.000238164042569999,NaN,0,0,0,0.0790925265295867,0.0794407559592088,NaN,NaN,focused_power,0,0,common_el_refocus_power_rank1,high,0.766666666666667,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,8,observable_dispatch,1,0.766666666666667,1,0.766666666666667,0.0588778525323349,0,0.0588778525323349,2,0.233333333333333,az_error,0.000240722956907037,2.55891433703826e-06,0.000238164042569999,NaN,0,0,0,0.0790925265295867,0.0794407559592088,NaN,NaN,focused_power,0,0,common_el_refocus_power_rank1,medium,0.766666666666667,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,0.766666666666667,0.766666666666667,0,0,0,0,0.233333333333333,0,common_el_refocus_power_rank1:1.000,medium:1.000,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,0.966666666666667,0.9,0.9,0,0.0333333333333333,0,0,0.0666666666666667,0,common_el_refocus_power_rank1:0.967;low_confidence:0.033,medium:0.967;low:0.033,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,level2_rank1_fallback,1,0.9,1,0.9,0.0542384445650232,0,0.0542384445650232,2,0.1,ok,0.000240569898079758,2.54551456270105e-06,0.000238024383517057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.9,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,0.966666666666667,0.9,0.9,0,0.0333333333333333,0,0,0.0666666666666667,0,common_el_refocus_power_rank1:0.967;low_confidence:0.033,medium:0.967;low:0.033,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,common_el_refocus_power_rank1,1,0.9,1,0.9,0.0542384445650232,0,0.0542384445650232,2,0.1,ok,0.000240569898079758,2.54551456270105e-06,0.000238024383517057,NaN,0,0,0,0.0795024858825762,0.0795553848180388,NaN,NaN,focused_power,0,0,,,0.9,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,0.966666666666667,0.9,0.9,0,0.0333333333333333,0,0,0.0666666666666667,0,common_el_refocus_power_rank1:0.967;low_confidence:0.033,medium:0.967;low:0.033,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,level3_2d_music,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,0.966666666666667,0.9,0.9,0,0.0333333333333333,0,0,0.0666666666666667,0,common_el_refocus_power_rank1:0.967;low_confidence:0.033,medium:0.967;low:0.033,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,0.966666666666667,0.9,0.9,0,0.0333333333333333,0,0,0.0666666666666667,0,common_el_refocus_power_rank1:0.967;low_confidence:0.033,medium:0.967;low:0.033,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,oracle_label_dispatch,1,0.9,1,0.9,0.0542384445650232,0,0.0542384445650232,2,0.1,ok,0.000240569898079758,2.54551456270105e-06,0.000238024383517057,NaN,0,0,0,0.0795024858825762,0.0795553848180388,NaN,NaN,focused_power,0,0,common_el_refocus_power_rank1,high,0.9,0,0,0,common_el_refocus_power_rank1,common_el_refocus_power_rank1,0.966666666666667,0.9,0.9,0,0.0333333333333333,0,0,0.0666666666666667,0,common_el_refocus_power_rank1:0.967;low_confidence:0.033,medium:0.967;low:0.033,ok
beta_scan,beta_scan,beta_0.5,0,0,0,0.5,0,1,0,0,0,1,16,observable_dispatch,0.966666666666667,0.9,0.966666666666667,0.9,0.0526529932304624,0,0.0526529932304624,1.96666666666667,0.1,ok,0.000240636355912862,2.54270806371605e-06,0.000238093647849146,NaN,0,0,0,0.0795028098566836,0.0795552027531439,NaN,NaN,focused_power,0,0,common_el_refocus_power_rank1,medium,0.9,0,0,0.0333333333333333,common_el_refocus_power_rank1,common_el_refocus_power_rank1,0.966666666666667,0.9,0.9,0,0.0333333333333333,0,0,0.0666666666666667,0,common_el_refocus_power_rank1:0.967;low_confidence:0.033,medium:0.967;low:0.033,ok
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,weak_target_boundary,low_confidence,0,0,0.1,0.1,0.566666666666667,0.1,0,0.333333333333333,0,low_confidence:0.467;common_el_refocus_power_rank1:0.433;boundary_unreliable:0.100,low:0.567;medium:0.433,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,level2_rank1_fallback,1,0.366666666666667,1,0.366666666666667,0.0859718789275023,0,0.0859718789275023,2,0.633333333333333,az_error,0.000624597224472946,1.44696017506322e-07,0.00062445252845544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.366666666666667,0,0,0,weak_target_boundary,low_confidence,0,0,0.1,0.1,0.566666666666667,0.1,0,0.333333333333333,0,low_confidence:0.467;common_el_refocus_power_rank1:0.433;boundary_unreliable:0.100,low:0.567;medium:0.433,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,common_el_refocus_power_rank1,1,0.366666666666667,1,0.366666666666667,0.0859718789275023,0,0.0859718789275023,2,0.633333333333333,az_error,0.000624597224472946,1.44696017506322e-07,0.00062445252845544,NaN,0,0,0,0.0768312560022181,0.0790385049567724,NaN,NaN,focused_power,0,0,,,0.366666666666667,0,0,0,weak_target_boundary,low_confidence,0,0,0.1,0.1,0.566666666666667,0.1,0,0.333333333333333,0,low_confidence:0.467;common_el_refocus_power_rank1:0.433;boundary_unreliable:0.100,low:0.567;medium:0.433,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,level3_2d_music,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,weak_target_boundary,low_confidence,0,0,0.1,0.1,0.566666666666667,0.1,0,0.333333333333333,0,low_confidence:0.467;common_el_refocus_power_rank1:0.433;boundary_unreliable:0.100,low:0.567;medium:0.433,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,weak_target_boundary,low_confidence,0,0,0.1,0.1,0.566666666666667,0.1,0,0.333333333333333,0,low_confidence:0.467;common_el_refocus_power_rank1:0.433;boundary_unreliable:0.100,low:0.567;medium:0.433,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,oracle_label_dispatch,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,weak_target_boundary,low,0,1,0,1,weak_target_boundary,low_confidence,0,0,0.1,0.1,0.566666666666667,0.1,0,0.333333333333333,0,low_confidence:0.467;common_el_refocus_power_rank1:0.433;boundary_unreliable:0.100,low:0.567;medium:0.433,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,0,observable_dispatch,0.433333333333333,0.1,0.433333333333333,0.1,0.0822594234515993,0,0.0822594234515993,1.43333333333333,0.9,insufficient_peak_or_pair,0.000635499780044472,3.33913886553051e-07,0.000635165866157919,NaN,0,0,0,0.076793523798273,0.0789797324490845,NaN,NaN,focused_power,0,0,low_confidence,low,0.1,0,0,0.566666666666667,weak_target_boundary,low_confidence,0,0,0.1,0.1,0.566666666666667,0.1,0,0.333333333333333,0,low_confidence:0.467;common_el_refocus_power_rank1:0.433;boundary_unreliable:0.100,low:0.567;medium:0.433,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,weak_target_boundary,common_el_refocus_power_rank1,0,0,0.366666666666667,0.366666666666667,0.333333333333333,0.1,0,0.3,0,common_el_refocus_power_rank1:0.667;low_confidence:0.233;boundary_unreliable:0.100,medium:0.667;low:0.333,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,level2_rank1_fallback,1,0.5,1,0.5,0.0841748621572276,0,0.0841748621572276,2,0.5,az_error,0.000626312021600146,1.77113422859998e-07,0.000626134908177286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.5,0,0,0,weak_target_boundary,common_el_refocus_power_rank1,0,0,0.366666666666667,0.366666666666667,0.333333333333333,0.1,0,0.3,0,common_el_refocus_power_rank1:0.667;low_confidence:0.233;boundary_unreliable:0.100,medium:0.667;low:0.333,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,common_el_refocus_power_rank1,1,0.5,1,0.5,0.0841748621572276,0,0.0841748621572276,2,0.5,az_error,0.000626312021600146,1.77113422859998e-07,0.000626134908177286,NaN,0,0,0,0.079082335751542,0.0794281618500766,NaN,NaN,focused_power,0,0,,,0.5,0,0,0,weak_target_boundary,common_el_refocus_power_rank1,0,0,0.366666666666667,0.366666666666667,0.333333333333333,0.1,0,0.3,0,common_el_refocus_power_rank1:0.667;low_confidence:0.233;boundary_unreliable:0.100,medium:0.667;low:0.333,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,level3_2d_music,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,weak_target_boundary,common_el_refocus_power_rank1,0,0,0.366666666666667,0.366666666666667,0.333333333333333,0.1,0,0.3,0,common_el_refocus_power_rank1:0.667;low_confidence:0.233;boundary_unreliable:0.100,medium:0.667;low:0.333,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,pair_el_local_covfit,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,weak_target_boundary,common_el_refocus_power_rank1,0,0,0.366666666666667,0.366666666666667,0.333333333333333,0.1,0,0.3,0,common_el_refocus_power_rank1:0.667;low_confidence:0.233;boundary_unreliable:0.100,medium:0.667;low:0.333,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,oracle_label_dispatch,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,weak_target_boundary,low,0,1,0,1,weak_target_boundary,common_el_refocus_power_rank1,0,0,0.366666666666667,0.366666666666667,0.333333333333333,0.1,0,0.3,0,common_el_refocus_power_rank1:0.667;low_confidence:0.233;boundary_unreliable:0.100,medium:0.667;low:0.333,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,8,observable_dispatch,0.666666666666667,0.366666666666667,0.666666666666667,0.366666666666667,0.0797564872167138,0,0.0797564872167138,1.66666666666667,0.633333333333333,insufficient_peak_or_pair,0.000628832726057919,2.35060484794375e-07,0.000628597665573124,NaN,0,0,0,0.0791099519988633,0.0794615636955827,NaN,NaN,focused_power,0,0,common_el_refocus_power_rank1,medium,0.366666666666667,0,0,0.333333333333333,weak_target_boundary,common_el_refocus_power_rank1,0,0,0.366666666666667,0.366666666666667,0.333333333333333,0.1,0,0.3,0,common_el_refocus_power_rank1:0.667;low_confidence:0.233;boundary_unreliable:0.100,medium:0.667;low:0.333,boundary_unreliable
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,16,level2_music_or_center_real,0,0,0,0,NaN,NaN,NaN,1,1,insufficient_peak_or_pair,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0,0,0,0,weak_target_boundary,common_el_refocus_power_rank1,0,0,0.366666666666667,0.366666666666667,0.2,0.0666666666666667,0,0.433333333333333,0,low_confidence:0.133;common_el_refocus_power_rank1:0.800;boundary_unreliable:0.067,low:0.200;medium:0.800,ok
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,16,level2_rank1_fallback,1,0.433333333333333,1,0.433333333333333,0.0875901338954312,0,0.0875901338954312,2,0.566666666666667,az_error,0.000625427667465066,1.26706233155159e-07,0.000625300961231911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,0.433333333333333,0,0,0,weak_target_boundary,common_el_refocus_power_rank1,0,0,0.366666666666667,0.366666666666667,0.2,0.0666666666666667,0,0.433333333333333,0,low_confidence:0.133;common_el_refocus_power_rank1:0.800;boundary_unreliable:0.067,low:0.200;medium:0.800,ok
beta_scan,beta_scan,beta_0.3,0,0,0,0.3,0,1,1,0,0,1,16,common_el_refocus_power_rank1,1,0.433333333333333,1,0.433333333333333,0.0875901338954312,0,0.0875901338954312,2,0.566666666666667,az_error,0.000625427667465066,1.26706233155159e-07,0.000625300961231911,NaN,0,0,0,0.0795179261407771,0.0795661234127932,NaN,NaN,focused_power,0,0,,,0.433333333333333,0,0,0,weak_target_boundary,common_el_refocus_power_rank1,0,0,0.366666666666667,0.366666666666667,0.2,0.0666666666666667,0,0.433333333333333,0,low_confidence:0.133;common_el_refocus_power_rank1:0.800;boundary_unreliable:0.067,low:0.200;medium:0.800,ok
