stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,26.2612855,0.32826606875,0.3674225,0.4033698,80
ranking_compare,13.3290158,0.1666126975,0.1875045,0.1994154,80
build_candidate_score_pack,8.4720244,0.84720244,0.9285383,0.9285383,10
build_step11_input,0.0722869,0.00722869,0.0150029,0.0150029,10
run_step11_backend,0,0,0,0,10
