summary_name,n_trials,full_fine_success,fixed_topK3_success,adaptive_success,full_fine_rmse,fixed_topK3_rmse,adaptive_rmse,full_fine_mean_num_pairs,fixed_topK3_mean_num_pairs,adaptive_mean_num_pairs,fixed_topK3_reduction_ratio,adaptive_reduction_ratio,adaptive_vs_fixed_pair_count_ratio,adaptive_vs_fixed_reduction_gain,fixed_full_grid_match_rate,adaptive_full_grid_match_rate,fixed_topK_miss_rate,adaptive_topK_miss_rate,fixed_boundary_hit_rate,adaptive_boundary_hit_rate,mean_adaptive_U,mean_adaptive_topK
all_bias_cases,350,0.994285714285714,0.994285714285714,0.994285714285714,0.0532098822951065,0.0532098822951064,0.0532098822951064,131461,18390.0342857143,37291.9085714286,7.14849129466394,3.52518830588144,2.02783246578271,0.493137385298749,1,1,0,0,0,0,0.671325180665878,5
