case_type,trial_index,scenario_name,quant_mode,metric_name,metric_value,topK_miss_count,argmax_changed_flag,score_gap_norm_baseline,score_gap_rel_error,max_clip_rate,note
max_topK_miss_count,956,strong_coherent,combined_int14,topK_miss_count,1,1,1,0.00116015171660557,0.000885409099409001,0,see trial CSV for full fields
argmax_changed_largest_baseline_gap,236,large_el_pair,combined_int14,score_gap_norm_baseline,0.00461584102060989,0,1,0.00461584102060989,0.00356322032357824,0,see trial CSV for full fields
max_score_gap_rel_error,116,weak_secondary,combined_int14,score_gap_rel_error,0.189370340316178,0,1,0.000150623953702225,0.189370340316178,0,see trial CSV for full fields
policy_changed_sample,NaN,,,same_policy_flag,NaN,NaN,0,NaN,NaN,NaN,no matching sample
max_clip_or_overflow_sample,116,weak_secondary,double_baseline,max_clip_rate,0,0,0,0.000150623953702225,0,0,see trial CSV for full fields
