case_type,trial_index,scenario_name,quant_mode,metric_name,metric_value,topK_miss_count,argmax_changed_flag,score_gap_norm_baseline,score_gap_rel_error,max_clip_rate,note
max_topK_miss_count,499,medium_beta_coherent,combined_int14,topK_miss_count,1,1,1,0.00143699129212759,0.0215753658474645,0,see trial CSV for full fields
argmax_changed_largest_baseline_gap,1099,medium_beta_coherent,combined_int14,score_gap_norm_baseline,0.00144700842910097,0,1,0.00144700842910097,0.0139236930359472,0,see trial CSV for full fields
max_score_gap_rel_error,499,medium_beta_coherent,combined_int14,score_gap_rel_error,0.0215753658474645,1,1,0.00143699129212759,0.0215753658474645,0,see trial CSV for full fields
policy_changed_sample,NaN,,,same_policy_flag,NaN,NaN,0,NaN,NaN,NaN,no matching sample
max_clip_or_overflow_sample,19,easy_noncoherent,double_baseline,max_clip_rate,0,0,0,0.000961621410231662,0,0,see trial CSV for full fields
