metric,value
comparison_status,blocked
blocker,xsim_unavailable_or_sim_output_missing
expected_rows,14
actual_rows,0
matched_rows,0
missing_count,14
duplicate_count,0
tdata_mismatch_count,0
z_value_mismatch_count,0
flag_mismatch_count,0
tlast_mismatch_count,0
beam_order_mismatch_count,0
axis_output_match_flag,false
axis_tb_pass_flag,false
step14_1_axis_system_pass_flag,false
formal_result_claimed,false
dma_validation_flag,false
ps_validation_flag,false
board_validation_flag,false
