trial_id,scenario_name,snr_db,mc,target_source,double_route,quant_route,double_confidence,quant_confidence,route_flip_type,first_divergent_stage,first_divergent_metric,double_metric_value,quant_metric_value,threshold_value,double_distance_to_threshold,quant_distance_to_threshold,threshold_crossed_flag,near_threshold_double_flag,near_threshold_quant_flag,metric_scale_ratio,az_est_diff_vs_double,el_est_diff_vs_double,output_equivalent,boundary_score_if_any,rank1_score_gap_ratio,rank1_residual_norm,refocus_power_sharpness,stage_refocus_margin_rel,refocus_rank1_score_gap_ratio,refocus_rank1_residual_norm,refocus_rank1_pair_sep_est,refocus_common_el_sharpness
144,close_coherent_pair,8,24,step89c_worst80,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0157983537002747,3.48682960924157,1.37686679768859e-07,0.078736131703978,0.078736131703978,3.48682960924157,1.37686679768859e-07,0.36,0.078736131703978
147,close_coherent_pair,8,27,step89c_worst80,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0119987377772406,1.60989619307778,6.05167659839586e-08,0.0790401009778208,0.0790401009778208,1.60989619307778,6.05167659839586e-08,0.32,0.0790401009778208
187,close_coherent_pair,8,7,step89c_worst80,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0128945614018978,0.378613789695977,4.54724209444552e-08,0.0789684350878482,0.0789684350878482,0.378613789695977,4.54724209444552e-08,0.38,0.0789684350878482
213,close_coherent_pair,16,3,step89c_worst80,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.00656078853373977,0.14837331725696,1.78363511227012e-07,0.0794751369173008,0.0794751369173008,0.14837331725696,1.78363511227012e-07,0.26,0.0794751369173008
296,close_coherent_pair,16,26,step89c_worst80,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.00720534866949941,689381173.607051,0,0.07942357210644,0.07942357210644,689381173.607051,0,0.5,0.07942357210644
306,close_coherent_pair,8,6,step89c_worst80,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0224174345768449,4.45979377122926,4.94143747111649e-08,0.0782066052338524,0.0782066052338524,4.45979377122926,4.94143747111649e-08,0.56,0.0782066052338524
315,close_coherent_pair,8,15,step89d_uncaught_worst,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0115035229377097,0.456839912027842,4.08854615803314e-07,0.0790797181649832,0.0790797181649832,0.456839912027842,4.08854615803314e-07,0.48,0.0790797181649832
331,close_coherent_pair,16,1,step89d_uncaught_worst,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0057195145932885,107295389.232226,0,0.0795424388325369,0.0795424388325369,107295389.232226,0,0.48,0.0795424388325369
332,close_coherent_pair,16,2,step89d_uncaught_worst,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.00587241727344947,3.94765557255906,7.48489062613777e-09,0.079530206618124,0.079530206618124,3.94765557255906,7.48489062613777e-09,0.52,0.079530206618124
345,close_coherent_pair,16,15,step89d_uncaught_worst,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0110788733731385,2.16166479706415,3.90976950484536e-08,0.0791136901301489,0.0791136901301489,2.16166479706415,3.90976950484536e-08,0.52,0.0791136901301489
347,close_coherent_pair,16,17,step89d_uncaught_worst,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.00829474927240975,0.0192501284811143,5.47963923603586e-08,0.0793364200582072,0.0793364200582072,0.0192501284811143,5.47963923603586e-08,0.44,0.0793144234116541
349,close_coherent_pair,16,19,step89d_uncaught_worst,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0124488136191595,0.0410261590228164,4.22974888237866e-07,0.0790040949104672,0.0790040949104672,0.0410261590228164,4.22974888237866e-07,0.44,0.0790040949104672
357,close_coherent_pair,16,27,step89d_uncaught_worst,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.00734106446299843,0.233927973271987,1.22293712115995e-07,0.0794127148429601,0.0794127148429601,0.233927973271987,1.22293712115995e-07,0.52,0.0793825128046539
391,close_coherent_pair,16,1,step89d_uncaught_worst,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.00590560254444903,0.0221345425204621,3.15788019506494e-07,0.0795275517964441,0.0795275517964441,0.0221345425204621,3.15788019506494e-07,0.46,0.0794895442089953
404,close_coherent_pair,16,14,step89d_uncaught_worst,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.00853658143871432,0.401656822066695,4.17500365342729e-07,0.0793170734849029,0.0793170734849029,0.401656822066695,4.17500365342729e-07,0.5,0.0793170734849029
499,close_coherent_pair,8,19,step89d_uncaught_worst,common_el_refocus_power_rank1,common_el_refocus_power_rank1,medium,medium,common_el_refocus_power_rank1->common_el_refocus_power_rank1,boundary,boundary_score_if_any,0.0249601409579574,2.77555756156289e-16,0.05,0.500797180840853,0.999999999999994,0,0,0,1.11199594835543e-14,0.04,0,1,2.77555756156289e-16,NaN,NaN,0.0780031658900823,0.0780031658900823,0.0515973633985574,1.29324206272446e-06,0.8,0.0780031658900823
545,close_coherent_pair,8,5,step89d_uncaught_worst,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0130742434082199,0.14137052973131,1.78194861543983e-06,0.0789540605273424,0.0789540605273424,0.14137052973131,1.78194861543983e-06,0.78,0.0789540605273424
906,medium_beta_pair,8,6,step89d_uncaught_worst,common_el_refocus_power_rank1,common_el_refocus_power_rank1,medium,medium,common_el_refocus_power_rank1->common_el_refocus_power_rank1,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0178490267722983,NaN,NaN,0.0785720778582161,0.0785720778582161,0.175496651313915,3.39019699551081e-07,0.66,0.0785720778582161
602,medium_beta_pair,8,2,topup_top_azdiff_to_150,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0160230683996544,0.0347279097438832,1.86338339621818e-06,0.0787181545280276,0.0787181545280276,0.0347279097438832,1.86338339621818e-06,0.46,0.0787181545280276
642,medium_beta_pair,16,12,topup_top_azdiff_to_150,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.00636097921130219,0.0308064507788826,1.79466824957844e-06,0.0794911216630958,0.0794911216630958,0.0308064507788826,1.79466824957844e-06,0.42,0.079397338357011
650,medium_beta_pair,16,20,topup_top_azdiff_to_150,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.00643690296764313,0.0501721661627418,4.69239517589205e-07,0.0794850477625886,0.0794850477625886,0.0501721661627418,4.69239517589205e-07,0.46,0.0793768108456264
675,medium_beta_pair,8,15,topup_top_azdiff_to_150,level2_rank1_fallback,level2_rank1_fallback,medium,medium,level2_rank1_fallback->level2_rank1_fallback,none,,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0.04,0,1,0.0285997403814299,0.00744463737508896,2.60960577594152e-06,0.0777120207694856,0.0777120207694856,0.00744463737508896,2.60960577594152e-06,0.5,0.077406706991075
