case_type,trial_index,scenario_name,quant_mode,metric_name,metric_value,topK_miss_count,argmax_changed_flag,score_gap_norm_baseline,score_gap_rel_error,max_clip_rate,note
max_topK_miss_count,34,strong_coherent,double_baseline,topK_miss_count,0,0,0,0.00118507218153021,0,0,see trial CSV for full fields
argmax_changed_largest_baseline_gap,154,near_tie_close_sep,combined_int14,score_gap_norm_baseline,6.42917564637391e-05,0,1,6.42917564637391e-05,0.0505008117755858,0,see trial CSV for full fields
max_score_gap_rel_error,274,low_margin_score_gap,combined_int14,score_gap_rel_error,0.192672573904083,0,0,0.00015124295629726,0.192672573904083,0,see trial CSV for full fields
policy_changed_sample,NaN,,,same_policy_flag,NaN,NaN,0,NaN,NaN,NaN,no matching sample
max_clip_or_overflow_sample,34,strong_coherent,double_baseline,max_clip_rate,0,0,0,0.00118507218153021,0,0,see trial CSV for full fields
