case_type,trial_index,scenario_name,quant_mode,metric_name,metric_value,topK_miss_count,argmax_changed_flag,score_gap_norm_baseline,score_gap_rel_error,max_clip_rate,note
max_topK_miss_count,467,near_tie_close_sep,combined_int14,topK_miss_count,1,1,1,0.00051838993114479,0.0603646182907986,0,see trial CSV for full fields
argmax_changed_largest_baseline_gap,827,large_el_pair,combined_int14,score_gap_norm_baseline,0.000999786749597072,0,1,0.000999786749597072,0.022151667043982,0,see trial CSV for full fields
max_score_gap_rel_error,467,near_tie_close_sep,combined_int14,score_gap_rel_error,0.0603646182907986,1,1,0.00051838993114479,0.0603646182907986,0,see trial CSV for full fields
policy_changed_sample,NaN,,,same_policy_flag,NaN,NaN,0,NaN,NaN,NaN,no matching sample
max_clip_or_overflow_sample,107,weak_secondary,double_baseline,max_clip_rate,0,0,0,0.000631684785728277,0,0,see trial CSV for full fields
