stress_group,case_name,stress_value,beta,el_a_deg,el_b_deg,el_assumed_deg,phase_offset_deg,rho,route_name,K_phi,P_phi,sep_factor,theta_sep_deg,snr_db,raw_success_rate,tol_success_rate_abs01,tol_success_rate_rel025,rmse_deg,mean_pair_sep_error,mean_pair_center_error,snr90_abs01,snr90_abs01_label,snr90_rel025,snr90_rel025_label,failure_rate,model_mismatch_flag
elevation_difference,elB_5,5,1,0,5,0,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,0,0,0.1349428493,0.1216265907,0.11645,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_5,5,1,0,5,0,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,0,1,0,0,0.1322365154,0.1172255729,0.116225,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_5,5,1,0,5,0,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,4,1,0,0,0.1339005359,0.1281745551,0.116225,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_5,5,1,0,5,0,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,0,0,0.1336836292,0.1289245551,0.1161,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,center_real,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,center_real,28,38,10,0.2637754449,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,center_real,28,38,10,0.2637754449,4,0.03,0,0,1.479799413,2.062891222,1.052245551,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,center_real,28,38,10,0.2637754449,8,0.24,0,0,1.368410951,1.887474555,0.964953884,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,min_den_fb,28,38,10,0.2637754449,-4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,min_den_fb,28,38,10,0.2637754449,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,min_den_fb,28,38,10,0.2637754449,4,0.03,0,0,1.479799413,2.062891222,1.052245551,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,min_den_fb,28,38,10,0.2637754449,8,0.24,0,0,1.368410951,1.887474555,0.964953884,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,-4,1,0,0,0.1534822717,0.1801754449,0.12305,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,0,1,0,0,0.1555976016,0.1870254449,0.123575,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,4,1,0,0,0.1564627531,0.1903254449,0.123725,NaN,NaN,NaN,NaN,1,true
elevation_difference,elB_10,10,1,0,10,0,0,1,covfit_rank1_equal_phase,28,38,10,0.2637754449,8,1,0,0,0.157880561,0.1945254449,0.123975,NaN,NaN,NaN,NaN,1,true
