candidate_index,candidate_id,score_baseline,score_fixed,score_abs_diff,score_rel_diff
4717,p_+6.960000_+9.880000__+8.080000_+10.600000__sep_+0.720000,214571.196652997,214571.520162715,0.323509717913112,1.5077033775241e-06
5560,p_+6.800000_+10.120000__+8.080000_+10.840000__sep_+0.720000,214105.718606356,214106.086106634,0.367500277934596,1.71644307460215e-06
4705,p_+6.800000_+9.880000__+8.080000_+10.600000__sep_+0.720000,213917.672500383,213917.953138812,0.280638428754173,1.31189922493977e-06
4718,p_+6.960000_+9.880000__+8.240000_+10.600000__sep_+0.720000,213424.347546847,213424.714795033,0.367248185415519,1.72074175058639e-06
4363,p_+6.800000_+10.060000__+8.080000_+10.420000__sep_+0.360000,213393.682736303,213394.045668123,0.362931819894584,1.70076178095239e-06
4706,p_+6.800000_+9.880000__+8.240000_+10.600000__sep_+0.720000,213031.722801979,213032.052770692,0.329968713311246,1.54891820321974e-06
5561,p_+6.800000_+10.120000__+8.240000_+10.840000__sep_+0.720000,212846.647649226,212847.040431297,0.392782070615795,1.84537588425214e-06
4364,p_+6.800000_+10.060000__+8.240000_+10.420000__sep_+0.360000,212689.841284195,212690.241642344,0.400358149490785,1.88235670812236e-06
4375,p_+6.960000_+10.060000__+8.080000_+10.420000__sep_+0.360000,212648.09759156,212648.471263493,0.373671932698926,1.75723148681372e-06
5572,p_+6.960000_+10.120000__+8.080000_+10.840000__sep_+0.720000,212612.130970719,212612.532878749,0.401908030034974,1.89033442353449e-06
5218,p_+6.800000_+10.300000__+8.080000_+10.660000__sep_+0.360000,211571.945857326,211572.366034908,0.420177581865573,1.98597966362195e-06
4376,p_+6.960000_+10.060000__+8.240000_+10.420000__sep_+0.360000,211521.221525147,211521.643033523,0.421508375235135,1.99274745198567e-06
5573,p_+6.960000_+10.120000__+8.240000_+10.840000__sep_+0.720000,211257.280267501,211257.719721221,0.439453719591256,2.08018260499617e-06
5219,p_+6.800000_+10.300000__+8.240000_+10.660000__sep_+0.360000,210503.394157848,210503.857746016,0.463588167767739,2.20228357657793e-06
5230,p_+6.960000_+10.300000__+8.080000_+10.660000__sep_+0.360000,210079.702186161,210080.117332022,0.41514586051926,1.97613503922135e-06
4716,p_+6.960000_+9.880000__+7.920000_+10.600000__sep_+0.720000,209985.810752816,209986.089216493,0.27846367759048,1.32610711453391e-06
5571,p_+6.960000_+10.120000__+7.920000_+10.840000__sep_+0.720000,209615.368739156,209615.732011723,0.363272567134118,1.73304357079929e-06
5559,p_+6.800000_+10.120000__+7.920000_+10.840000__sep_+0.720000,209526.169379844,209526.512733442,0.343353597068926,1.63871462016026e-06
5231,p_+6.960000_+10.300000__+8.240000_+10.660000__sep_+0.360000,208823.821129225,208824.294600797,0.47347157204058,2.26732548748634e-06
4728,p_+7.120000_+9.880000__+8.080000_+10.600000__sep_+0.720000,208489.25903123,208489.594412634,0.335381403827341,1.60862677236099e-06
4374,p_+6.960000_+10.060000__+7.920000_+10.420000__sep_+0.360000,208438.588674757,208438.922569091,0.333894333947683,1.60188349033913e-06
6415,p_+6.800000_+10.360000__+8.080000_+11.080000__sep_+0.720000,207922.638137329,207923.072458683,0.434321353968699,2.08886034661525e-06
4704,p_+6.800000_+9.880000__+7.920000_+10.600000__sep_+0.720000,207584.417297629,207584.663326899,0.246029269183055,1.18520104922088e-06
4192,p_+6.800000_+10.240000__+8.080000_+10.240000__sep_+0.000000,207027.939925561,207028.347362637,0.40743707519141,1.9680294135077e-06
4362,p_+6.800000_+10.060000__+7.920000_+10.420000__sep_+0.360000,207020.046375303,207020.366739121,0.320363817678299,1.54750142939064e-06
5229,p_+6.960000_+10.300000__+7.920000_+10.660000__sep_+0.360000,206983.214350657,206983.584249967,0.369899309560424,1.78709810223434e-06
6416,p_+6.800000_+10.360000__+8.240000_+11.080000__sep_+0.720000,206814.247092343,206814.712210054,0.465117710904451,2.24896358661777e-06
4386,p_+7.120000_+10.060000__+8.080000_+10.420000__sep_+0.360000,206786.509079512,206786.882343434,0.373263922374463,1.80506902522803e-06
5217,p_+6.800000_+10.300000__+7.920000_+10.660000__sep_+0.360000,206609.967330145,206610.336627064,0.369296919059707,1.78741095520141e-06
3862,p_+6.960000_+9.640000__+8.080000_+10.360000__sep_+0.720000,206471.020755767,206471.264030729,0.24327496154001,1.17825233124496e-06
3863,p_+6.960000_+9.640000__+8.240000_+10.360000__sep_+0.720000,206437.297235649,206437.551012158,0.253776509634918,1.22931521112307e-06
4729,p_+7.120000_+9.880000__+8.240000_+10.600000__sep_+0.720000,206434.939011427,206435.325645985,0.386634558264632,1.87291240579789e-06
6260,p_+6.960000_+10.900000__+8.720000_+10.540000__sep_+0.360000,151085.68091715,151086.325144814,0.644227663782658,4.263988882811e-06
6271,p_+7.120000_+10.900000__+8.720000_+10.540000__sep_+0.360000,152130.624317501,152131.249668059,0.625350558460923,4.110615868872e-06
6601,p_+6.960000_+11.080000__+8.560000_+10.360000__sep_+0.720000,163227.939462238,163228.562456287,0.622994048171677,3.8167120789747e-06
