K_phi,P_phi,sep_factor,snr_db,metkl_num,subarray_index,subarray_center_phi_deg,num_peaks,peak1_deg,peak2_deg,target1_deg,target2_deg,peak_error_max_deg,peak_separation_deg,peak_to_valley_ratio,is_two_peak_valid
24,42,7,24,1,42,38.437500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,1,-38.437500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,2,-36.562500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,3,-34.687500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,4,-32.812500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,5,-30.937500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,6,-29.062500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,7,-27.187500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,8,-25.312500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,9,-23.437500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,10,-21.562500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,11,-19.687500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,12,-17.812500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,13,-15.937500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,14,-14.062500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,15,-12.187500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,16,-10.312500000,2,-0.087754449,0.067245551,-0.188411032,0.188411032,0.121165481,0.155000000,1.000065755,0
24,42,7,28,1,17,-8.437500000,2,-0.097754449,0.102245551,-0.188411032,0.188411032,0.090656583,0.200000000,1.053840038,1
24,42,7,28,1,18,-6.562500000,2,-0.107754449,0.117245551,-0.188411032,0.188411032,0.080656583,0.225000000,1.144147686,1
24,42,7,28,1,19,-4.687500000,2,-0.112754449,0.127245551,-0.188411032,0.188411032,0.075656583,0.240000000,1.245217950,1
24,42,7,28,1,20,-2.812500000,2,-0.117754449,0.132245551,-0.188411032,0.188411032,0.070656583,0.250000000,1.335295837,1
24,42,7,28,1,21,-0.937500000,2,-0.117754449,0.137245551,-0.188411032,0.188411032,0.070656583,0.255000000,1.389156263,1
24,42,7,28,1,22,0.937500000,2,-0.117754449,0.137245551,-0.188411032,0.188411032,0.070656583,0.255000000,1.391295870,1
24,42,7,28,1,23,2.812500000,2,-0.112754449,0.132245551,-0.188411032,0.188411032,0.075656583,0.245000000,1.340623085,1
24,42,7,28,1,24,4.687500000,2,-0.112754449,0.127245551,-0.188411032,0.188411032,0.075656583,0.240000000,1.252099546,1
24,42,7,28,1,25,6.562500000,2,-0.107754449,0.117245551,-0.188411032,0.188411032,0.080656583,0.225000000,1.150465300,1
24,42,7,28,1,26,8.437500000,2,-0.097754449,0.107245551,-0.188411032,0.188411032,0.090656583,0.205000000,1.058505948,1
24,42,7,28,1,27,10.312500000,2,-0.087754449,0.072245551,-0.188411032,0.188411032,0.116165481,0.160000000,1.000873579,0
24,42,7,28,1,28,12.187500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,29,14.062500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,30,15.937500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,31,17.812500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,32,19.687500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,33,21.562500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,34,23.437500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,35,25.312500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,36,27.187500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,37,29.062500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,38,30.937500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,39,32.812500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,40,34.687500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,41,36.562500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,28,1,42,38.437500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,1,-38.437500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,2,-36.562500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,3,-34.687500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,4,-32.812500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,5,-30.937500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,6,-29.062500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,7,-27.187500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,8,-25.312500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,9,-23.437500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,10,-21.562500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,11,-19.687500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,12,-17.812500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,13,-15.937500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,14,-14.062500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,15,-12.187500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,16,-10.312500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,17,-8.437500000,2,-0.092754449,0.082245551,-0.188411032,0.188411032,0.106165481,0.175000000,1.001844922,0
24,42,7,30,1,18,-6.562500000,2,-0.097754449,0.107245551,-0.188411032,0.188411032,0.090656583,0.205000000,1.049734704,1
24,42,7,30,1,19,-4.687500000,2,-0.102754449,0.117245551,-0.188411032,0.188411032,0.085656583,0.220000000,1.115072231,1
24,42,7,30,1,20,-2.812500000,2,-0.107754449,0.127245551,-0.188411032,0.188411032,0.080656583,0.235000000,1.175406337,1
24,42,7,30,1,21,-0.937500000,2,-0.107754449,0.127245551,-0.188411032,0.188411032,0.080656583,0.235000000,1.211662475,1
24,42,7,30,1,22,0.937500000,2,-0.107754449,0.127245551,-0.188411032,0.188411032,0.080656583,0.235000000,1.212943101,1
24,42,7,30,1,23,2.812500000,2,-0.107754449,0.127245551,-0.188411032,0.188411032,0.080656583,0.235000000,1.179016686,1
24,42,7,30,1,24,4.687500000,2,-0.102754449,0.122245551,-0.188411032,0.188411032,0.085656583,0.225000000,1.119417018,1
24,42,7,30,1,25,6.562500000,2,-0.097754449,0.107245551,-0.188411032,0.188411032,0.090656583,0.205000000,1.053558589,1
24,42,7,30,1,26,8.437500000,2,-0.092754449,0.087245551,-0.188411032,0.188411032,0.101165481,0.180000000,1.003344920,0
24,42,7,30,1,27,10.312500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,28,12.187500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,29,14.062500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,30,15.937500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,31,17.812500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,32,19.687500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,33,21.562500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,34,23.437500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,35,25.312500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,36,27.187500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,37,29.062500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,38,30.937500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,39,32.812500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,40,34.687500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,41,36.562500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,7,30,1,42,38.437500000,1,NaN,NaN,-0.188411032,0.188411032,NaN,NaN,NaN,0
24,42,10,24,1,1,-38.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,2,-36.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,3,-34.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,4,-32.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,5,-30.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,6,-29.062500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,7,-27.187500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,8,-25.312500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,9,-23.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,10,-21.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,11,-19.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,12,-17.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,13,-15.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,14,-14.062500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,15,-12.187500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,16,-10.312500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,17,-8.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,18,-6.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,19,-4.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,20,-2.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,21,-0.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,22,0.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,23,2.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,24,4.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,25,6.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,26,8.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,27,10.312500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,28,12.187500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,29,14.062500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,30,15.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,31,17.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,32,19.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,33,21.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,34,23.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,35,25.312500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,36,27.187500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,37,29.062500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,38,30.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,39,32.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,40,34.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,41,36.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,24,1,42,38.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,1,-38.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,2,-36.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,3,-34.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,4,-32.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,5,-30.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,6,-29.062500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,7,-27.187500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,8,-25.312500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,9,-23.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,10,-21.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,11,-19.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,12,-17.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,13,-15.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,14,-14.062500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,15,-12.187500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,16,-10.312500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,17,-8.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,18,-6.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,19,-4.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,20,-2.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,21,-0.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,22,0.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,23,2.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,24,4.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,25,6.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,26,8.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,27,10.312500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,28,12.187500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,29,14.062500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,30,15.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,31,17.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,32,19.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,33,21.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,34,23.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,35,25.312500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,36,27.187500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,37,29.062500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,38,30.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,39,32.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,40,34.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,41,36.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,28,1,42,38.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,1,-38.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,2,-36.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,3,-34.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,4,-32.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,5,-30.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,6,-29.062500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,7,-27.187500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,8,-25.312500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,9,-23.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,10,-21.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,11,-19.687500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,12,-17.812500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,13,-15.937500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,14,-14.062500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,15,-12.187500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,16,-10.312500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,17,-8.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,18,-6.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,19,-4.687500000,2,-0.072754449,0.082245551,-0.131887722,0.131887722,0.059133273,0.155000000,1.077057613,1
24,42,10,30,1,20,-2.812500000,2,-0.077754449,0.092245551,-0.131887722,0.131887722,0.054133273,0.170000000,1.195792431,1
24,42,10,30,1,21,-0.937500000,2,-0.077754449,0.097245551,-0.131887722,0.131887722,0.054133273,0.175000000,1.283201458,1
24,42,10,30,1,22,0.937500000,2,-0.077754449,0.097245551,-0.131887722,0.131887722,0.054133273,0.175000000,1.285803079,1
24,42,10,30,1,23,2.812500000,2,-0.077754449,0.092245551,-0.131887722,0.131887722,0.054133273,0.170000000,1.201508302,1
24,42,10,30,1,24,4.687500000,2,-0.072754449,0.082245551,-0.131887722,0.131887722,0.059133273,0.155000000,1.082299826,1
24,42,10,30,1,25,6.562500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,26,8.437500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,27,10.312500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,28,12.187500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
24,42,10,30,1,29,14.062500000,1,NaN,NaN,-0.131887722,0.131887722,NaN,NaN,NaN,0
