stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,38.4317009,0.48039626125,0.588134,0.6135786,80
ranking_compare,19.4867244,0.243584055,0.2998498,0.3125864,80
build_candidate_score_pack,11.9971858,1.19971858,1.397075,1.397075,10
build_step11_input,0.07937,0.007937,0.0101686,0.0101686,10
run_step11_backend,0,0,0,0,10
