trial_id,scenario_name,SNR,mc,quant_mode,double_route,quant_route,route_agreement,double_confidence,quant_confidence,double_confidence_group,quant_confidence_group,confidence_agreement,dangerous_confidence_upgrade,medium_to_high_upgrade,output_equivalent,output_equivalent_strict,output_equivalent_relaxed,double_success,quant_success,success_changed,false_high,boundary_missed,double_az_est,quant_az_est,az_diff,az_diff_for_equivalence,double_el_est,quant_el_est,el_diff,el_diff_for_equivalence,output_count_diff,ywork_snr_quant_db,ywork_rel_err,steering_rel_err_aligned,steering_mean_rel_err_aligned,ywork_clip_rate,frontend_state,coarse_peak_count,in_scope_shared_center_flag,low_confidence_double,boundary_double,low_confidence_quant,boundary_quant,true_az1,true_az2,true_el1,true_el2,weak_target_truth_flag,anti_phase_truth_flag,large_el_truth_flag,score_margin_if_available,peak_margin_if_available,failure_hypothesis
488,close_coherent_pair,8,8,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,151.794341053798,2.57207096763005e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
488,close_coherent_pair,8,8,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
488,close_coherent_pair,8,8,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.5472941711213,2.35849680060285e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
488,close_coherent_pair,8,8,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.5472941711213,2.35849680060285e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
488,close_coherent_pair,8,8,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,104.590891839982,5.89461449900084e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
488,close_coherent_pair,8,8,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,140.722909299943,9.20141322906013e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
489,close_coherent_pair,8,9,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
489,close_coherent_pair,8,9,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,151.780093908195,2.57629330304969e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
489,close_coherent_pair,8,9,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
489,close_coherent_pair,8,9,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.4542723947684,2.38389092442747e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
489,close_coherent_pair,8,9,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.4542723947684,2.38389092442747e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
489,close_coherent_pair,8,9,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,104.493479434067,5.96109479691779e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
489,close_coherent_pair,8,9,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,140.619314859341,9.3118132390554e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
490,close_coherent_pair,8,10,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.38;0.38,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
490,close_coherent_pair,8,10,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.38;0.38,0,0,0;0,0;0,0,0,0,151.771044051515,2.57897895027534e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
490,close_coherent_pair,8,10,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.4;0.4,0.02,0.02,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
490,close_coherent_pair,8,10,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.38;0.38,0,0,0;0,0;0,0,0,0,91.8678526989229,2.55039451119018e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
490,close_coherent_pair,8,10,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.38;0.38,0,0,0;0,0;0,0,0,0,91.8678526989229,2.55039451119018e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
490,close_coherent_pair,8,10,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.38;0.38,0,0,0;0,0;0,0,0,0,103.915688188506,6.37111714641455e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
490,close_coherent_pair,8,10,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.38;0.38,0,0,0;0,0;0,0,0,0,140.03130500214,9.96402365487239e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
491,close_coherent_pair,8,11,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
491,close_coherent_pair,8,11,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,151.794021290981,2.57216565773447e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
491,close_coherent_pair,8,11,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
491,close_coherent_pair,8,11,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.1914480085699,2.45712697398367e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
491,close_coherent_pair,8,11,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.1914480085699,2.45712697398367e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
491,close_coherent_pair,8,11,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,104.23174884939,6.14345324675167e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
491,close_coherent_pair,8,11,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,140.384610904334,9.56686079687526e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
492,close_coherent_pair,8,12,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.38;0.38,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
492,close_coherent_pair,8,12,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.38;0.38,0,0,0;0,0;0,0,0,0,151.802185264022,2.56974918384385e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
492,close_coherent_pair,8,12,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.4;0.4,0.02,0.02,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
492,close_coherent_pair,8,12,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.38;0.38,0,0,0;0,0;0,0,0,0,92.2457710583915,2.44180763351318e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
492,close_coherent_pair,8,12,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.4;0.4,0.02,0.02,0;0,0;0,0,0,0,92.2457710583915,2.44180763351318e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
492,close_coherent_pair,8,12,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.4;0.4,0.02,0.02,0;0,0;0,0,0,0,104.289858356647,6.10249008073275e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
492,close_coherent_pair,8,12,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.38;0.38,-0.38;0.38,0,0,0;0,0;0,0,0,0,140.40157192174,9.54819772660777e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
493,close_coherent_pair,8,13,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
493,close_coherent_pair,8,13,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,151.793572257399,2.57229863416683e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
493,close_coherent_pair,8,13,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
493,close_coherent_pair,8,13,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.3815020181395,2.40394705856242e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
493,close_coherent_pair,8,13,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.3815020181395,2.40394705856242e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
493,close_coherent_pair,8,13,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,104.427281180402,6.00669998608526e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
493,close_coherent_pair,8,13,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,140.550626956169,9.38574286999811e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
494,close_coherent_pair,8,14,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
494,close_coherent_pair,8,14,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,151.791525499926,2.57290484631454e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
494,close_coherent_pair,8,14,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
494,close_coherent_pair,8,14,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.4413126277362,2.38745045971254e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
494,close_coherent_pair,8,14,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.4413126277362,2.38745045971254e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
494,close_coherent_pair,8,14,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.38;0.38,0.02,0.02,0;0,0;0,0,0,0,104.500112224331,5.95654447442989e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
494,close_coherent_pair,8,14,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,140.648856932786,9.28019609914343e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
495,close_coherent_pair,8,15,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
495,close_coherent_pair,8,15,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,151.812712593872,2.56663652513943e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
495,close_coherent_pair,8,15,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
495,close_coherent_pair,8,15,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.3312158980625,2.41790484277111e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
495,close_coherent_pair,8,15,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.3312158980625,2.41790484277111e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
495,close_coherent_pair,8,15,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,104.371756904105,6.04522061659089e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
495,close_coherent_pair,8,15,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,140.521390372497,9.41738837920456e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
496,close_coherent_pair,8,16,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
496,close_coherent_pair,8,16,float32_all,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,151.789039735013,2.57364127656073e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
496,close_coherent_pair,8,16,coeff_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
496,close_coherent_pair,8,16,ywork_int16_only,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.1711218046506,2.46288373002043e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
496,close_coherent_pair,8,16,combined_int16,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,92.1711218046506,2.46288373002043e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
496,close_coherent_pair,8,16,combined_int18,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,104.230507238469,6.1443314899905e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
496,close_coherent_pair,8,16,combined_int24,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,140.33649453538,9.62000445660465e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
497,close_coherent_pair,8,17,double_baseline,common_el_refocus_power_rank1,common_el_refocus_power_rank1,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.4;0.4,-0.4;0.4,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.4,0.4,0,0,0,0,0,NaN,NaN,rank1_objective_flat
