trial_id,scenario_name,SNR,mc,quant_mode,double_route,quant_route,route_agreement,double_confidence,quant_confidence,double_confidence_group,quant_confidence_group,confidence_agreement,dangerous_confidence_upgrade,medium_to_high_upgrade,output_equivalent,output_equivalent_strict,output_equivalent_relaxed,double_success,quant_success,success_changed,false_high,boundary_missed,double_az_est,quant_az_est,az_diff,az_diff_for_equivalence,double_el_est,quant_el_est,el_diff,el_diff_for_equivalence,output_count_diff,ywork_snr_quant_db,ywork_rel_err,steering_rel_err_aligned,steering_mean_rel_err_aligned,ywork_clip_rate,frontend_state,coarse_peak_count,in_scope_shared_center_flag,low_confidence_double,boundary_double,low_confidence_quant,boundary_quant,true_az1,true_az2,true_el1,true_el2,weak_target_truth_flag,anti_phase_truth_flag,large_el_truth_flag,score_margin_if_available,peak_margin_if_available,failure_hypothesis
458,close_coherent_pair,16,8,combined_int24,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,143.29246606422,6.8450511345352e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
459,close_coherent_pair,16,9,double_baseline,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
459,close_coherent_pair,16,9,float32_all,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,152.336737096836,2.41636838630925e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
459,close_coherent_pair,16,9,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.84;-0.1,0.02,0.02,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
459,close_coherent_pair,16,9,ywork_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,95.0035908945605,1.77754439101983e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
459,close_coherent_pair,16,9,combined_int16,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.84;-0.1,0.02,0.02,0;0,0;0,0,0,0,95.0035908945605,1.77754439101983e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
459,close_coherent_pair,16,9,combined_int18,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.84;-0.1,0.02,0.02,0;0,0;0,0,0,0,107.033479776341,4.44965163458177e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
459,close_coherent_pair,16,9,combined_int24,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,143.154430923052,6.95470084826279e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
460,close_coherent_pair,16,10,double_baseline,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
460,close_coherent_pair,16,10,float32_all,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,152.329736995983,2.41831656213288e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
460,close_coherent_pair,16,10,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
460,close_coherent_pair,16,10,ywork_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,95.1106482949415,1.75576984266218e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
460,close_coherent_pair,16,10,combined_int16,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,95.1106482949415,1.75576984266218e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
460,close_coherent_pair,16,10,combined_int18,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,107.152448105111,4.38912141469953e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
460,close_coherent_pair,16,10,combined_int24,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,143.261124444221,6.8697950034724e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
461,close_coherent_pair,16,11,double_baseline,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
461,close_coherent_pair,16,11,float32_all,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,152.297870997038,2.42720495565515e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
461,close_coherent_pair,16,11,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.84;-0.1,0.02,0.02,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
461,close_coherent_pair,16,11,ywork_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.84;-0.1,0.02,0.02,0;0,0;0,0,0,0,94.9598942646912,1.78650932230371e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
461,close_coherent_pair,16,11,combined_int16,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,94.9598942646912,1.78650932230371e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
461,close_coherent_pair,16,11,combined_int18,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,106.981357588147,4.47643332900787e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
461,close_coherent_pair,16,11,combined_int24,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,143.112567730103,6.98830117467663e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
462,close_coherent_pair,16,12,double_baseline,low_confidence,low_confidence,1,low,low,low,low,1,0,0,1,1,1,0,0,0,0,0,NaN;NaN,NaN;NaN,0,0,-0.000823060823;-0.000823060823,-0.000823060823;-0.000823060823,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,1,0,1,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,boundary_case
462,close_coherent_pair,16,12,float32_all,low_confidence,low_confidence,1,low,low,low,low,1,0,0,1,1,1,0,0,0,0,0,NaN;NaN,NaN;NaN,0,0,-0.000823060823;-0.000823060823,-0.000823060823;-0.000823060823,0,0,0,152.309468959487,2.42396615719077e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,1,0,1,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,boundary_case
462,close_coherent_pair,16,12,coeff_int16_only,low_confidence,low_confidence,1,low,low,low,low,1,0,0,1,1,1,0,0,0,0,0,NaN;NaN,NaN;NaN,0,0,-0.000823060823;-0.000823060823,-0.000823060823;-0.000823060823,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,1,0,1,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,boundary_case
462,close_coherent_pair,16,12,ywork_int16_only,low_confidence,low_confidence,1,low,low,low,low,1,0,0,1,1,1,0,0,0,0,0,NaN;NaN,NaN;NaN,0,0,-0.000823060823;-0.000823060823,-0.000823060823;-0.000823060823,0,0,0,94.6456152922057,1.8523337313747e-05,0,0,0,single_peak_in_scope,1,1,1,0,1,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,boundary_case
462,close_coherent_pair,16,12,combined_int16,low_confidence,low_confidence,1,low,low,low,low,1,0,0,1,1,1,0,0,0,0,0,NaN;NaN,NaN;NaN,0,0,-0.000823060823;-0.000823060823,-0.000823060823;-0.000823060823,0,0,0,94.6456152922057,1.8523337313747e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,1,0,1,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,boundary_case
462,close_coherent_pair,16,12,combined_int18,low_confidence,level2_rank1_fallback,0,low,medium,low,medium,0,0,0,0,0,0,0,1,1,0,0,NaN;NaN,-0.86;-0.08,NaN,Inf,-0.000823060823;-0.000823060823,0;0,0.00082306082299626,0.00082306082299626,2,106.681945203695,4.63343142488319e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,1,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,boundary_case
462,close_coherent_pair,16,12,combined_int24,low_confidence,low_confidence,1,low,low,low,low,1,0,0,1,1,1,0,0,0,0,0,NaN;NaN,NaN;NaN,0,0,-0.000823060823;-0.000823060823,-0.000823060823;-0.000823060823,0,0,0,142.812061305793,7.23430699793472e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,1,0,1,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,boundary_case
463,close_coherent_pair,16,13,double_baseline,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
463,close_coherent_pair,16,13,float32_all,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,152.336173223374,2.4165252580048e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
463,close_coherent_pair,16,13,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
463,close_coherent_pair,16,13,ywork_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,94.7009856862238,1.84056312008422e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
463,close_coherent_pair,16,13,combined_int16,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,94.7009856862238,1.84056312008422e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
463,close_coherent_pair,16,13,combined_int18,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,106.744172935312,4.60035507035087e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
463,close_coherent_pair,16,13,combined_int24,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,142.87363250403,7.18320688469466e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
464,close_coherent_pair,16,14,double_baseline,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
464,close_coherent_pair,16,14,float32_all,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,152.314765043409,2.42248863263299e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
464,close_coherent_pair,16,14,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
464,close_coherent_pair,16,14,ywork_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,94.7636585181394,1.82733037796292e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
464,close_coherent_pair,16,14,combined_int16,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,94.7636585181394,1.82733037796292e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
464,close_coherent_pair,16,14,combined_int18,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,106.808204753849,4.56656624683871e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
464,close_coherent_pair,16,14,combined_int24,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,142.939261547195,7.12913637700332e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
465,close_coherent_pair,16,15,double_baseline,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
465,close_coherent_pair,16,15,float32_all,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,152.317046622176,2.42185238545478e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
465,close_coherent_pair,16,15,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
465,close_coherent_pair,16,15,ywork_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,94.9222543075694,1.7942678879403e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
465,close_coherent_pair,16,15,combined_int16,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,94.9222543075694,1.7942678879403e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
465,close_coherent_pair,16,15,combined_int18,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,106.970057140362,4.48226101319265e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
465,close_coherent_pair,16,15,combined_int24,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,143.095638516663,7.00193498934523e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
466,close_coherent_pair,16,16,double_baseline,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
466,close_coherent_pair,16,16,float32_all,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,152.338616218295,2.4158456812386e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
466,close_coherent_pair,16,16,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.84;-0.1,0.02,0.02,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
466,close_coherent_pair,16,16,ywork_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,95.0642091225031,1.76518221820573e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
466,close_coherent_pair,16,16,combined_int16,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.84;-0.1,0.02,0.02,0;0,0;0,0,0,0,95.0642091225031,1.76518221820573e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
466,close_coherent_pair,16,16,combined_int18,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,107.099653525871,4.4158806164431e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
466,close_coherent_pair,16,16,combined_int24,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.86;-0.08,-0.86;-0.08,0,0,0;0,0;0,0,0,0,143.22743207856,6.89649452986051e-08,6.16011433816925e-07,2.38190997359839e-07,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
467,close_coherent_pair,16,17,double_baseline,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,Inf,0,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
467,close_coherent_pair,16,17,float32_all,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,152.330519935986,2.41809858659742e-08,2.74648417956103e-08,2.18737293587305e-08,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
467,close_coherent_pair,16,17,coeff_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,Inf,0,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
467,close_coherent_pair,16,17,ywork_int16_only,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,94.9458631212211,1.78939757289532e-05,0,0,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
467,close_coherent_pair,16,17,combined_int16,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.84;-0.1,0,0,0;0,0;0,0,0,0,94.9458631212211,1.78939757289532e-05,0.000157891847008353,6.10295731929271e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
467,close_coherent_pair,16,17,combined_int18,level2_rank1_fallback,level2_rank1_fallback,1,medium,medium,medium,medium,1,0,0,1,1,1,1,1,0,0,0,-0.84;-0.1,-0.82;-0.12,0.02,0.02,0;0,0;0,0,0,0,106.991923963722,4.47099106351473e-06,3.93139320165931e-05,1.52594544194144e-05,0,single_peak_in_scope,1,1,0,0,0,0,-0.86875,-0.06875,0,0,0,0,0,NaN,NaN,rank1_objective_flat
