stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,35.8829196,0.448536495,0.5752122,0.7034609,80
ranking_compare,17.9560738,0.2244509225,0.2975153,0.3357316,80
build_candidate_score_pack,11.7782433,1.17782433,1.3874816,1.3874816,10
build_step11_input,0.1794473,0.01794473,0.0549667,0.0549667,10
run_step11_backend,0,0,0,0,10
