experiment_stage,route_name,K_phi,P_phi,subarray_span_deg,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_count,tol_success_count_abs01,tol_success_count_rel025,raw_success_rate,tol_success_rate_abs01,tol_success_rate_rel025,rmse_deg,rmse_valid_count,mean_num_peaks,lambda2_over_noise_mean,degraded_count,degraded_rate,snr90_abs01,snr90_rel025
kphi_scan,level2_center_real_grid_music,56,10,103.125000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,7.695736452,100,1.000000000,NaN,NaN
kphi_scan,level2_center_real_grid_music,56,10,103.125000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,11.701293332,100,1.000000000,NaN,NaN
kphi_scan,level2_center_real_grid_music,56,10,103.125000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,1.513793847,100,1.000000000,NaN,NaN
kphi_scan,level2_center_real_grid_music,56,10,103.125000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,2.493365050,100,1.000000000,NaN,NaN
kphi_scan,level2_center_real_grid_music,56,10,103.125000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,3.430767144,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,24,42,43.125000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,6.170993300,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,24,42,43.125000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,13.964069810,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,24,42,43.125000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,21.446684510,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,24,42,43.125000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,2.193703779,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,24,42,43.125000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,4.080297903,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,24,42,43.125000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,5.898036193,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,28,38,50.625000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,7.826740194,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,28,38,50.625000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,18.031259313,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,28,38,50.625000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,27.741032131,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,28,38,50.625000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,2.580688674,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,28,38,50.625000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,5.069156967,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,28,38,50.625000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,7.455811400,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,32,34,58.125000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,9.155516293,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,32,34,58.125000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,21.294327911,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,32,34,58.125000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,32.766461654,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,32,34,58.125000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,2.893708787,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,32,34,58.125000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,5.860828827,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,32,34,58.125000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,8.708486694,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,40,26,73.125000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,9.911874412,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,40,26,73.125000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,23.203163317,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,40,26,73.125000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,35.810592834,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,40,26,73.125000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,3.054712852,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,40,26,73.125000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,6.309450234,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,40,26,73.125000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,9.425828284,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,48,18,88.125000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,7.598692321,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,48,18,88.125000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,17.653902865,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,48,18,88.125000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,27.369015553,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,48,18,88.125000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,2.489551093,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,48,18,88.125000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,4.912506588,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,48,18,88.125000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,7.237281950,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,56,10,103.125000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,3.583001263,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,56,10,103.125000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,7.695736452,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,56,10,103.125000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,11.701293332,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,56,10,103.125000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,1.513793847,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,56,10,103.125000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,2.493365050,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_forward,56,10,103.125000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,3.430767144,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,24,42,43.125000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,6.170993300,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,24,42,43.125000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,13.964069810,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,24,42,43.125000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,21.446684510,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,24,42,43.125000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,2.193703779,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,24,42,43.125000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,4.080297903,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,24,42,43.125000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,5.898036193,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,28,38,50.625000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,7.826740194,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,28,38,50.625000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,18.031259313,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,28,38,50.625000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,27.741032131,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,28,38,50.625000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,2.580688674,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,28,38,50.625000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,5.069156967,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,28,38,50.625000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,7.455811400,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,32,34,58.125000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,9.155516293,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,32,34,58.125000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,21.294327911,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,32,34,58.125000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,32.766461654,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,32,34,58.125000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,2.893708787,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,32,34,58.125000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,5.860828827,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,32,34,58.125000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,8.708486694,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,40,26,73.125000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,9.911874412,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,40,26,73.125000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,23.203163317,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,40,26,73.125000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,35.810592834,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,40,26,73.125000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,3.054712852,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,40,26,73.125000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,6.309450234,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,40,26,73.125000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,9.425828284,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,48,18,88.125000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,7.598692321,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,48,18,88.125000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,17.653902865,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,48,18,88.125000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,27.369015553,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,48,18,88.125000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,2.489551093,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,48,18,88.125000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,4.912506588,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,48,18,88.125000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,7.237281950,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,56,10,103.125000000,7,0.376822064,-0.188411032,0.188411032,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,3.583001263,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,56,10,103.125000000,7,0.376822064,-0.188411032,0.188411032,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,7.695736452,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,56,10,103.125000000,7,0.376822064,-0.188411032,0.188411032,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,11.701293332,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,56,10,103.125000000,10,0.263775445,-0.131887722,0.131887722,24,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,1.513793847,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,56,10,103.125000000,10,0.263775445,-0.131887722,0.131887722,28,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,2.493365050,100,1.000000000,NaN,NaN
kphi_scan,level2_subarray_avg_real_grid_music_fb,56,10,103.125000000,10,0.263775445,-0.131887722,0.131887722,30,0,0,0,0.000000000,0.000000000,0.000000000,NaN,0,1.000000000,3.430767144,100,1.000000000,NaN,NaN
