stage,route_name,K_phi,P_phi,sep_factor,theta_sep_deg,snr_db,phase_offset_deg,raw_success_rate,tol_success_rate_abs01,tol_success_rate_rel025,rmse_deg,degraded_rate,snr90_abs01,snr90_rel025,mean_pair_sep_est,std_pair_sep_est,mean_pair_sep_bias,mean_abs_pair_sep_error,mean_pair_center_est,std_pair_center_est,mean_pair_center_bias,mean_abs_pair_center_error,objective_true_rank_median,objective_true_rank_p90,objective_margin_true_vs_best,objective_valley_sep_width_mean,objective_valley_center_width_mean
ksnr_scan,min_den_fb,24,42,10,0.263775445,24,0.000000000,0.020000000,0.020000000,0.020000000,0.064388225,0.980000000,NaN,NaN,0.135000000,0.000000000,-0.128775445,0.128775445,-0.000254449,0.000000000,-0.000254449,0.000254449,NaN,NaN,NaN,NaN,NaN
ksnr_scan,min_den_fb,24,42,10,0.263775445,28,0.000000000,0.240000000,0.240000000,0.140000000,0.059011565,0.760000000,NaN,NaN,0.151250000,0.027012728,-0.112525445,0.112525445,-0.001296116,0.011522547,-0.001296116,0.008958333,NaN,NaN,NaN,NaN,NaN
ksnr_scan,min_den_fb,24,42,10,0.263775445,30,0.000000000,0.260000000,0.260000000,0.160000000,0.066879038,0.740000000,NaN,NaN,0.131923077,0.021171321,-0.131852368,0.131852368,-0.000254449,0.003797773,-0.000254449,0.002711881,NaN,NaN,NaN,NaN,NaN
ksnr_scan,min_den_fb,28,38,10,0.263775445,24,0.000000000,0.140000000,0.140000000,0.080000000,0.054835433,0.860000000,NaN,NaN,0.168571429,0.031134992,-0.095204016,0.095204016,0.000816979,0.022314999,0.000816979,0.016749364,NaN,NaN,NaN,NaN,NaN
ksnr_scan,min_den_fb,28,38,10,0.263775445,28,0.000000000,0.060000000,0.060000000,0.040000000,0.057282055,0.940000000,NaN,NaN,0.161666667,0.040276820,-0.102108778,0.102108778,0.011412217,0.011785113,0.011412217,0.014915184,NaN,NaN,NaN,NaN,NaN
ksnr_scan,min_den_fb,28,38,10,0.263775445,30,0.000000000,0.040000000,0.040000000,0.000000000,0.076928776,0.960000000,NaN,NaN,0.110000000,0.000000000,-0.153775445,0.153775445,-0.000254449,0.002500000,-0.000254449,0.002500000,NaN,NaN,NaN,NaN,NaN
ksnr_scan,covfit_rank1_equal_phase,16,50,10,0.263775445,24,0.000000000,1.000000000,1.000000000,0.860000000,0.053494951,0.000000000,18.000000000,NaN,0.366400000,0.030249628,0.102624555,0.102624555,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,3.65318165e-08,0.274200000,0.000100000
ksnr_scan,covfit_rank1_equal_phase,16,50,10,0.263775445,28,0.000000000,1.000000000,1.000000000,0.760000000,0.056187331,0.000000000,18.000000000,NaN,0.371800000,0.030963850,0.108024555,0.108024555,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,2.18882596e-08,0.290800000,0.000000000
ksnr_scan,covfit_rank1_equal_phase,16,50,10,0.263775445,30,0.000000000,1.000000000,1.000000000,0.840000000,0.052893574,0.000000000,18.000000000,NaN,0.364800000,0.031384072,0.101024555,0.101024555,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,3.85655446e-08,0.278600000,0.000000000
ksnr_scan,covfit_rank1_equal_phase,20,46,10,0.263775445,24,0.000000000,1.000000000,1.000000000,1.000000000,0.039277074,0.000000000,18.000000000,18.000000000,0.338600000,0.023917358,0.074824555,0.074824555,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,4.49768299e-08,0.217200000,0.000000000
ksnr_scan,covfit_rank1_equal_phase,20,46,10,0.263775445,28,0.000000000,1.000000000,1.000000000,1.000000000,0.038988677,0.000000000,18.000000000,18.000000000,0.334400000,0.033055106,0.070624555,0.071575573,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,3.83469514e-08,0.222600000,0.000000000
ksnr_scan,covfit_rank1_equal_phase,20,46,10,0.263775445,30,0.000000000,1.000000000,1.000000000,1.000000000,0.037519718,0.000000000,18.000000000,18.000000000,0.335400000,0.022379455,0.071624555,0.071624555,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,4.07596563e-08,0.214400000,0.000000000
ksnr_scan,covfit_rank1_equal_phase,24,42,10,0.263775445,24,0.000000000,1.000000000,1.000000000,1.000000000,0.026443893,0.000000000,18.000000000,18.000000000,0.311800000,0.022153104,0.048024555,0.048726591,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,2.6861943e-08,0.140400000,0.000000000
ksnr_scan,covfit_rank1_equal_phase,24,42,10,0.263775445,28,0.000000000,1.000000000,1.000000000,1.000000000,0.029333308,0.000000000,18.000000000,18.000000000,0.318600000,0.020881571,0.054824555,0.055375573,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,5.34991358e-08,0.144200000,0.000000000
ksnr_scan,covfit_rank1_equal_phase,24,42,10,0.263775445,30,0.000000000,1.000000000,1.000000000,1.000000000,0.025856232,0.000000000,18.000000000,18.000000000,0.310600000,0.021946298,0.046824555,0.046975573,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,3.82205064e-08,0.132200000,0.000000000
ksnr_scan,covfit_rank1_equal_phase,28,38,10,0.263775445,24,0.000000000,1.000000000,1.000000000,1.000000000,0.017294961,0.000000000,18.000000000,18.000000000,0.295200000,0.014455449,0.031424555,0.031575573,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,2.88494571e-08,0.078600000,0.000000000
ksnr_scan,covfit_rank1_equal_phase,28,38,10,0.263775445,28,0.000000000,1.000000000,1.000000000,1.000000000,0.017230528,0.000000000,18.000000000,18.000000000,0.293200000,0.017937670,0.029424555,0.031077608,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,4.84968715e-08,0.074200000,0.000000000
ksnr_scan,covfit_rank1_equal_phase,28,38,10,0.263775445,30,0.000000000,1.000000000,1.000000000,1.000000000,0.017205636,0.000000000,18.000000000,18.000000000,0.291800000,0.019968976,0.028024555,0.031028626,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,3.28555334e-08,0.075000000,0.000000000
phase_mismatch,center_real,28,38,10,0.263775445,30,0.000000000,0.020000000,0.020000000,0.000000000,0.094533864,0.980000000,NaN,NaN,0.075000000,0.000000000,-0.188775445,0.188775445,-0.005254449,0.000000000,-0.005254449,0.005254449,NaN,NaN,NaN,NaN,NaN
phase_mismatch,center_real,28,38,10,0.263775445,30,5.000000000,0.800000000,0.800000000,0.700000000,0.052258878,0.200000000,NaN,NaN,0.162250000,0.019427751,-0.101525445,0.101525445,0.003995551,0.006619101,0.003995551,0.006010498,NaN,NaN,NaN,NaN,NaN
phase_mismatch,center_real,28,38,10,0.263775445,30,15.000000000,1.000000000,1.000000000,1.000000000,0.019763791,0.000000000,NaN,NaN,0.226100000,0.002879236,-0.037675445,0.037675445,0.004195551,0.004009052,0.004195551,0.004897330,NaN,NaN,NaN,NaN,NaN
phase_mismatch,center_real,28,38,10,0.263775445,30,30.000000000,1.000000000,1.000000000,1.000000000,0.016814469,0.000000000,NaN,NaN,0.230500000,0.001500000,-0.033275445,0.033275445,0.001395551,0.001844587,0.001395551,0.002207508,NaN,NaN,NaN,NaN,NaN
phase_mismatch,center_real,28,38,10,0.263775445,30,60.000000000,1.000000000,1.000000000,1.000000000,0.014025889,0.000000000,NaN,NaN,0.236000000,0.002449490,-0.027775445,0.027775445,0.000645551,0.001392839,0.000645551,0.000991602,NaN,NaN,NaN,NaN,NaN
phase_mismatch,min_den_fb,28,38,10,0.263775445,30,0.000000000,0.020000000,0.020000000,0.000000000,0.094533864,0.980000000,NaN,NaN,0.075000000,0.000000000,-0.188775445,0.188775445,-0.005254449,0.000000000,-0.005254449,0.005254449,NaN,NaN,NaN,NaN,NaN
phase_mismatch,min_den_fb,28,38,10,0.263775445,30,5.000000000,0.800000000,0.800000000,0.700000000,0.052258878,0.200000000,NaN,NaN,0.162250000,0.019427751,-0.101525445,0.101525445,0.003995551,0.006619101,0.003995551,0.006010498,NaN,NaN,NaN,NaN,NaN
phase_mismatch,min_den_fb,28,38,10,0.263775445,30,15.000000000,1.000000000,1.000000000,1.000000000,0.019641303,0.000000000,NaN,NaN,0.226300000,0.002968164,-0.037475445,0.037475445,0.004095551,0.003962638,0.004095551,0.004797330,NaN,NaN,NaN,NaN,NaN
phase_mismatch,min_den_fb,28,38,10,0.263775445,30,30.000000000,1.000000000,1.000000000,1.000000000,0.016764935,0.000000000,NaN,NaN,0.230600000,0.001624808,-0.033175445,0.033175445,0.001345551,0.001854724,0.001345551,0.002167686,NaN,NaN,NaN,NaN,NaN
phase_mismatch,min_den_fb,28,38,10,0.263775445,30,60.000000000,1.000000000,1.000000000,1.000000000,0.013966469,0.000000000,NaN,NaN,0.236100000,0.002507987,-0.027675445,0.027675445,0.000595551,0.001285496,0.000595551,0.000941602,NaN,NaN,NaN,NaN,NaN
phase_mismatch,covfit_rank1_equal_phase,28,38,10,0.263775445,30,0.000000000,1.000000000,1.000000000,1.000000000,0.020994983,0.000000000,NaN,NaN,0.301200000,0.019041008,0.037424555,0.038526591,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,2.83565597e-08,0.083400000,0.000000000
phase_mismatch,covfit_rank1_equal_phase,28,38,10,0.263775445,30,5.000000000,1.000000000,1.000000000,1.000000000,0.019521141,0.000000000,NaN,NaN,0.298400000,0.018039956,0.034624555,0.035175573,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,4.78989768e-08,0.082400000,0.000000000
phase_mismatch,covfit_rank1_equal_phase,28,38,10,0.263775445,30,15.000000000,1.000000000,1.000000000,1.000000000,0.019094646,0.000000000,NaN,NaN,0.296000000,0.020493902,0.032224555,0.033877608,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,3.95494395e-08,0.077600000,0.000000000
phase_mismatch,covfit_rank1_equal_phase,28,38,10,0.263775445,30,30.000000000,1.000000000,1.000000000,1.000000000,0.019816851,0.000000000,NaN,NaN,0.297800000,0.020326338,0.034024555,0.034726591,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,4.29703645e-08,0.074400000,0.000000000
phase_mismatch,covfit_rank1_equal_phase,28,38,10,0.263775445,30,60.000000000,1.000000000,1.000000000,1.000000000,0.014739658,0.000000000,NaN,NaN,0.264400000,0.029472699,0.000624555,0.023448982,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,3.38785829e-07,0.003400000,0.000000000
