case_type,trial_index,scenario_name,quant_mode,metric_name,metric_value,topK_miss_count,argmax_changed_flag,score_gap_norm_baseline,score_gap_rel_error,max_clip_rate,note
max_topK_miss_count,489,medium_beta_coherent,combined_int16,topK_miss_count,1,1,1,0.00143715548411581,0.000496531145147439,0,see trial CSV for full fields
argmax_changed_largest_baseline_gap,1089,medium_beta_coherent,combined_int16,score_gap_norm_baseline,0.00144870248093809,0,1,0.00144870248093809,0.00208682105167921,0,see trial CSV for full fields
max_score_gap_rel_error,9,easy_noncoherent,combined_int14,score_gap_rel_error,0.0336928347415296,0,0,0.000885147160158356,0.0336928347415296,0,see trial CSV for full fields
policy_changed_sample,NaN,,,same_policy_flag,NaN,NaN,0,NaN,NaN,NaN,no matching sample
max_clip_or_overflow_sample,9,easy_noncoherent,double_baseline,max_clip_rate,0,0,0,0.000885147160158356,0,0,see trial CSV for full fields
