obs_id,chunk_id,total_chunks,run_tag,scenario_name,center_az,trial_id,quant_mode,stage_name,elapsed_sec,num_candidates,num_topK,score_lanes_assumed,comment
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,,build_step11_input,0.0080669,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,,build_candidate_score_pack,0.7541314,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,,build_step11_input,0.0064428,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,,build_candidate_score_pack,0.7520984,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_low_margin_score_gap_t0005,35,120,formal_tps30,low_margin_score_gap,0,5,,build_step11_input,0.0054867,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_low_margin_score_gap_t0005,35,120,formal_tps30,low_margin_score_gap,0,5,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_low_margin_score_gap_t0005,35,120,formal_tps30,low_margin_score_gap,0,5,,build_candidate_score_pack,0.7774665,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_weak_secondary_t0005,35,120,formal_tps30,weak_secondary,4,5,,build_step11_input,0.0060411,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_weak_secondary_t0005,35,120,formal_tps30,weak_secondary,4,5,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_weak_secondary_t0005,35,120,formal_tps30,weak_secondary,4,5,,build_candidate_score_pack,0.9007622,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_large_el_pair_t0005,35,120,formal_tps30,large_el_pair,4,5,,build_step11_input,0.0061339,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_large_el_pair_t0005,35,120,formal_tps30,large_el_pair,4,5,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_large_el_pair_t0005,35,120,formal_tps30,large_el_pair,4,5,,build_candidate_score_pack,0.8254943,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,8,5,,build_step11_input,0.0059662,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,8,5,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,8,5,,build_candidate_score_pack,0.7912287,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,8,5,,build_step11_input,0.0061072,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,8,5,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,8,5,,build_candidate_score_pack,0.7627857,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_low_margin_score_gap_t0005,35,120,formal_tps30,low_margin_score_gap,8,5,,build_step11_input,0.0054053,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_low_margin_score_gap_t0005,35,120,formal_tps30,low_margin_score_gap,8,5,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_low_margin_score_gap_t0005,35,120,formal_tps30,low_margin_score_gap,8,5,,build_candidate_score_pack,0.7578972,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_weak_secondary_t0005,35,120,formal_tps30,weak_secondary,15,5,,build_step11_input,0.0056905,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_weak_secondary_t0005,35,120,formal_tps30,weak_secondary,15,5,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_weak_secondary_t0005,35,120,formal_tps30,weak_secondary,15,5,,build_candidate_score_pack,0.760345,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_large_el_pair_t0005,35,120,formal_tps30,large_el_pair,15,5,,build_step11_input,0.005979,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_large_el_pair_t0005,35,120,formal_tps30,large_el_pair,15,5,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_large_el_pair_t0005,35,120,formal_tps30,large_el_pair,15,5,,build_candidate_score_pack,0.7663014,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,double_baseline,score_recompute,0.2963349,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,double_baseline,ranking_compare,0.1481007,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,float32_all,score_recompute,0.2914085,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,float32_all,ranking_compare,0.1500698,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,combined_int16,score_recompute,0.2912905,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,combined_int16,ranking_compare,0.1500178,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,combined_int18,score_recompute,0.2919796,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,combined_int18,ranking_compare,0.1528069,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,combined_int24,score_recompute,0.2961772,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,combined_int24,ranking_compare,0.1510888,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,mixed_Z16_G24_Rz24,score_recompute,0.2903592,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,mixed_Z16_G24_Rz24,ranking_compare,0.1485135,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,combined_int14,score_recompute,0.2907154,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,combined_int14,ranking_compare,0.1481279,7353,10,NaN,ranking and topK comparison
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,W_int18_G24_Z16,score_recompute,0.2931611,7353,10,NaN,Step12 quantized score recompute
cp00p00_strong_coherent_t0005,35,120,formal_tps30,strong_coherent,0,5,W_int18_G24_Z16,ranking_compare,0.1513251,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,double_baseline,score_recompute,0.2988358,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,double_baseline,ranking_compare,0.1509502,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,float32_all,score_recompute,0.2915754,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,float32_all,ranking_compare,0.1539167,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,combined_int16,score_recompute,0.2926796,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,combined_int16,ranking_compare,0.151371,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,combined_int18,score_recompute,0.2945402,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,combined_int18,ranking_compare,0.1510548,7353,10,NaN,ranking and topK comparison
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,combined_int24,score_recompute,0.2956652,7353,10,NaN,Step12 quantized score recompute
cp00p00_near_tie_close_sep_t0005,35,120,formal_tps30,near_tie_close_sep,0,5,combined_int24,ranking_compare,0.1485021,7353,10,NaN,ranking and topK comparison
