stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,27.8196301,0.34774537625,0.4055088,0.4734334,80
ranking_compare,13.9530721,0.17441340125,0.2025804,0.2712098,80
build_candidate_score_pack,8.3526478,0.83526478,0.9800029,0.9800029,10
build_step11_input,0.1405363,0.01405363,0.0400852,0.0400852,10
run_step11_backend,0,0,0,0,10
