stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,26.053994,0.325674925,0.367333,0.4014216,80
ranking_compare,13.282835,0.1660354375,0.1920307,0.2043886,80
build_candidate_score_pack,8.2814251,0.82814251,0.9047492,0.9047492,10
build_step11_input,0.0649102,0.00649102,0.0098173,0.0098173,10
run_step11_backend,0,0,0,0,10
