stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,27.617821,0.3452227625,0.3995611,0.5086692,80
ranking_compare,14.0540974,0.1756762175,0.2101995,0.2770453,80
build_candidate_score_pack,9.1100976,0.91100976,1.033667,1.033667,10
build_step11_input,0.0711564,0.00711564,0.0095156,0.0095156,10
run_step11_backend,0,0,0,0,10
