stage_name,total_elapsed_sec,mean_elapsed_sec,p95_elapsed_sec,max_elapsed_sec,num_calls
score_recompute,25.8359688,0.32294961,0.3573399,0.419935,80
ranking_compare,13.1970813,0.16496351625,0.1837212,0.2485365,80
build_candidate_score_pack,8.435814,0.8435814,0.9649035,0.9649035,10
build_step11_input,0.0704017,0.00704017,0.0141122,0.0141122,10
run_step11_backend,0,0,0,0,10
