bias_case_id,az_center_bias_deg,el_center_bias_deg,scenario_name,trial_id,cached_status,cached_success,cached_rmse,cached_num_pairs,cached_policy_name,cached_confidence,cached_boundary_flag,topK_miss,boundary_hit,cache_miss_count,fallback_used,high_confidence_misuse_flag
1,0,0,hard_phase,9,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
1,0,0,hard_phase,10,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
1,0,0,weak_secondary,1,ok,0,0.141950695665783,23133,NORMAL,medium,,0,0,0,0,0
1,0,0,weak_secondary,2,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
1,0,0,weak_secondary,3,ok,0,0.141950695665783,23133,NORMAL,medium,,0,0,0,0,0
1,0,0,weak_secondary,4,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
1,0,0,weak_secondary,5,ok,0,0.141950695665783,23133,NORMAL,medium,,0,0,0,0,0
1,0,0,weak_secondary,6,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
1,0,0,weak_secondary,7,ok,0,0.141950695665783,23133,NORMAL,medium,,0,0,0,0,0
1,0,0,weak_secondary,8,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
1,0,0,weak_secondary,9,ok,0,0.141950695665783,23133,NORMAL,medium,,0,0,0,0,0
1,0,0,weak_secondary,10,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
1,0,0,low_snr_hard,1,ok,0,0.141950695665783,23133,NORMAL,medium,,0,0,0,0,0
1,0,0,low_snr_hard,2,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
1,0,0,low_snr_hard,3,ok,0,0.141950695665783,23133,NORMAL,medium,,0,0,0,0,0
1,0,0,low_snr_hard,4,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
1,0,0,low_snr_hard,5,ok,0,0.141950695665783,23133,NORMAL,medium,,0,0,0,0,0
1,0,0,low_snr_hard,6,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
1,0,0,low_snr_hard,7,ok,0,0.141950695665783,23133,NORMAL,medium,,0,0,0,0,0
1,0,0,low_snr_hard,8,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
1,0,0,low_snr_hard,9,ok,0,0.141950695665783,23133,NORMAL,medium,,0,0,0,0,0
1,0,0,low_snr_hard,10,ok,1,0.0199499373432599,9729,EASY,high,,0,0,0,0,0
2,0.2,0,easy_noncoherent,1,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
2,0.2,0,easy_noncoherent,2,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
2,0.2,0,easy_noncoherent,3,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
2,0.2,0,easy_noncoherent,4,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
2,0.2,0,easy_noncoherent,5,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
2,0.2,0,easy_noncoherent,6,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
2,0.2,0,easy_noncoherent,7,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
2,0.2,0,easy_noncoherent,8,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
2,0.2,0,easy_noncoherent,9,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
2,0.2,0,easy_noncoherent,10,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
2,0.2,0,strong_coherent,1,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
2,0.2,0,strong_coherent,2,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
2,0.2,0,strong_coherent,3,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
2,0.2,0,strong_coherent,4,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
2,0.2,0,strong_coherent,5,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
2,0.2,0,strong_coherent,6,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
2,0.2,0,strong_coherent,7,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
2,0.2,0,strong_coherent,8,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
2,0.2,0,strong_coherent,9,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
2,0.2,0,strong_coherent,10,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
2,0.2,0,hard_phase,1,ok,1,0.0561248608016082,22077,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
2,0.2,0,hard_phase,2,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
2,0.2,0,hard_phase,3,ok,1,0.0561248608016082,22077,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
2,0.2,0,hard_phase,4,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
2,0.2,0,hard_phase,5,ok,1,0.0561248608016082,22077,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
2,0.2,0,hard_phase,6,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
2,0.2,0,hard_phase,7,ok,1,0.0561248608016082,22077,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
2,0.2,0,hard_phase,8,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
2,0.2,0,hard_phase,9,ok,1,0.0561248608016082,22077,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
2,0.2,0,hard_phase,10,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
2,0.2,0,weak_secondary,1,ok,1,0.0809320702811924,18540,NORMAL,medium,,0,0,0,0,0
2,0.2,0,weak_secondary,2,ok,1,0.0595818764390641,18342,NORMAL,medium,,0,0,0,0,0
2,0.2,0,weak_secondary,3,ok,1,0.0809320702811924,18540,NORMAL,medium,,0,0,0,0,0
2,0.2,0,weak_secondary,4,ok,1,0.0595818764390641,18342,NORMAL,medium,,0,0,0,0,0
2,0.2,0,weak_secondary,5,ok,1,0.0809320702811924,18540,NORMAL,medium,,0,0,0,0,0
2,0.2,0,weak_secondary,6,ok,1,0.0595818764390641,18342,NORMAL,medium,,0,0,0,0,0
2,0.2,0,weak_secondary,7,ok,1,0.0809320702811924,18540,NORMAL,medium,,0,0,0,0,0
2,0.2,0,weak_secondary,8,ok,1,0.0595818764390641,18342,NORMAL,medium,,0,0,0,0,0
2,0.2,0,weak_secondary,9,ok,1,0.0809320702811924,18540,NORMAL,medium,,0,0,0,0,0
2,0.2,0,weak_secondary,10,ok,1,0.0595818764390641,18342,NORMAL,medium,,0,0,0,0,0
2,0.2,0,low_snr_hard,1,ok,1,0.0809320702811924,18540,NORMAL,medium,,0,0,0,0,0
2,0.2,0,low_snr_hard,2,ok,1,0.0595818764390641,18342,NORMAL,medium,,0,0,0,0,0
2,0.2,0,low_snr_hard,3,ok,1,0.0809320702811924,18540,NORMAL,medium,,0,0,0,0,0
2,0.2,0,low_snr_hard,4,ok,1,0.0595818764390641,18342,NORMAL,medium,,0,0,0,0,0
2,0.2,0,low_snr_hard,5,ok,1,0.0809320702811924,18540,NORMAL,medium,,0,0,0,0,0
2,0.2,0,low_snr_hard,6,ok,1,0.0595818764390641,18342,NORMAL,medium,,0,0,0,0,0
2,0.2,0,low_snr_hard,7,ok,1,0.0809320702811924,18540,NORMAL,medium,,0,0,0,0,0
2,0.2,0,low_snr_hard,8,ok,1,0.0595818764390641,18342,NORMAL,medium,,0,0,0,0,0
2,0.2,0,low_snr_hard,9,ok,1,0.0809320702811924,18540,NORMAL,medium,,0,0,0,0,0
2,0.2,0,low_snr_hard,10,ok,1,0.0595818764390641,18342,NORMAL,medium,,0,0,0,0,0
3,-0.2,0,easy_noncoherent,1,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,easy_noncoherent,2,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,easy_noncoherent,3,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,easy_noncoherent,4,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,easy_noncoherent,5,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,easy_noncoherent,6,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,easy_noncoherent,7,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,easy_noncoherent,8,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,easy_noncoherent,9,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,easy_noncoherent,10,ok,1,0.0379209704517167,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,strong_coherent,1,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,strong_coherent,2,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,strong_coherent,3,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,strong_coherent,4,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,strong_coherent,5,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,strong_coherent,6,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,strong_coherent,7,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,strong_coherent,8,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,strong_coherent,9,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,strong_coherent,10,ok,1,0.0289482296522602,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,hard_phase,1,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,hard_phase,2,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,hard_phase,3,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,hard_phase,4,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,hard_phase,5,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,hard_phase,6,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,hard_phase,7,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,hard_phase,8,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,hard_phase,9,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,hard_phase,10,ok,1,0.0282488937836511,9729,EASY,high,,0,0,0,0,0
3,-0.2,0,weak_secondary,1,ok,1,0.0809320702811924,20718,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
3,-0.2,0,weak_secondary,2,ok,1,0.0595818764390641,18837,NORMAL,medium,,0,0,0,0,0
3,-0.2,0,weak_secondary,3,ok,1,0.0809320702811924,20718,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
3,-0.2,0,weak_secondary,4,ok,1,0.0595818764390641,18837,NORMAL,medium,,0,0,0,0,0
3,-0.2,0,weak_secondary,5,ok,1,0.0809320702811924,20718,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
3,-0.2,0,weak_secondary,6,ok,1,0.0595818764390641,18837,NORMAL,medium,,0,0,0,0,0
3,-0.2,0,weak_secondary,7,ok,1,0.0809320702811924,20718,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
3,-0.2,0,weak_secondary,8,ok,1,0.0595818764390641,18837,NORMAL,medium,,0,0,0,0,0
3,-0.2,0,weak_secondary,9,ok,1,0.0809320702811924,20718,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
3,-0.2,0,weak_secondary,10,ok,1,0.0595818764390641,18837,NORMAL,medium,,0,0,0,0,0
3,-0.2,0,low_snr_hard,1,ok,1,0.0809320702811924,20718,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
3,-0.2,0,low_snr_hard,2,ok,1,0.0595818764390641,18837,NORMAL,medium,,0,0,0,0,0
3,-0.2,0,low_snr_hard,3,ok,1,0.0809320702811924,20718,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
3,-0.2,0,low_snr_hard,4,ok,1,0.0595818764390641,18837,NORMAL,medium,,0,0,0,0,0
3,-0.2,0,low_snr_hard,5,ok,1,0.0809320702811924,20718,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
3,-0.2,0,low_snr_hard,6,ok,1,0.0595818764390641,18837,NORMAL,medium,,0,0,0,0,0
3,-0.2,0,low_snr_hard,7,ok,1,0.0809320702811924,20718,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
3,-0.2,0,low_snr_hard,8,ok,1,0.0595818764390641,18837,NORMAL,medium,,0,0,0,0,0
3,-0.2,0,low_snr_hard,9,ok,1,0.0809320702811924,20718,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
3,-0.2,0,low_snr_hard,10,ok,1,0.0595818764390641,18837,NORMAL,medium,,0,0,0,0,0
4,0,0.2,easy_noncoherent,1,ok,1,0.0532728824074703,9729,EASY,high,,0,0,0,0,0
4,0,0.2,easy_noncoherent,2,ok,1,0.0532728824074703,9729,EASY,high,,0,0,0,0,0
4,0,0.2,easy_noncoherent,3,ok,1,0.0532728824074703,9729,EASY,high,,0,0,0,0,0
4,0,0.2,easy_noncoherent,4,ok,1,0.0339116499156252,18540,NORMAL,medium,,0,0,0,0,0
4,0,0.2,easy_noncoherent,5,ok,1,0.0532728824074703,9729,EASY,high,,0,0,0,0,0
4,0,0.2,easy_noncoherent,6,ok,1,0.0339116499156252,19332,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,easy_noncoherent,7,ok,1,0.0532728824074703,9729,EASY,high,,0,0,0,0,0
4,0,0.2,easy_noncoherent,8,ok,1,0.0339116499156252,18540,NORMAL,medium,,0,0,0,0,0
4,0,0.2,easy_noncoherent,9,ok,1,0.0532728824074703,9729,EASY,high,,0,0,0,0,0
4,0,0.2,easy_noncoherent,10,ok,1,0.0532728824074703,9729,EASY,high,,0,0,0,0,0
4,0,0.2,strong_coherent,1,ok,1,0.0404722126896965,9729,EASY,high,,0,0,0,0,0
4,0,0.2,strong_coherent,2,ok,1,0.0234520787991172,20322,NORMAL,medium,,0,0,0,0,0
4,0,0.2,strong_coherent,3,ok,1,0.0404722126896965,9729,EASY,high,,0,0,0,0,0
4,0,0.2,strong_coherent,4,ok,1,0.0234520787991172,20322,NORMAL,medium,,0,0,0,0,0
4,0,0.2,strong_coherent,5,ok,1,0.0404722126896965,9729,EASY,high,,0,0,0,0,0
4,0,0.2,strong_coherent,6,ok,1,0.0234520787991172,20322,NORMAL,medium,,0,0,0,0,0
4,0,0.2,strong_coherent,7,ok,1,0.0404722126896965,9729,EASY,high,,0,0,0,0,0
4,0,0.2,strong_coherent,8,ok,1,0.0234520787991172,20322,NORMAL,medium,,0,0,0,0,0
4,0,0.2,strong_coherent,9,ok,1,0.0404722126896965,9729,EASY,high,,0,0,0,0,0
4,0,0.2,strong_coherent,10,ok,1,0.0234520787991172,20322,NORMAL,medium,,0,0,0,0,0
4,0,0.2,hard_phase,1,ok,1,0.0428719022204523,9729,EASY,high,,0,0,0,0,0
4,0,0.2,hard_phase,2,ok,1,0.0428719022204523,9729,EASY,high,,0,0,0,0,0
4,0,0.2,hard_phase,3,ok,1,0.0428719022204523,9729,EASY,high,,0,0,0,0,0
4,0,0.2,hard_phase,4,ok,1,0.0428719022204523,9729,EASY,high,,0,0,0,0,0
4,0,0.2,hard_phase,5,ok,1,0.0428719022204523,9729,EASY,high,,0,0,0,0,0
4,0,0.2,hard_phase,6,ok,1,0.0428719022204523,9729,EASY,high,,0,0,0,0,0
4,0,0.2,hard_phase,7,ok,1,0.0428719022204523,9729,EASY,high,,0,0,0,0,0
4,0,0.2,hard_phase,8,ok,1,0.0428719022204523,9729,EASY,high,,0,0,0,0,0
4,0,0.2,hard_phase,9,ok,1,0.0428719022204523,9729,EASY,high,,0,0,0,0,0
4,0,0.2,hard_phase,10,ok,1,0.0428719022204523,9729,EASY,high,,0,0,0,0,0
4,0,0.2,weak_secondary,1,ok,1,0.0595818764390649,26064,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,weak_secondary,2,ok,1,0.0595818764390649,19211,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,weak_secondary,3,ok,1,0.0595818764390649,26064,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,weak_secondary,4,ok,1,0.0595818764390649,19211,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,weak_secondary,5,ok,1,0.0595818764390649,26064,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,weak_secondary,6,ok,1,0.0595818764390649,19211,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,weak_secondary,7,ok,1,0.0595818764390649,26064,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,weak_secondary,8,ok,1,0.0595818764390649,19211,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,weak_secondary,9,ok,1,0.0595818764390649,26064,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,weak_secondary,10,ok,1,0.0595818764390649,19211,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,low_snr_hard,1,ok,1,0.0595818764390649,23556,NORMAL,medium,,0,0,0,0,0
4,0,0.2,low_snr_hard,2,ok,1,0.0595818764390649,19211,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,low_snr_hard,3,ok,1,0.0595818764390649,23556,NORMAL,medium,,0,0,0,0,0
4,0,0.2,low_snr_hard,4,ok,1,0.0595818764390649,19211,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,low_snr_hard,5,ok,1,0.0595818764390649,23556,NORMAL,medium,,0,0,0,0,0
4,0,0.2,low_snr_hard,6,ok,1,0.0595818764390649,19211,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,low_snr_hard,7,ok,1,0.0595818764390649,23556,NORMAL,medium,,0,0,0,0,0
4,0,0.2,low_snr_hard,8,ok,1,0.0595818764390649,19211,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
4,0,0.2,low_snr_hard,9,ok,1,0.0595818764390649,24579,NORMAL,medium,,0,0,0,0,0
4,0,0.2,low_snr_hard,10,ok,1,0.0595818764390649,19211,SCORE_AMBIGUOUS,medium_low,,0,0,0,0,0
5,0,-0.2,easy_noncoherent,1,ok,1,0.0505766744656063,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,easy_noncoherent,2,ok,1,0.0505766744656063,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,easy_noncoherent,3,ok,1,0.0505766744656063,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,easy_noncoherent,4,ok,1,0.0505766744656063,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,easy_noncoherent,5,ok,1,0.0505766744656063,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,easy_noncoherent,6,ok,1,0.0505766744656063,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,easy_noncoherent,7,ok,1,0.0505766744656063,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,easy_noncoherent,8,ok,1,0.0505766744656063,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,easy_noncoherent,9,ok,1,0.0505766744656063,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,easy_noncoherent,10,ok,1,0.0505766744656063,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,strong_coherent,1,ok,1,0.0442492937796751,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,strong_coherent,2,ok,1,0.0442492937796751,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,strong_coherent,3,ok,1,0.0442492937796751,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,strong_coherent,4,ok,1,0.0442492937796751,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,strong_coherent,5,ok,1,0.0442492937796751,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,strong_coherent,6,ok,1,0.0442492937796751,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,strong_coherent,7,ok,1,0.0442492937796751,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,strong_coherent,8,ok,1,0.0442492937796751,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,strong_coherent,9,ok,1,0.0442492937796751,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,strong_coherent,10,ok,1,0.0442492937796751,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,hard_phase,1,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,hard_phase,2,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,hard_phase,3,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,hard_phase,4,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,hard_phase,5,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,hard_phase,6,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,hard_phase,7,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,hard_phase,8,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,hard_phase,9,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,hard_phase,10,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,weak_secondary,1,ok,1,0.0718192174839016,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,weak_secondary,2,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,weak_secondary,3,ok,1,0.0718192174839016,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,weak_secondary,4,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,weak_secondary,5,ok,1,0.0718192174839016,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,weak_secondary,6,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,weak_secondary,7,ok,1,0.0718192174839016,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,weak_secondary,8,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,weak_secondary,9,ok,1,0.0718192174839016,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,weak_secondary,10,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,low_snr_hard,1,ok,1,0.0718192174839016,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,low_snr_hard,2,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,low_snr_hard,3,ok,1,0.0718192174839016,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,low_snr_hard,4,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,low_snr_hard,5,ok,1,0.0718192174839016,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,low_snr_hard,6,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,low_snr_hard,7,ok,1,0.0718192174839016,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,low_snr_hard,8,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,low_snr_hard,9,ok,1,0.0718192174839016,9729,EASY,high,,0,0,0,0,0
5,0,-0.2,low_snr_hard,10,ok,1,0.0464542785973476,9729,EASY,high,,0,0,0,0,0
6,0.2,0.2,easy_noncoherent,1,ok,1,0.0589745707911483,9729,EASY,high,,0,0,0,0,0
6,0.2,0.2,easy_noncoherent,2,ok,1,0.0339116499156252,17154,NORMAL,medium,,0,0,0,0,0
6,0.2,0.2,easy_noncoherent,3,ok,1,0.0589745707911483,9729,EASY,high,,0,0,0,0,0
6,0.2,0.2,easy_noncoherent,4,ok,1,0.0339116499156252,17154,NORMAL,medium,,0,0,0,0,0
6,0.2,0.2,easy_noncoherent,5,ok,1,0.0589745707911483,9729,EASY,high,,0,0,0,0,0
