scenario_name,center_az,trial_id,repeat_id,direct_runtime_total_sec,cached_runtime_total_sec,runtime_reduction_ratio,direct_num_pairs,cached_num_pairs,same_estimate_flag,same_policy_flag,cache_miss_count
easy_noncoherent,0,1,1,0.0923318,0.0330728,0.641804881958329,9729,9729,1,1,0
easy_noncoherent,0,2,1,0.0882665,0.0348994,0.604613301762277,9729,9729,1,1,0
easy_noncoherent,0,3,1,0.0924771,0.0342225,0.629935411036895,9729,9729,1,1,0
easy_noncoherent,0,4,1,0.0929838,0.0325338,0.650113245533093,9729,9729,1,1,0
easy_noncoherent,0,5,1,0.0888034,0.0343826,0.612823382888493,9729,9729,1,1,0
easy_noncoherent,0,6,1,0.0869704,0.0343002,0.605610644541131,9729,9729,1,1,0
easy_noncoherent,0,7,1,0.0956691,0.0347677,0.63658380814704,9729,9729,1,1,0
easy_noncoherent,0,8,1,0.0882768,0.0372725,0.577776947057438,9729,9729,1,1,0
easy_noncoherent,0,9,1,0.1405527,0.0720738,0.48721155836921,18612,18612,1,1,0
easy_noncoherent,0,10,1,0.0957293,0.0364471,0.619269126589247,9729,9729,1,1,0
strong_coherent,0,1,1,0.0883446,0.0344311,0.610263672029756,9729,9729,1,1,0
strong_coherent,0,2,1,0.0870867,0.0355913,0.591311876555203,9729,9729,1,1,0
strong_coherent,0,3,1,0.0906741,0.0341389,0.623498882260756,9729,9729,1,1,0
strong_coherent,0,4,1,0.0942413,0.0333021,0.646629450145531,9729,9729,1,1,0
strong_coherent,0,5,1,0.0923098,0.0313705,0.660160676331224,9729,9729,1,1,0
strong_coherent,0,6,1,0.0904334,0.0321447,0.644548363768254,9729,9729,1,1,0
strong_coherent,0,7,1,0.0900832,0.0340894,0.621578718340379,9729,9729,1,1,0
strong_coherent,0,8,1,0.0887029,0.0311973,0.648294475152447,9729,9729,1,1,0
strong_coherent,0,9,1,0.0890322,0.0330872,0.628368163428512,9729,9729,1,1,0
strong_coherent,0,10,1,0.0874814,0.0343184,0.607706323858557,9729,9729,1,1,0
hard_phase,0,1,1,0.0926524,0.0358974,0.612558336319404,9729,9729,1,1,0
hard_phase,0,2,1,0.0910746,0.0350864,0.614750984357878,9729,9729,1,1,0
hard_phase,0,3,1,0.0892336,0.0349521,0.60830785713005,9729,9729,1,1,0
hard_phase,0,4,1,0.0913011,0.0327563,0.641227761768478,9729,9729,1,1,0
hard_phase,0,5,1,0.0893904,0.0301273,0.66296940163597,9729,9729,1,1,0
hard_phase,0,6,1,0.0901172,0.034217,0.620305557651591,9729,9729,1,1,0
