route_name,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_count,tol_success_count,tol_success_count_rel,raw_success_rate,tol_success_rate,tol_success_rate_rel,rmse_deg,rmse_valid_count,mean_num_peaks,snr90_db,snr90_rel_db,mean_fft_center_error_deg,std_fft_center_error_deg,mean_fwhm_fft_deg,std_fwhm_fft_deg,mean_outer_iter_used,mean_refine_iter_target1,mean_refine_iter_target2,mean_residual_power_final,fftii_init_two_stage_cancel_rate,fftii_init_single_peak_fallback_rate,fftii_fail_init_rate
fft_guided_centerT_proto4,9,0.311111,12.844444,13.155556,22,199,199,198,0.995000,0.995000,0.990000,0.031581,199,1.995000,22.000000,22.000000,0.010997,0.131228,1.938236,0.107462,2.385000,4.760000,4.710000,8.817236e-05,0.000000,1.000000,0.000000
fft_guided_centerT_proto4,9,0.311111,12.844444,13.155556,24,200,200,200,1.000000,1.000000,1.000000,0.022376,200,2.000000,22.000000,22.000000,0.002674,0.115912,1.940685,0.079781,2.340000,4.645000,4.675000,5.437345e-05,0.000000,1.000000,0.000000
fft_guided_centerT_proto4,9,0.311111,12.844444,13.155556,26,200,200,200,1.000000,1.000000,1.000000,0.017131,200,2.000000,22.000000,22.000000,0.004699,0.087835,1.937887,0.069454,2.470000,4.860000,4.880000,3.530704e-05,0.000000,1.000000,0.000000
fft_guided_centerT_proto4,9,0.311111,12.844444,13.155556,28,200,200,200,1.000000,1.000000,1.000000,0.013802,200,2.000000,22.000000,22.000000,-0.004301,0.067660,1.933006,0.053175,2.375000,4.645000,4.665000,2.211717e-05,0.000000,1.000000,0.000000
fft_guided_centerT_proto4,10,0.280000,12.860000,13.140000,14,0,0,0,0.000000,0.000000,0.000000,NaN,0,0.775000,24.000000,24.000000,-1.737756,20.694156,2.184800,0.819710,2.460000,5.170000,5.085000,5.577584e-04,0.000000,1.000000,0.000000
fft_guided_centerT_proto4,10,0.280000,12.860000,13.140000,16,0,0,0,0.000000,0.000000,0.000000,NaN,0,0.915000,24.000000,24.000000,-0.131979,12.692348,2.139815,0.772651,2.435000,5.175000,5.135000,3.540182e-04,0.000000,1.000000,0.000000
fft_guided_centerT_proto4,10,0.280000,12.860000,13.140000,18,6,6,4,0.030000,0.030000,0.020000,0.053874,6,1.015000,24.000000,24.000000,0.000349,0.361753,1.986141,0.193035,2.395000,4.920000,4.920000,2.224296e-04,0.000000,1.000000,0.000000
fft_guided_centerT_proto4,10,0.280000,12.860000,13.140000,20,60,60,52,0.300000,0.300000,0.260000,0.046076,60,1.295000,24.000000,24.000000,0.007631,0.175497,1.955244,0.126578,2.500000,5.170000,5.060000,1.393692e-04,0.000000,1.000000,0.000000
fft_guided_centerT_proto4,10,0.280000,12.860000,13.140000,22,149,149,143,0.745000,0.745000,0.715000,0.037887,149,1.740000,24.000000,24.000000,-0.000869,0.153518,1.934904,0.104017,2.315000,4.610000,4.600000,8.833517e-05,0.000000,1.000000,0.000000
fft_guided_centerT_proto4,10,0.280000,12.860000,13.140000,24,192,192,192,0.960000,0.960000,0.960000,0.031078,192,1.960000,24.000000,24.000000,-0.008356,0.115992,1.942122,0.087196,2.300000,4.565000,4.500000,5.637618e-05,0.000000,1.000000,0.000000
fft_guided_centerT_proto4,10,0.280000,12.860000,13.140000,26,200,200,200,1.000000,1.000000,1.000000,0.022763,200,2.000000,24.000000,24.000000,0.007413,0.084846,1.941699,0.068763,2.355000,4.590000,4.630000,3.526569e-05,0.000000,1.000000,0.000000
fft_guided_centerT_proto4,10,0.280000,12.860000,13.140000,28,200,200,200,1.000000,1.000000,1.000000,0.016272,200,2.000000,24.000000,24.000000,-0.002434,0.069618,1.931767,0.056330,2.360000,4.615000,4.605000,2.255259e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,7,0.400000,12.800000,13.200000,14,118,114,114,0.590000,0.570000,0.570000,0.052463,118,1.495000,18.000000,18.000000,-2.848838,24.348209,2.301376,0.733528,2.945000,6.120000,6.090000,5.176227e-04,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,7,0.400000,12.800000,13.200000,16,177,176,176,0.885000,0.880000,0.880000,0.037199,177,1.850000,18.000000,18.000000,-2.204339,14.715321,2.140171,0.519538,3.035000,6.325000,6.280000,3.312764e-04,0.010000,0.990000,0.000000
fft_guided_centerT_adaptive_window_proto4b,7,0.400000,12.800000,13.200000,18,197,197,197,0.985000,0.985000,0.985000,0.027967,197,1.980000,18.000000,18.000000,-0.349452,4.358760,1.979402,0.210218,2.650000,5.390000,5.395000,2.125668e-04,0.010000,0.990000,0.000000
fft_guided_centerT_adaptive_window_proto4b,7,0.400000,12.800000,13.200000,20,200,200,200,1.000000,1.000000,1.000000,0.020329,200,2.000000,18.000000,18.000000,-0.005258,0.187331,1.977425,0.162730,2.935000,5.875000,5.935000,1.334393e-04,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,7,0.400000,12.800000,13.200000,22,200,200,200,1.000000,1.000000,1.000000,0.016179,200,2.000000,18.000000,18.000000,0.005572,0.140025,1.961525,0.118399,2.840000,5.705000,5.645000,8.371001e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,7,0.400000,12.800000,13.200000,24,200,200,200,1.000000,1.000000,1.000000,0.012716,200,2.000000,18.000000,18.000000,-0.013451,0.106130,1.956789,0.081629,2.895000,5.775000,5.705000,5.239737e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,7,0.400000,12.800000,13.200000,26,200,200,200,1.000000,1.000000,1.000000,0.009971,200,2.000000,18.000000,18.000000,-0.001409,0.091105,1.937089,0.069122,2.590000,5.105000,5.080000,3.343534e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,7,0.400000,12.800000,13.200000,28,200,200,200,1.000000,1.000000,1.000000,0.008124,200,2.000000,18.000000,18.000000,0.000451,0.070294,1.939688,0.053374,2.565000,5.040000,5.025000,2.170093e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,8,0.350000,12.825000,13.175000,14,30,27,24,0.150000,0.135000,0.120000,0.062059,30,1.065000,18.000000,18.000000,-3.588093,19.628904,2.273440,0.690157,2.965000,6.350000,6.150000,5.389686e-04,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,8,0.350000,12.825000,13.175000,16,115,109,94,0.575000,0.545000,0.470000,0.055609,115,1.545000,18.000000,18.000000,-1.226205,12.914972,2.121924,0.648885,2.750000,5.595000,5.755000,3.421271e-04,0.005000,0.995000,0.000000
fft_guided_centerT_adaptive_window_proto4b,8,0.350000,12.825000,13.175000,18,187,187,184,0.935000,0.935000,0.920000,0.041396,187,1.935000,18.000000,18.000000,-0.012872,0.214622,2.005953,0.216369,2.870000,5.930000,5.850000,2.150577e-04,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,8,0.350000,12.825000,13.175000,20,200,200,200,1.000000,1.000000,1.000000,0.029356,200,2.000000,18.000000,18.000000,-0.001005,0.200772,1.978940,0.165680,2.665000,5.335000,5.330000,1.366664e-04,0.005000,0.995000,0.000000
fft_guided_centerT_adaptive_window_proto4b,8,0.350000,12.825000,13.175000,22,200,200,200,1.000000,1.000000,1.000000,0.021179,200,2.000000,18.000000,18.000000,-0.010554,0.130240,1.954953,0.099258,2.615000,5.130000,5.210000,8.577120e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,8,0.350000,12.825000,13.175000,24,200,200,200,1.000000,1.000000,1.000000,0.017052,200,2.000000,18.000000,18.000000,0.014379,0.105459,1.941197,0.087167,2.585000,5.080000,5.125000,5.484677e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,8,0.350000,12.825000,13.175000,26,200,200,200,1.000000,1.000000,1.000000,0.014136,200,2.000000,18.000000,18.000000,0.009791,0.089140,1.939506,0.070916,2.500000,4.955000,4.935000,3.461214e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,8,0.350000,12.825000,13.175000,28,200,200,200,1.000000,1.000000,1.000000,0.010240,200,2.000000,18.000000,18.000000,0.001301,0.075017,1.940773,0.056312,2.510000,4.900000,4.925000,2.184211e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,9,0.311111,12.844444,13.155556,14,0,0,0,0.000000,0.000000,0.000000,NaN,0,0.855000,22.000000,22.000000,-0.922439,23.466434,2.369063,1.578311,2.430000,5.130000,5.595000,5.443131e-04,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,9,0.311111,12.844444,13.155556,16,11,11,8,0.055000,0.055000,0.040000,0.053648,11,1.040000,22.000000,22.000000,-2.112235,11.324596,2.062416,0.350626,2.740000,5.845000,5.850000,3.459371e-04,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,9,0.311111,12.844444,13.155556,18,87,85,76,0.435000,0.425000,0.380000,0.052179,87,1.435000,22.000000,22.000000,-0.165074,2.460907,1.990243,0.190469,2.635000,5.400000,5.320000,2.185204e-04,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,9,0.311111,12.844444,13.155556,20,164,164,156,0.820000,0.820000,0.780000,0.041938,164,1.820000,22.000000,22.000000,0.011867,0.165969,1.953508,0.141979,2.580000,5.230000,5.145000,1.392561e-04,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,9,0.311111,12.844444,13.155556,22,199,199,198,0.995000,0.995000,0.990000,0.031654,199,1.995000,22.000000,22.000000,0.010997,0.131228,1.938236,0.107462,2.385000,4.760000,4.710000,8.817236e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,9,0.311111,12.844444,13.155556,24,200,200,200,1.000000,1.000000,1.000000,0.022254,200,2.000000,22.000000,22.000000,0.002674,0.115912,1.940685,0.079781,2.340000,4.645000,4.675000,5.437345e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,9,0.311111,12.844444,13.155556,26,200,200,200,1.000000,1.000000,1.000000,0.017188,200,2.000000,22.000000,22.000000,0.004699,0.087835,1.937887,0.069454,2.470000,4.860000,4.880000,3.530704e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,9,0.311111,12.844444,13.155556,28,200,200,200,1.000000,1.000000,1.000000,0.014157,200,2.000000,22.000000,22.000000,-0.004301,0.067660,1.933006,0.053175,2.375000,4.645000,4.665000,2.211717e-05,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,10,0.280000,12.860000,13.140000,14,0,0,0,0.000000,0.000000,0.000000,NaN,0,0.825000,24.000000,24.000000,-1.737756,20.694156,2.184800,0.819710,2.460000,5.170000,5.085000,5.577584e-04,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,10,0.280000,12.860000,13.140000,16,0,0,0,0.000000,0.000000,0.000000,NaN,0,0.955000,24.000000,24.000000,-0.131979,12.692348,2.139815,0.772651,2.435000,5.175000,5.135000,3.540182e-04,0.000000,1.000000,0.000000
fft_guided_centerT_adaptive_window_proto4b,10,0.280000,12.860000,13.140000,18,6,5,5,0.030000,0.025000,0.025000,0.061207,6,1.030000,24.000000,24.000000,0.000349,0.361753,1.986141,0.193035,2.395000,4.920000,4.920000,2.224296e-04,0.000000,1.000000,0.000000
