object,row,col,real_value,imag_value
Rz,1,1,87651.5643819886,0
Rz,2,1,-6154.65075757167,8921.9550259424
Rz,3,1,10561.2030696669,29189.7470787987
Rz,4,1,-865.920562239011,1440.1913323388
Rz,5,1,-23.8267951209884,-58.0599123240112
Rz,6,1,4579.0544899374,-7739.82138706909
Rz,7,1,2163.32842684935,-3380.71808483414
Rz,1,2,-6154.65075757167,-8921.9550259424
Rz,2,2,114409.628127927,0
Rz,3,2,4967.27986092706,-14405.4866607216
Rz,4,2,4451.19175138029,-1698.45360618599
Rz,5,2,254.457078747728,-2834.13385972324
Rz,6,2,-9973.37543960703,5291.81253975014
Rz,7,2,2318.23669186606,-2488.06568605412
Rz,1,3,10561.2030696669,-29189.7470787987
Rz,2,3,4967.27986092706,14405.4866607216
Rz,3,3,12185.1894169172,0
Rz,4,3,646.187593610366,844.507815621981
Rz,5,3,267.454752331186,-42.0208103994077
Rz,6,3,-2760.63494792759,-3215.6217168092
Rz,7,3,-547.102495411178,-907.654960104051
Rz,1,4,-865.920562239011,-1440.1913323388
Rz,2,4,4451.19175138029,1698.45360618599
Rz,3,4,646.187593610366,-844.507815621981
Rz,4,4,216.746095055952,0
Rz,5,4,51.3360371124215,-101.799197929626
Rz,6,4,-582.835868746604,64.8110649198264
Rz,7,4,66.0385472099747,-54.2547172245517
Rz,1,5,-23.8267951209884,58.0599123240112
Rz,2,5,254.457078747728,2834.13385972324
Rz,3,5,267.454752331186,42.0208103994077
Rz,4,5,51.3360371124215,101.799197929626
Rz,5,5,72.1350425843775,0
Rz,6,5,-147.406984354689,-205.603283599828
Rz,7,5,71.0439472153569,67.3069455764612
Rz,1,6,4579.0544899374,7739.82138706909
Rz,2,6,-9973.37543960703,-5291.81253975014
Rz,3,6,-2760.63494792759,3215.6217168092
Rz,4,6,-582.835868746604,-64.8110649198264
Rz,5,6,-147.406984354689,205.603283599828
Rz,6,6,1858.16269082639,0
Rz,7,6,75.381051307214,81.0001924576703
Rz,1,7,2163.32842684935,3380.71808483414
Rz,2,7,2318.23669186606,2488.06568605412
Rz,3,7,-547.102495411178,907.654960104051
Rz,4,7,66.0385472099747,54.2547172245517
Rz,5,7,71.0439472153569,-67.3069455764612
Rz,6,7,75.381051307214,-81.0001924576703
Rz,7,7,309.475562730594,0
