object_name,bits,scale,clip_rate,overflow_rate,relative_error,max_abs
W,NaN,NaN,0,0,0,NaN
G_cache,24,4.81111649577584e-06,0,0,1.20552980091729e-07,40.3585655142807
Z,16,0.00147545670076468,0,0,2.74838479460062e-05,48.3462897139562
Rz,24,0.0136386921127581,0,0,2.6550712411818e-07,114409.628127927
score,24,0.0256388955972697,0,0,6.2260616960531e-08,215074.619079526
