route_name,sep_factor,theta_sep_deg,theta_a_deg,theta_b_deg,snr_db,raw_success_count,tol_success_count,raw_success_rate,tol_success_rate,rmse_deg,rmse_valid_count,mean_num_peaks,snr90_db,mean_fft_center_error_deg,std_fft_center_error_deg,mean_fwhm_fft_deg,std_fwhm_fft_deg,mean_theta_search_4b_deg,mean_routeB_beam_span_4b_deg,mean_theta_search_4e_deg,mean_routeB_beam_span_4e_deg,mean_raw_search_ratio_4e,mean_piecewise_search_ratio_4e,mean_piecewise_span_ratio_4e
fft_guided_centerT_piecewise_proto4e,8,0.350000,12.825000,13.175000,14,30,27,0.150000,0.135000,0.061699,30,1.025000,18.000000,-3.321395,19.312429,2.266691,0.686847,2.206816,3.310224,1.823316,2.643808,1.942878,1.302368,1.258956
fft_guided_centerT_piecewise_proto4e,8,0.350000,12.825000,13.175000,16,115,107,0.575000,0.535000,0.055810,115,1.535000,18.000000,-1.107940,12.818322,2.123566,0.647859,2.199058,3.298587,1.795747,2.603834,1.820199,1.282677,1.239921
fft_guided_centerT_piecewise_proto4e,8,0.350000,12.825000,13.175000,18,186,186,0.930000,0.930000,0.041241,186,1.930000,18.000000,-0.012532,0.214816,2.004595,0.216028,2.216333,3.324499,1.782953,2.585282,1.718224,1.273538,1.231086
fft_guided_centerT_piecewise_proto4e,8,0.350000,12.825000,13.175000,20,200,200,1.000000,1.000000,0.028676,200,2.000000,18.000000,-0.003720,0.200164,1.978048,0.165814,2.226490,3.339735,1.776200,2.575490,1.695470,1.268714,1.226424
fft_guided_centerT_piecewise_proto4e,8,0.350000,12.825000,13.175000,22,200,200,1.000000,1.000000,0.021432,200,2.000000,18.000000,-0.010894,0.130631,1.954002,0.098030,2.229304,3.343956,1.770961,2.567893,1.674859,1.264972,1.222806
fft_guided_centerT_piecewise_proto4e,8,0.350000,12.825000,13.175000,24,200,200,1.000000,1.000000,0.017069,200,2.000000,18.000000,0.015397,0.104739,1.941537,0.086765,2.230151,3.345226,1.767969,2.563555,1.664175,1.262835,1.220740
fft_guided_centerT_piecewise_proto4e,8,0.350000,12.825000,13.175000,26,200,200,1.000000,1.000000,0.014218,200,2.000000,18.000000,0.009282,0.089437,1.939993,0.070890,2.232699,3.349048,1.767598,2.563018,1.662851,1.262570,1.220485
fft_guided_centerT_piecewise_proto4e,8,0.350000,12.825000,13.175000,28,200,200,1.000000,1.000000,0.010108,200,2.000000,18.000000,0.000453,0.074739,1.940750,0.056316,2.236646,3.354968,1.767780,2.563281,1.663500,1.262700,1.220610
fft_guided_centerT_piecewise_proto4e,9,0.311111,12.844444,13.155556,14,0,0,0.000000,0.000000,NaN,0,0.815000,22.000000,-0.921252,23.466475,2.370272,1.577942,1.983633,2.975450,1.659448,2.406200,2.285620,1.333485,1.289036
fft_guided_centerT_piecewise_proto4e,9,0.311111,12.844444,13.155556,16,11,11,0.055000,0.055000,0.052924,11,1.040000,22.000000,-2.118001,11.323601,2.062178,0.350726,1.990455,2.985682,1.645267,2.385637,1.988529,1.322090,1.278020
fft_guided_centerT_piecewise_proto4e,9,0.311111,12.844444,13.155556,18,90,87,0.450000,0.435000,0.052977,90,1.450000,22.000000,-0.165413,2.460893,1.990108,0.190527,1.991111,2.986667,1.634698,2.370312,1.919033,1.313596,1.269810
fft_guided_centerT_piecewise_proto4e,9,0.311111,12.844444,13.155556,20,168,168,0.840000,0.840000,0.043023,168,1.840000,22.000000,0.010678,0.164646,1.953529,0.141989,1.990694,2.986041,1.626180,2.357961,1.883760,1.306752,1.263194
fft_guided_centerT_piecewise_proto4e,9,0.311111,12.844444,13.155556,22,199,199,0.995000,0.995000,0.031781,199,1.995000,22.000000,0.010828,0.131209,1.937564,0.107201,1.991111,2.986667,1.622349,2.352405,1.868365,1.303673,1.260217
fft_guided_centerT_piecewise_proto4e,9,0.311111,12.844444,13.155556,24,200,200,1.000000,1.000000,0.022374,200,2.000000,22.000000,0.003862,0.116139,1.939797,0.079013,1.991111,2.986667,1.622885,2.353183,1.870519,1.304104,1.260634
fft_guided_centerT_piecewise_proto4e,9,0.311111,12.844444,13.155556,26,200,200,1.000000,1.000000,0.017184,200,2.000000,22.000000,0.005378,0.088123,1.937417,0.069265,1.991111,2.986667,1.622313,2.352355,1.868224,1.303645,1.260190
fft_guided_centerT_piecewise_proto4e,9,0.311111,12.844444,13.155556,28,200,200,1.000000,1.000000,0.013981,200,2.000000,22.000000,-0.003622,0.068461,1.933387,0.053391,1.991111,2.986667,1.621346,2.350952,1.864337,1.302867,1.259439
fft_guided_centerT_piecewise_proto4e,10,0.280000,12.860000,13.140000,14,0,0,0.000000,0.000000,NaN,0,0.810000,24.000000,-1.697974,20.704989,2.185629,0.819295,1.785280,2.677920,1.528226,2.215928,2.341746,1.364488,1.319005
fft_guided_centerT_piecewise_proto4e,10,0.280000,12.860000,13.140000,16,0,0,0.000000,0.000000,NaN,0,0.945000,24.000000,-0.131639,12.692351,2.140938,0.772372,1.792000,2.688000,1.524496,2.210519,2.293862,1.361157,1.315785
fft_guided_centerT_piecewise_proto4e,10,0.280000,12.860000,13.140000,18,6,5,0.030000,0.025000,0.058223,6,1.030000,24.000000,-0.000331,0.361419,1.984590,0.191659,1.792000,2.688000,1.516918,2.199531,2.126346,1.354391,1.309244
fft_guided_centerT_piecewise_proto4e,10,0.280000,12.860000,13.140000,20,62,62,0.310000,0.310000,0.046306,62,1.305000,24.000000,0.004915,0.174936,1.954238,0.125841,1.792000,2.688000,1.510570,2.190326,2.093826,1.348723,1.303766
fft_guided_centerT_piecewise_proto4e,10,0.280000,12.860000,13.140000,22,147,147,0.735000,0.735000,0.037627,147,1.735000,24.000000,-0.001887,0.153228,1.934458,0.104163,1.792000,2.688000,1.505870,2.183511,2.072634,1.344527,1.299709
fft_guided_centerT_piecewise_proto4e,10,0.280000,12.860000,13.140000,24,191,191,0.955000,0.955000,0.030750,191,1.955000,24.000000,-0.008865,0.115394,1.942031,0.087165,1.792000,2.688000,1.507688,2.186147,2.080748,1.346150,1.301278
fft_guided_centerT_piecewise_proto4e,10,0.280000,12.860000,13.140000,26,200,200,1.000000,1.000000,0.022725,200,2.000000,24.000000,0.008092,0.085122,1.942225,0.068899,1.792000,2.688000,1.507734,2.186214,2.080955,1.346191,1.301318
fft_guided_centerT_piecewise_proto4e,10,0.280000,12.860000,13.140000,28,200,200,1.000000,1.000000,0.016170,200,2.000000,24.000000,-0.002264,0.069603,1.931170,0.055832,1.792000,2.688000,1.505081,2.182367,2.069111,1.343822,1.299028
