obs_id,chunk_id,total_chunks,run_tag,scenario_name,center_az,trial_id,quant_mode,stage_name,elapsed_sec,num_candidates,num_topK,score_lanes_assumed,comment
cp00p00_weak_secondary_t0022,112,120,formal_tps30,weak_secondary,0,22,,build_step11_input,0.0125772,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_weak_secondary_t0022,112,120,formal_tps30,weak_secondary,0,22,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_weak_secondary_t0022,112,120,formal_tps30,weak_secondary,0,22,,build_candidate_score_pack,0.7692199,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp00p00_large_el_pair_t0022,112,120,formal_tps30,large_el_pair,0,22,,build_step11_input,0.0062669,NaN,10,NaN,Step11.7 frontend-like input builder
cp00p00_large_el_pair_t0022,112,120,formal_tps30,large_el_pair,0,22,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp00p00_large_el_pair_t0022,112,120,formal_tps30,large_el_pair,0,22,,build_candidate_score_pack,0.7593046,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_strong_coherent_t0022,112,120,formal_tps30,strong_coherent,4,22,,build_step11_input,0.0059612,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_strong_coherent_t0022,112,120,formal_tps30,strong_coherent,4,22,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_strong_coherent_t0022,112,120,formal_tps30,strong_coherent,4,22,,build_candidate_score_pack,0.7516732,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_near_tie_close_sep_t0022,112,120,formal_tps30,near_tie_close_sep,4,22,,build_step11_input,0.0058832,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_near_tie_close_sep_t0022,112,120,formal_tps30,near_tie_close_sep,4,22,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_near_tie_close_sep_t0022,112,120,formal_tps30,near_tie_close_sep,4,22,,build_candidate_score_pack,0.7809239,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp04p00_low_margin_score_gap_t0022,112,120,formal_tps30,low_margin_score_gap,4,22,,build_step11_input,0.0066204,NaN,10,NaN,Step11.7 frontend-like input builder
cp04p00_low_margin_score_gap_t0022,112,120,formal_tps30,low_margin_score_gap,4,22,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp04p00_low_margin_score_gap_t0022,112,120,formal_tps30,low_margin_score_gap,4,22,,build_candidate_score_pack,0.8127669,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_weak_secondary_t0022,112,120,formal_tps30,weak_secondary,8,22,,build_step11_input,0.0062388,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_weak_secondary_t0022,112,120,formal_tps30,weak_secondary,8,22,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_weak_secondary_t0022,112,120,formal_tps30,weak_secondary,8,22,,build_candidate_score_pack,0.856724,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp08p00_large_el_pair_t0022,112,120,formal_tps30,large_el_pair,8,22,,build_step11_input,0.0064173,NaN,10,NaN,Step11.7 frontend-like input builder
cp08p00_large_el_pair_t0022,112,120,formal_tps30,large_el_pair,8,22,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp08p00_large_el_pair_t0022,112,120,formal_tps30,large_el_pair,8,22,,build_candidate_score_pack,0.8761726,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_strong_coherent_t0022,112,120,formal_tps30,strong_coherent,15,22,,build_step11_input,0.0064292,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_strong_coherent_t0022,112,120,formal_tps30,strong_coherent,15,22,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_strong_coherent_t0022,112,120,formal_tps30,strong_coherent,15,22,,build_candidate_score_pack,0.8695519,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_near_tie_close_sep_t0022,112,120,formal_tps30,near_tie_close_sep,15,22,,build_step11_input,0.0071298,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_near_tie_close_sep_t0022,112,120,formal_tps30,near_tie_close_sep,15,22,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_near_tie_close_sep_t0022,112,120,formal_tps30,near_tie_close_sep,15,22,,build_candidate_score_pack,0.8892945,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
cp15p00_low_margin_score_gap_t0022,112,120,formal_tps30,low_margin_score_gap,15,22,,build_step11_input,0.0061051,NaN,10,NaN,Step11.7 frontend-like input builder
cp15p00_low_margin_score_gap_t0022,112,120,formal_tps30,low_margin_score_gap,15,22,,run_step11_backend,0,NaN,10,NaN,Skipped full Step11.7 backend; using Step12 score-core adapter
cp15p00_low_margin_score_gap_t0022,112,120,formal_tps30,low_margin_score_gap,15,22,,build_candidate_score_pack,0.8176829,7353,10,NaN,Build W/Y/Z/Rz/G_cache candidate score pack
