stress_group,stress_case_name,adaptive_policy_name,adaptive_confidence,adaptive_boundary_flag,failure_reason,row_id,trial_id,seed,az_sep_deg,el_sep_deg,rho,phase_deg,beta,snr_db,truth_az1,truth_az2,truth_el1,truth_el2,true_orientation,fixed_success,adaptive_success,full_success,fixed_rmse,adaptive_rmse,full_rmse,fixed_num_pairs,adaptive_num_pairs,full_num_pairs,adaptive_vs_fixed_pair_count_ratio,cond_best_GHG,cond_risk,boundary_margin,boundary_risk,U_search,U_confidence,H_norm,gap_13,gap_17,adaptive_topK,az_window_scale,el_window_scale,adaptive_topK_miss,adaptive_boundary_hit,high_confidence_misuse_flag,ill_conditioned_real_trigger_flag
close_same_elevation_coherent_pair,ill_real_sep_0p20_phase0,SCORE_AMBIGUOUS,medium_low,,,14,4,20962613,0.2,0,1,0,1,40,7.9,8.1,10.31,10.31,0,0,0,0,0.359583091927304,0.359583091927304,0.359583091927304,18504,18756,131461,1.0136186770428,42.1973670726862,0.203160669221286,4,0,0.664995186512939,0.646936468514116,0.999983732560358,4.6176062247973e-05,0.00049801043400773,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p20_phase0,SCORE_AMBIGUOUS,medium_low,,,15,5,20962614,0.2,0,1,0,1,40,7.9,8.1,10.31,10.31,0,0,0,0,0.359583091927304,0.359583091927304,0.359583091927304,18504,18756,131461,1.0136186770428,42.1973670726862,0.203160669221286,4,0,0.664922090255769,0.646908371087717,0.999983779756549,4.65134295887576e-05,0.00049740577518593,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p20_phase0,SCORE_AMBIGUOUS,medium_low,,,16,6,20962615,0.2,0,1,0,1,40,7.9,8.1,10.31,10.31,0,0,0,0,0.359583091927304,0.359583091927304,0.359583091927304,18504,18756,131461,1.0136186770428,42.1973670726862,0.203160669221286,4,0,0.665091333301767,0.6469734279218,0.999983675056128,4.57323078379998e-05,0.00049831956853406,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p20_phase0,SCORE_AMBIGUOUS,medium_low,,,17,7,20962616,0.2,0,1,0,1,40,7.9,8.1,10.31,10.31,0,0,0,0,0.359583091927304,0.359583091927304,0.359583091927304,18504,18756,131461,1.0136186770428,42.1973670726862,0.203160669221286,4,0,0.664946978593262,0.646917884887915,0.999983612221407,4.63985603387907e-05,0.000499781505333029,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p20_phase0,SCORE_AMBIGUOUS,medium_low,,,18,8,20962617,0.2,0,1,0,1,40,7.9,8.1,10.31,10.31,0,0,0,0,0.359583091927304,0.359583091927304,0.359583091927304,18504,18756,131461,1.0136186770428,42.1973670726862,0.203160669221286,4,0,0.66510504342503,0.646978704994774,0.999983686337964,4.56690303460168e-05,0.000498594174425067,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p20_phase0,SCORE_AMBIGUOUS,medium_low,,,19,9,20962618,0.2,0,1,0,1,40,7.9,8.1,10.31,10.31,0,0,0,0,0.359583091927304,0.359583091927304,0.359583091927304,18504,18756,131461,1.0136186770428,42.1973670726862,0.203160669221286,4,0,0.664727794705773,0.646833604609557,0.999983672840922,4.74101782810467e-05,0.00049906964525104,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p20_phase0,SCORE_AMBIGUOUS,medium_low,,,20,10,20962619,0.2,0,1,0,1,40,7.9,8.1,10.31,10.31,0,0,0,0,0.359583091927304,0.359583091927304,0.359583091927304,18504,18756,131461,1.0136186770428,42.1973670726862,0.203160669221286,4,0,0.665248566845023,0.647033979471347,0.999983895369937,4.50066145614336e-05,0.000495558646054885,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p15_phase0,SCORE_AMBIGUOUS,medium_low,,,21,1,20963610,0.15,0,1,0,1,40,7.925,8.075,10.31,10.31,0,0,0,0,0.330643312347308,0.330643312347308,0.330643312347308,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.657329594965054,0.643989251018037,0.99998683811869,8.15557155459067e-05,0.000457957414474743,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p15_phase0,SCORE_AMBIGUOUS,medium_low,,,22,2,20963611,0.15,0,1,0,1,40,7.925,8.075,10.31,10.31,0,0,0,0,0.330643312347308,0.330643312347308,0.330643312347308,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.657971844027085,0.644236256211836,0.999986799043793,7.859148910576e-05,0.000457256359190078,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p15_phase0,SCORE_AMBIGUOUS,medium_low,,,23,3,20963612,0.15,0,1,0,1,40,7.925,8.075,10.31,10.31,0,0,0,0,0.330643312347308,0.330643312347308,0.330643312347308,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.657880726737803,0.644201182800732,0.999986718187104,7.90120304409073e-05,0.000458199253497851,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p15_phase0,SCORE_AMBIGUOUS,medium_low,,,24,4,20963613,0.15,0,1,0,1,40,7.925,8.075,10.31,10.31,0,0,0,0,0.330643312347308,0.330643312347308,0.330643312347308,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.65843265843352,0.644413549766139,0.999986962598466,7.64646533837527e-05,0.000453957656370972,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p15_phase0,SCORE_AMBIGUOUS,medium_low,,,25,5,20963614,0.15,0,1,0,1,40,7.925,8.075,10.31,10.31,0,0,0,0,0.330643312347308,0.330643312347308,0.330643312347308,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.657890748739853,0.644205076919973,0.999986831053013,7.89657750468344e-05,0.000457174522623756,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p15_phase0,SCORE_AMBIGUOUS,medium_low,,,26,6,20963615,0.15,0,1,0,1,40,7.925,8.075,10.31,10.31,0,0,0,0,0.330643312347308,0.330643312347308,0.330643312347308,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.657855448953599,0.644191543975463,0.999986956471175,7.91286971372366e-05,0.000454933164901429,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p15_phase0,SCORE_AMBIGUOUS,medium_low,,,27,7,20963616,0.15,0,1,0,1,40,7.925,8.075,10.31,10.31,0,0,0,0,0.330643312347308,0.330643312347308,0.330643312347308,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.658008079656106,0.644250201903222,0.999986824503776,7.84242477410475e-05,0.000456754004731937,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p15_phase0,SCORE_AMBIGUOUS,medium_low,,,28,8,20963617,0.15,0,1,0,1,40,7.925,8.075,10.31,10.31,0,0,0,0,0.330643312347308,0.330643312347308,0.330643312347308,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.657793318616003,0.644167642581784,0.999986941871209,7.94154525415225e-05,0.000456074794703909,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p15_phase0,SCORE_AMBIGUOUS,medium_low,,,29,9,20963618,0.15,0,1,0,1,40,7.925,8.075,10.31,10.31,0,0,0,0,0.330643312347308,0.330643312347308,0.330643312347308,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.658256085300036,0.644345617723316,0.999986907457967,7.72796063075262e-05,0.000455072142770151,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p15_phase0,SCORE_AMBIGUOUS,medium_low,,,30,10,20963619,0.15,0,1,0,1,40,7.925,8.075,10.31,10.31,0,0,0,0,0.330643312347308,0.330643312347308,0.330643312347308,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.657858739237151,0.644192770323504,0.999986844626508,7.91135112131473e-05,0.00045735167481368,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p10_phase0,SCORE_AMBIGUOUS,medium_low,,,31,1,20964610,0.1,0,1,0,1,40,7.95,8.05,10.31,10.31,0,0,0,0,0.216794833886787,0.216794833886787,0.216794833886787,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.655702495019077,0.643363615128783,0.999987328925192,8.90654076042599e-05,0.00042615401239528,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p10_phase0,SCORE_AMBIGUOUS,medium_low,,,32,2,20964611,0.1,0,1,0,1,40,7.95,8.05,10.31,10.31,0,0,0,0,0.216794833886787,0.216794833886787,0.216794833886787,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.655441821067076,0.643263374860797,0.999987383051824,9.02685181519552e-05,0.000425501877278257,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p10_phase0,SCORE_AMBIGUOUS,medium_low,,,33,3,20964612,0.1,0,1,0,1,40,7.95,8.05,10.31,10.31,0,0,0,0,0.216794833886787,0.216794833886787,0.216794833886787,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.655865068207318,0.643426159350767,0.999987374847079,8.83150698123805e-05,0.00042620275754064,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p10_phase0,SCORE_AMBIGUOUS,medium_low,,,34,4,20964613,0.1,0,1,0,1,40,7.95,8.05,10.31,10.31,0,0,0,0,0.216794833886787,0.216794833886787,0.216794833886787,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.655753402424306,0.643383150252249,0.999987201360116,8.8830450349355e-05,0.000427609169486711,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p10_phase0,SCORE_AMBIGUOUS,medium_low,,,35,5,20964614,0.1,0,1,0,1,40,7.95,8.05,10.31,10.31,0,0,0,0,0.216794833886787,0.216794833886787,0.216794833886787,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.655822127914611,0.643409659390958,0.999987419239609,8.85132557787196e-05,0.000424705598194723,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p10_phase0,SCORE_AMBIGUOUS,medium_low,,,36,6,20964615,0.1,0,1,0,1,40,7.95,8.05,10.31,10.31,0,0,0,0,0.216794833886787,0.216794833886787,0.216794833886787,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.655733166327627,0.643375369340998,0.999987207653993,8.8923847718647e-05,0.000426928756851852,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p10_phase0,SCORE_AMBIGUOUS,medium_low,,,37,7,20964616,0.1,0,1,0,1,40,7.95,8.05,10.31,10.31,0,0,0,0,0.216794833886787,0.216794833886787,0.216794833886787,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.655529790945035,0.643297225330188,0.999987428483097,8.98625033306082e-05,0.000425160183803446,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p10_phase0,SCORE_AMBIGUOUS,medium_low,,,38,8,20964617,0.1,0,1,0,1,40,7.95,8.05,10.31,10.31,0,0,0,0,0.216794833886787,0.216794833886787,0.216794833886787,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.655775938192021,0.643391851532207,0.99998729758009,8.8726439113749e-05,0.000426308241332829,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p10_phase0,SCORE_AMBIGUOUS,medium_low,,,39,9,20964618,0.1,0,1,0,1,40,7.95,8.05,10.31,10.31,0,0,0,0,0.216794833886787,0.216794833886787,0.216794833886787,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.655602276750919,0.64332505536491,0.999987288136275,8.95279534572993e-05,0.000426837475198516,5,1,1,0,0,0,0
close_same_elevation_coherent_pair,ill_real_sep_0p10_phase0,SCORE_AMBIGUOUS,medium_low,,,40,10,20964619,0.1,0,1,0,1,40,7.95,8.05,10.31,10.31,0,0,0,0,0.216794833886787,0.216794833886787,0.216794833886787,15336,18756,131461,1.22300469483568,42.1973670726862,0.203160669221286,4,0,0.655886013380512,0.643434166249577,0.99998723502698,8.82183997822531e-05,0.000427371133798985,5,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p30_phase180,NORMAL,medium,,,41,1,20965610,0.3,0,1,180,1,40,7.85,8.15,10.31,10.31,0,1,1,1,0.0883176086632785,0.0883176086632785,0.0883176086632785,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.413904303833982,0.555555092608399,0.99889965972604,0.00120505705922778,0.00360065510268027,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p30_phase180,NORMAL,medium,,,42,2,20965611,0.3,0,1,180,1,40,7.85,8.15,10.31,10.31,0,1,1,1,0.0883176086632785,0.0883176086632785,0.0883176086632785,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.413936888120964,0.555567458819353,0.998899184848566,0.00120490667021094,0.00359817661391236,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p30_phase180,NORMAL,medium,,,43,3,20965612,0.3,0,1,180,1,40,7.85,8.15,10.31,10.31,0,1,1,1,0.0883176086632785,0.0883176086632785,0.0883176086632785,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.414794045875235,0.555896873032322,0.99889843671609,0.00120095055749891,0.00359702111677443,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p30_phase180,NORMAL,medium,,,44,4,20965613,0.3,0,1,180,1,40,7.85,8.15,10.31,10.31,0,1,1,1,0.0883176086632785,0.0883176086632785,0.0883176086632785,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.414086620619088,0.555625039006192,0.998899158461377,0.00120421559714267,0.00360145270333182,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p30_phase180,NORMAL,medium,,,45,5,20965614,0.3,0,1,180,1,40,7.85,8.15,10.31,10.31,0,1,1,1,0.0883176086632785,0.0883176086632785,0.0883176086632785,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.414732640000719,0.555873739816268,0.998899820796066,0.00120123396922745,0.00359599694361547,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p30_phase180,NORMAL,medium,,,46,6,20965615,0.3,0,1,180,1,40,7.85,8.15,10.31,10.31,0,1,1,1,0.0883176086632785,0.0883176086632785,0.0883176086632785,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.414169445661944,0.555655562919937,0.998895353112893,0.0012038333277141,0.00360132502227837,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p30_phase180,NORMAL,medium,,,47,7,20965616,0.3,0,1,180,1,40,7.85,8.15,10.31,10.31,0,1,1,1,0.0883176086632785,0.0883176086632785,0.0883176086632785,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.414816313750393,0.555904652944221,0.998896194843322,0.00120084778269049,0.00359919632495555,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p30_phase180,NORMAL,medium,,,48,8,20965617,0.3,0,1,180,1,40,7.85,8.15,10.31,10.31,0,1,1,1,0.0883176086632785,0.0883176086632785,0.0883176086632785,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.414973570307119,0.555964854593015,0.998895390151167,0.00120012198319791,0.00360253646760365,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p30_phase180,NORMAL,medium,,,49,9,20965618,0.3,0,1,180,1,40,7.85,8.15,10.31,10.31,0,1,1,1,0.0883176086632785,0.0883176086632785,0.0883176086632785,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.414378547807958,0.555736553550204,0.998896972335618,0.00120286824088635,0.00360190729950774,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p30_phase180,NORMAL,medium,,,50,10,20965619,0.3,0,1,180,1,40,7.85,8.15,10.31,10.31,0,1,1,1,0.0883176086632785,0.0883176086632785,0.0883176086632785,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.413744764779491,0.555492493690045,0.998896123315897,0.00120579339332543,0.00360120741421731,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p20_phase180,NORMAL,medium,,,51,1,20966610,0.2,0,1,180,1,40,7.9,8.1,10.31,10.31,0,1,1,1,0.0574456264653794,0.0574456264653794,0.0574456264653794,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.376088991889775,0.541000110537671,0.998869284517595,0.00137958926820104,0.00373127566571409,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p20_phase180,NORMAL,medium,,,52,2,20966611,0.2,0,1,180,1,40,7.9,8.1,10.31,10.31,0,1,1,1,0.0574456264653794,0.0574456264653794,0.0574456264653794,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.375811065190661,0.540893070539875,0.998868869907533,0.00138087200681233,0.00373378458304662,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p20_phase180,NORMAL,medium,,,53,3,20966612,0.2,0,1,180,1,40,7.9,8.1,10.31,10.31,0,1,1,1,0.0574456264653794,0.0574456264653794,0.0574456264653794,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.376352363284783,0.541101292521442,0.998868956784403,0.00137837370791639,0.00373189431832616,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p20_phase180,NORMAL,medium,,,54,4,20966613,0.2,0,1,180,1,40,7.9,8.1,10.31,10.31,0,1,1,1,0.0574456264653794,0.0574456264653794,0.0574456264653794,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.376715554526395,0.54124067463937,0.998868080152536,0.00137669744064741,0.00372711726683211,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p20_phase180,NORMAL,medium,,,55,5,20966614,0.2,0,1,180,1,40,7.9,8.1,10.31,10.31,0,1,1,1,0.0574456264653794,0.0574456264653794,0.0574456264653794,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.375616082961644,0.540817143431769,0.998866201498678,0.00138177192479241,0.00373059486961756,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p20_phase180,NORMAL,medium,,,56,6,20966615,0.2,0,1,180,1,40,7.9,8.1,10.31,10.31,0,1,1,1,0.0574456264653794,0.0574456264653794,0.0574456264653794,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.375670064689227,0.540839573377218,0.998870966477343,0.00138152277835742,0.00373106762108453,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p20_phase180,NORMAL,medium,,,57,7,20966616,0.2,0,1,180,1,40,7.9,8.1,10.31,10.31,0,1,1,1,0.0574456264653794,0.0574456264653794,0.0574456264653794,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.375542899727293,0.540788473135817,0.998864707504034,0.00138210969356634,0.00373731392120478,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p20_phase180,NORMAL,medium,,,58,8,20966617,0.2,0,1,180,1,40,7.9,8.1,10.31,10.31,0,1,1,1,0.0574456264653794,0.0574456264653794,0.0574456264653794,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.376064218460881,0.540990463486548,0.99886894506262,0.00137970360710363,0.00373139115265858,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p20_phase180,NORMAL,medium,,,59,9,20966618,0.2,0,1,180,1,40,7.9,8.1,10.31,10.31,0,1,1,1,0.0574456264653794,0.0574456264653794,0.0574456264653794,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.375983855455487,0.540958429051716,0.998865729100896,0.00138007451328237,0.00373677532112714,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p20_phase180,NORMAL,medium,,,60,10,20966619,0.2,0,1,180,1,40,7.9,8.1,10.31,10.31,0,1,1,1,0.0574456264653794,0.0574456264653794,0.0574456264653794,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.375940293086162,0.54094254128627,0.998868206220857,0.00138027557037156,0.00373006251589438,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p15_phase180,NORMAL,medium,,,61,1,20967610,0.15,0,1,180,1,40,7.925,8.075,10.31,10.31,0,1,1,1,0.054083269131959,0.054083269131959,0.054083269131959,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.362477533593814,0.535759259186865,0.998853069994368,0.00144241138341317,0.00377983265491269,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p15_phase180,NORMAL,medium,,,62,2,20967611,0.15,0,1,180,1,40,7.925,8.075,10.31,10.31,0,1,1,1,0.054083269131959,0.054083269131959,0.054083269131959,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.362477099044623,0.535760004602854,0.998855677280923,0.00144241338902482,0.00377819373695872,3,1,1,0,0,0,0
near_antiphase_close_pair,ill_real_sep_0p15_phase180,NORMAL,medium,,,63,3,20967612,0.15,0,1,180,1,40,7.925,8.075,10.31,10.31,0,1,1,1,0.054083269131959,0.054083269131959,0.054083269131959,18936,18936,131461,1,63.6168653336335,0.225446533226398,4,0,0.362179674856362,0.535645424117018,0.998855144231565,0.00144378611604756,0.00378076181736198,3,1,1,0,0,0,0
