trial_index,obs_id,obs_global_index,chunk_id,total_chunks,run_tag,scenario_name,center_az,trial_id,quant_mode,candidate_count,topK_default,top1_same_flag,topK_order_same_flag,topK_set_same_flag,topK_jaccard,topK_miss_count,topK_miss_rate,selected_candidate_same_flag,score_rank_spearman,score_rank_kendall_if_easy,score_gap_top1_top2_baseline,score_gap_top1_top2_quant,score_gap_norm_baseline,score_gap_norm_quant,score_gap_abs_error,score_gap_rel_error,score_margin_bin,argmax_changed_flag,score_gap_sign_flip_flag,reliable_margin_flag,reliable_top1_same_flag,reliable_topK_same_flag,candidate_score_max_abs_diff,candidate_score_p95_abs_diff,candidate_score_rel_l2_error,same_policy_flag,same_estimate_flag,same_confidence_flag,same_fallback_flag,boundary_state_same_flag,false_high_rate_if_available,boundary_missed_rate_if_available,az_rmse_gap_if_available,el_rmse_gap_if_available,W_scale,Gcache_scale,Z_scale,Rz_scale,score_scale,W_clip_rate,Gcache_clip_rate,Z_clip_rate,Rz_clip_rate,score_clip_rate,max_clip_rate,max_overflow_rate,W_relative_error,Gcache_relative_error,Z_relative_error,Rz_relative_error,score_relative_error
364,cp04p00_hard_phase_t0004,364,4,120,formal_tps30,hard_phase,3.75,4,combined_int24,7353,10,1,1,1,1,0,0,1,0.999999999969815,NaN,846.001379079156,845.999515394389,0.00256240213124838,0.00256239656744026,0.0018636847671587,2.20293348597996e-06,reliable,0,0,1,1,1,0.0985893006145488,0.0232657865126384,1.30603704772737e-07,1,1,1,1,1,NaN,NaN,0,0,3.99702173035428e-09,4.8111164869768e-06,4.45064736581236e-06,0.00941002353386957,0.019729466310504,0,0,0,0,0,0,0,7.42029538126525e-08,1.20625332464326e-07,9.33263990979874e-08,1.46307271817493e-07,6.08406956708593e-08
364,cp04p00_hard_phase_t0004,364,4,120,formal_tps30,hard_phase,3.75,4,mixed_Z16_G24_Rz24,7353,10,1,1,1,1,0,0,1,0.999999999517044,NaN,846.001379079156,846.038959765196,0.00256240213124838,0.00256251638846416,0.0375806860392913,4.44215422913336e-05,reliable,0,0,1,1,1,0.245772530586692,0.166124069161015,9.26480080007867e-07,1,1,1,1,1,NaN,NaN,0,0,NaN,4.81111649577584e-06,0.00113940035991527,0.0094100275973793,0.0197294659709246,0,0,0,0,0,0,0,0,1.20552980091729e-07,2.39229604219167e-05,1.58382897916374e-07,6.12055227173249e-08
364,cp04p00_hard_phase_t0004,364,4,120,formal_tps30,hard_phase,3.75,4,combined_int14,7353,10,1,1,1,1,0,0,1,0.999999791332836,NaN,846.001379079156,848.630459253356,0.00256240213124838,0.0025703794369645,2.62908017419977,0.00310765471453656,reliable,0,0,1,1,1,109.624441458524,24.4801488508965,0.000138252381823443,1,1,1,1,1,NaN,NaN,0,0,4.09344945261897e-06,0.00492718452979009,0.00455801699115184,9.63697604460875,20.20548712508,0,0,0,0,0,0,0,7.59786814574564e-05,0.000125043022251554,9.86071932320483e-05,0.000170148523563995,6.31475748994006e-05
364,cp04p00_hard_phase_t0004,364,4,120,formal_tps30,hard_phase,3.75,4,W_int18_G24_Z16,7353,10,1,1,1,1,0,0,1,0.999999999456675,NaN,846.001379079156,846.039063786651,0.00256240213124838,0.00256251638846418,0.0376847074949183,4.45444988942415e-05,reliable,0,0,1,1,1,0.30608134479553,0.196790343325119,1.07326865604438e-06,1,1,1,1,1,NaN,NaN,0,0,2.55811311933242e-07,4.81111658991996e-06,0.00113940020429598,NaN,0.0197294683966848,0,0,0,0,0,0,0,4.75555370558934e-06,1.21162671883256e-07,2.39082558307133e-05,0,6.08671272873552e-08
484,cp04p00_medium_beta_coherent_t0004,484,4,120,formal_tps30,medium_beta_coherent,3.75,4,double_baseline,7353,10,1,1,1,1,0,0,1,1,NaN,172.230865911173,172.230865911173,0.000466011765560407,0.000466011765560407,0,0,weak_margin,0,0,0,0,0,0,0,0,1,1,1,1,1,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
484,cp04p00_medium_beta_coherent_t0004,484,4,120,formal_tps30,medium_beta_coherent,3.75,4,float32_all,7353,10,1,1,1,1,0,0,1,0.999999999577414,NaN,172.230865911173,172.25,0.000466011765560407,0.000466063563054248,0.0191340888268314,0.000111095585135708,weak_margin,0,0,0,0,0,1.10309000869165,0.105969423690112,6.22503046323541e-07,1,1,1,1,1,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
484,cp04p00_medium_beta_coherent_t0004,484,4,120,formal_tps30,medium_beta_coherent,3.75,4,combined_int16,7353,10,1,1,1,1,0,0,1,0.999999973497791,NaN,172.230865911173,174.908684472728,0.000466011765560407,0.000473260766682431,2.67781856155489,0.0155478435725682,weak_margin,0,0,0,0,0,33.6284444023186,7.04362775570189,3.11327275629493e-05,1,1,1,1,1,NaN,NaN,0,0,1.02326866867281e-06,0.0012316833403547,0.00159330418407322,4.74046332469575,5.64221562815265,0,0,0,0,0,0,0,1.89921494063163e-05,3.11406035697831e-05,3.21969118352009e-05,6.99443161640389e-05,1.3825980210357e-05
484,cp04p00_medium_beta_coherent_t0004,484,4,120,formal_tps30,medium_beta_coherent,3.75,4,combined_int18,7353,10,1,1,1,1,0,0,1,0.999999992755661,NaN,172.230865911173,172.08319917036,0.000466011765560407,0.000465613311960939,0.147666740813293,0.000857376754346986,weak_margin,0,0,0,0,0,10.6968154455681,1.99966036560363,8.76247261418262e-06,1,1,1,1,1,NaN,NaN,0,0,2.55811311933242e-07,0.000307913774244636,0.000398316876995195,1.18508720270495,1.4105180259865,0,0,0,0,0,0,0,4.75555370558934e-06,7.77744768042514e-06,8.2235248614411e-06,1.75081354808019e-05,3.44098983993014e-06
484,cp04p00_medium_beta_coherent_t0004,484,4,120,formal_tps30,medium_beta_coherent,3.75,4,combined_int24,7353,10,1,1,1,1,0,0,1,0.999999999939631,NaN,172.230865911173,172.23665310166,0.000466011765560407,0.000466027434853253,0.00578719048644416,3.36013551103486e-05,weak_margin,0,0,0,0,0,0.131636205289396,0.0257743840629701,1.18473405045549e-07,1,1,1,1,1,NaN,NaN,0,0,3.99702173035428e-09,4.8111164869768e-06,6.22365418595449e-06,0.0185168365478424,0.0220392390405174,0,0,0,0,0,0,0,7.42029538126525e-08,1.20625332464326e-07,1.27498887732681e-07,2.72695893889735e-07,5.44206044332651e-08
484,cp04p00_medium_beta_coherent_t0004,484,4,120,formal_tps30,medium_beta_coherent,3.75,4,mixed_Z16_G24_Rz24,7353,10,1,1,1,1,0,0,1,0.999999998641687,NaN,172.230865911173,172.21503679562,0.000466011765560407,0.000465967774637169,0.0158291155530605,9.19063808296958e-05,weak_margin,0,0,0,0,0,0.931994565456989,0.664656853274209,2.85509394358942e-06,1,1,1,1,1,NaN,NaN,0,0,NaN,4.81111649577584e-06,0.00159330390391874,0.0185168546866496,0.0220392931655501,0,0,0,0,0,0,0,0,1.20552980091729e-07,3.22714113706921e-05,2.39436648906391e-07,5.43880232480998e-08
